BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2016-01-04,CNYRUB_TOM,CNYRUB_TOM,11.09,11.025,11.6452,11.0461,214,1122387697.2,11.0961
CETS,2016-01-05,CNYRUB_TOM,CNYRUB_TOM,11.0461,11.0253,11.0784,11.0602,207,1138957252.0,11.0557
CETS,2016-01-06,CNYRUB_TOM,CNYRUB_TOM,10.985,10.985,11.176,11.13,224,1120213267.3,11.0383
CETS,2016-01-11,CNYRUB_TOM,CNYRUB_TOM,11.5001,11.372,11.608,11.608,344,3554484647.8,11.4369
CETS,2016-01-12,CNYRUB_TOM,CNYRUB_TOM,11.6821,11.5611,11.75,11.7409,156,478389607.6,11.6482
CETS,2016-01-13,CNYRUB_TOM,CNYRUB_TOM,11.66,11.5671,11.668,11.6561,285,1613127622.3,11.6172
CETS,2016-01-14,CNYRUB_TOM,CNYRUB_TOM,11.6199,11.5204,11.6299,11.5361,281,1625658455.3,11.5642
CETS,2016-01-15,CNYRUB_TOM,CNYRUB_TOM,11.59,11.56,11.7702,11.7481,299,1812700114.8,11.6722
CETS,2016-01-18,CNYRUB_TOM,CNYRUB_TOM,11.9349,11.9,12.054,12.047,347,1661116041.7,11.9529
CETS,2016-01-19,CNYRUB_TOM,CNYRUB_TOM,11.917,11.8408,11.984,11.96,374,5054357001.0,11.8897
CETS,2016-01-20,CNYRUB_TOM,CNYRUB_TOM,12.0181,12.0175,12.412,12.3661,405,3905472569.0,12.1055
CETS,2016-01-21,CNYRUB_TOM,CNYRUB_TOM,12.451,12.4285,13.0,12.593,351,1872539611.8,12.7752
CETS,2016-01-22,CNYRUB_TOM,CNYRUB_TOM,12.2291,11.8041,12.315,11.846,406,2479510161.9,12.1483
CETS,2016-01-25,CNYRUB_TOM,CNYRUB_TOM,11.6208,11.6208,12.127,12.11,360,1873755828.0,11.9764
CETS,2016-01-26,CNYRUB_TOM,CNYRUB_TOM,12.376,11.779,12.444,11.8819,368,4996726882.2,12.3071
CETS,2016-01-27,CNYRUB_TOM,CNYRUB_TOM,11.8701,11.6727,12.02,11.7859,338,3090334233.5,11.9322
CETS,2016-01-28,CNYRUB_TOM,CNYRUB_TOM,11.73,11.449,11.765,11.5629,409,4429425590.9,11.649
CETS,2016-01-29,CNYRUB_TOM,CNYRUB_TOM,11.4251,11.285,11.5609,11.435,494,4593938112.1,11.3939
CETS,2016-02-01,CNYRUB_TOM,CNYRUB_TOM,11.4469,11.4385,11.6899,11.665,391,3755834061.2,11.5465
CETS,2016-02-02,CNYRUB_TOM,CNYRUB_TOM,11.8191,11.7522,12.0329,12.01,402,4289120191.4,11.7906
CETS,2016-02-03,CNYRUB_TOM,CNYRUB_TOM,12.002,11.59,12.002,11.59,441,4375617939.4,11.8986
CETS,2016-02-04,CNYRUB_TOM,CNYRUB_TOM,11.5,11.4789,11.687,11.615,315,3885122942.6,11.5641
CETS,2016-02-05,CNYRUB_TOM,CNYRUB_TOM,11.778,11.6466,11.8319,11.83,252,1325844147.9,11.6824
CETS,2016-02-08,CNYRUB_TOM,CNYRUB_TOM,11.715,11.678,12.02,11.99,250,1358986010.8,11.7378
CETS,2016-02-09,CNYRUB_TOM,CNYRUB_TOM,12.0131,11.92,12.171,12.171,270,1475372022.8,11.97
CETS,2016-02-10,CNYRUB_TOM,CNYRUB_TOM,12.1401,11.9531,12.142,11.992,259,1279484156.8,12.0796
CETS,2016-02-11,CNYRUB_TOM,CNYRUB_TOM,12.0641,12.0641,12.3505,12.207,257,1239987905.2,12.1743
CETS,2016-02-12,CNYRUB_TOM,CNYRUB_TOM,12.1499,12.016,12.19,12.0281,260,1273289302.7,12.1256
CETS,2016-02-15,CNYRUB_TOM,CNYRUB_TOM,12.0039,11.87,12.0043,11.9,321,1341058762.0,11.9852
CETS,2016-02-16,CNYRUB_TOM,CNYRUB_TOM,11.6959,11.66,11.974,11.942,294,1538767512.0,11.8314
CETS,2016-02-17,CNYRUB_TOM,CNYRUB_TOM,11.993,11.4699,11.993,11.53,290,1386776800.3,11.805
CETS,2016-02-18,CNYRUB_TOM,CNYRUB_TOM,11.5499,11.4981,11.7259,11.7259,320,1553966545.3,11.5718
CETS,2016-02-19,CNYRUB_TOM,CNYRUB_TOM,11.7289,11.6596,11.8909,11.788,264,1504449127.1,11.6882
CETS,2016-02-20,CNYRUB_TOM,CNYRUB_TOM,11.68,11.0401,12.1596,11.7,44,25080243.4,11.5898
CETS,2016-02-22,CNYRUB_TOM,CNYRUB_TOM,11.7,11.49,11.711,11.49,213,1172149468.7,11.6726
CETS,2016-02-24,CNYRUB_TOM,CNYRUB_TOM,11.71,11.6,11.8799,11.6,282,1607366477.3,11.7199
CETS,2016-02-25,CNYRUB_TOM,CNYRUB_TOM,11.6669,11.52,11.725,11.555,310,1516789048.9,11.6657
CETS,2016-02-26,CNYRUB_TOM,CNYRUB_TOM,11.5568,11.4,11.565,11.547,291,1535750906.6,11.463
CETS,2016-02-29,CNYRUB_TOM,CNYRUB_TOM,11.5409,11.45,11.64,11.498,289,1629761698.3,11.5973
CETS,2016-03-01,CNYRUB_TOM,CNYRUB_TOM,11.3301,11.1829,11.3301,11.2309,286,1385650110.3,11.297
CETS,2016-03-02,CNYRUB_TOM,CNYRUB_TOM,11.185,11.18,11.32,11.2009,279,1257053540.5,11.2321
CETS,2016-03-03,CNYRUB_TOM,CNYRUB_TOM,11.216,11.1841,11.3219,11.1841,305,1390883947.2,11.2942
CETS,2016-03-04,CNYRUB_TOM,CNYRUB_TOM,11.2019,11.0619,11.2719,11.0771,283,1353802446.8,11.2325
CETS,2016-03-07,CNYRUB_TOM,CNYRUB_TOM,11.0201,10.9691,11.0918,10.9961,231,1116215213.2,11.065
CETS,2016-03-09,CNYRUB_TOM,CNYRUB_TOM,11.071,10.882,11.152,10.9141,321,1394152684.4,11.1234
CETS,2016-03-10,CNYRUB_TOM,CNYRUB_TOM,10.92,10.74,11.032,10.996,345,1303428927.4,10.8712
CETS,2016-03-11,CNYRUB_TOM,CNYRUB_TOM,10.895,10.7111,10.895,10.82,317,1415699387.5,10.8282
CETS,2016-03-14,CNYRUB_TOM,CNYRUB_TOM,10.8,10.7431,10.922,10.772,425,1981240161.3,10.8184
CETS,2016-03-15,CNYRUB_TOM,CNYRUB_TOM,10.83,10.815,10.963,10.94,398,2090416964.3,10.8841
CETS,2016-03-16,CNYRUB_TOM,CNYRUB_TOM,10.862,10.6733,10.9279,10.6749,311,1328617916.5,10.9076
CETS,2016-03-17,CNYRUB_TOM,CNYRUB_TOM,10.6239,10.4916,10.6239,10.557,369,1750356494.0,10.5238
CETS,2016-03-18,CNYRUB_TOM,CNYRUB_TOM,10.5011,10.423,10.609,10.5829,354,1551082238.8,10.5718
CETS,2016-03-21,CNYRUB_TOM,CNYRUB_TOM,10.6121,10.45,10.6658,10.4555,324,1315076539.9,10.5613
CETS,2016-03-22,CNYRUB_TOM,CNYRUB_TOM,10.446,10.355,10.5008,10.3659,330,1463975890.5,10.4633
CETS,2016-03-23,CNYRUB_TOM,CNYRUB_TOM,10.4252,10.3768,10.5501,10.5501,379,1506912021.1,10.414
CETS,2016-03-24,CNYRUB_TOM,CNYRUB_TOM,10.58,10.5,10.6844,10.5,646,1864841838.9,10.5754
CETS,2016-03-25,CNYRUB_TOM,CNYRUB_TOM,10.51,10.41,10.511,10.4731,278,1214806990.7,10.4282
CETS,2016-03-28,CNYRUB_TOM,CNYRUB_TOM,10.4,10.3742,10.51,10.51,274,1348091099.0,10.3999
CETS,2016-03-29,CNYRUB_TOM,CNYRUB_TOM,10.57,10.5,10.6279,10.5089,377,1685283187.6,10.552
CETS,2016-03-30,CNYRUB_TOM,CNYRUB_TOM,10.4471,10.3778,10.532,10.5201,369,1513532554.0,10.4084
CETS,2016-03-31,CNYRUB_TOM,CNYRUB_TOM,10.498,10.34,10.5019,10.3929,280,1269826539.4,10.4773
CETS,2016-04-01,CNYRUB_TOM,CNYRUB_TOM,10.3381,10.338,10.55,10.4033,341,1422022018.7,10.3942
CETS,2016-04-04,CNYRUB_TOM,CNYRUB_TOM,10.555,10.4647,10.6341,10.52,373,1358662123.2,10.5946
CETS,2016-04-05,CNYRUB_TOM,CNYRUB_TOM,10.6639,10.565,10.7182,10.565,302,1302222717.5,10.6249
CETS,2016-04-06,CNYRUB_TOM,CNYRUB_TOM,10.532,10.42,10.6,10.42,345,1842325820.7,10.5709
CETS,2016-04-07,CNYRUB_TOM,CNYRUB_TOM,10.459,10.4315,10.5271,10.5009,332,2761941672.2,10.4589
CETS,2016-04-08,CNYRUB_TOM,CNYRUB_TOM,10.4459,10.333,10.4459,10.3649,373,2739874134.5,10.3809
