BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2016-01-04,EURRUB_TOD,EUR_RUB__TOD,0.0,0.0,0.0,0.0,0,0.0,79.5585
CETS,2016-01-05,EURRUB_TOD,EUR_RUB__TOD,0.0,0.0,0.0,0.0,0,0.0,79.5585
CETS,2016-01-06,EURRUB_TOD,EUR_RUB__TOD,0.0,0.0,0.0,0.0,0,0.0,79.5585
CETS,2016-01-11,EURRUB_TOD,EUR_RUB__TOD,83.18,81.908,83.981,82.151,2925,26878688200.0,82.4292
CETS,2016-01-12,EURRUB_TOD,EUR_RUB__TOD,83.55,82.54,84.828,82.89,3294,18896216670.0,83.0975
CETS,2016-01-13,EURRUB_TOD,EUR_RUB__TOD,83.66,82.191,85.561,82.65,2840,16203093167.0,82.6355
CETS,2016-01-14,EURRUB_TOD,EUR_RUB__TOD,83.638,82.879,83.709,83.39,2739,16253960785.0,83.3297
CETS,2016-01-15,EURRUB_TOD,EUR_RUB__TOD,83.5,82.955,84.609,84.421,3411,20239327812.0,83.7066
CETS,2016-01-18,EURRUB_TOD,EUR_RUB__TOD,85.4,85.282,85.91,85.659,3112,18126395053.0,85.638
CETS,2016-01-19,EURRUB_TOD,EUR_RUB__TOD,85.959,84.82,85.959,84.863,3561,21152164559.0,85.2247
CETS,2016-01-20,EURRUB_TOD,EUR_RUB__TOD,86.9,86.721,88.116,87.951,3296,18250769954.0,87.2658
CETS,2016-01-21,EURRUB_TOD,EUR_RUB__TOD,89.484,89.244,93.7,91.771,4969,26915242041.0,91.8001
CETS,2016-01-22,EURRUB_TOD,EUR_RUB__TOD,87.821,85.576,88.127,85.749,4870,25545563895.0,86.9536
CETS,2016-01-25,EURRUB_TOD,EUR_RUB__TOD,83.3,81.182,86.668,86.302,6952,38305202608.0,85.045
CETS,2016-01-26,EURRUB_TOD,EUR_RUB__TOD,88.35,85.366,91.6,85.695,6125,37998794530.0,88.0064
CETS,2016-01-27,EURRUB_TOD,EUR_RUB__TOD,85.863,84.779,86.414,85.45,4892,25828513951.0,85.6625
CETS,2016-01-28,EURRUB_TOD,EUR_RUB__TOD,84.66,82.757,84.8,83.505,4580,23739717530.0,83.7764
CETS,2016-01-29,EURRUB_TOD,EUR_RUB__TOD,82.25,81.2,83.219,83.12,5300,28628739235.0,82.3121
CETS,2016-02-01,EURRUB_TOD,EUR_RUB__TOD,82.179,81.98,83.18,82.371,3301,16041631913.0,82.636
CETS,2016-02-02,EURRUB_TOD,EUR_RUB__TOD,85.201,84.702,87.061,86.6,3753,21397195189.0,85.8133
CETS,2016-02-03,EURRUB_TOD,EUR_RUB__TOD,86.9,85.159,87.148,85.217,3503,20104441047.0,86.0285
CETS,2016-02-04,EURRUB_TOD,EUR_RUB__TOD,85.4,83.968,85.999,85.77,3521,19474968746.0,85.1718
CETS,2016-02-05,EURRUB_TOD,EUR_RUB__TOD,85.901,85.433,86.846,86.0,2500,11839080941.0,86.2329
CETS,2016-02-08,EURRUB_TOD,EUR_RUB__TOD,85.785,85.16,86.22,85.59,3041,16998219059.0,85.7677
CETS,2016-02-09,EURRUB_TOD,EUR_RUB__TOD,88.165,87.28,88.979,88.01,2645,12904447750.0,87.8302
