BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2016-04-28,USDRUB_TOM,USD000UTSTOM,65.304,64.19,65.4,64.719,54934,279110094124.0,64.811
CETS,2016-04-29,USDRUB_TOM,USD000UTSTOM,64.373,63.983,64.889,64.63,55313,247798545535.0,64.3786
CETS,2016-05-04,USDRUB_TOM,USD000UTSTOM,66.614,65.725,66.799,66.529,64465,298330653236.0,66.2047
CETS,2016-05-05,USDRUB_TOM,USD000UTSTOM,66.0,65.19,66.242,65.89,55002,254810313023.0,65.7609
CETS,2016-05-06,USDRUB_TOM,USD000UTSTOM,66.024,65.551,66.617,65.945,55702,235997862803.0,66.1181
CETS,2016-05-10,USDRUB_TOM,USD000UTSTOM,66.27,66.05,66.672,66.31,46027,198719813799.0,66.3496
CETS,2016-05-11,USDRUB_TOM,USD000UTSTOM,66.201,64.831,66.379,64.978,57920,244041401612.0,65.7459
CETS,2016-05-12,USDRUB_TOM,USD000UTSTOM,64.836,64.561,65.54,64.895,57221,253189431184.0,64.9605
CETS,2016-05-13,USDRUB_TOM,USD000UTSTOM,65.145,64.731,65.579,65.48,53699,229139277931.0,65.1957
CETS,2016-05-16,USDRUB_TOM,USD000UTSTOM,64.832,64.605,65.168,64.9,48494,201990946568.0,64.9056
CETS,2016-05-17,USDRUB_TOM,USD000UTSTOM,64.55,64.366,65.074,64.72,53716,240597756333.0,64.7278
CETS,2016-05-18,USDRUB_TOM,USD000UTSTOM,65.058,64.837,66.093,65.999,60454,279779793527.0,65.2919
CETS,2016-05-19,USDRUB_TOM,USD000UTSTOM,66.032,65.984,67.33,66.78,66894,359224681414.0,66.6226
CETS,2016-05-20,USDRUB_TOM,USD000UTSTOM,66.552,66.258,66.98,66.798,49625,260395514326.0,66.6368
CETS,2016-05-23,USDRUB_TOM,USD000UTSTOM,66.976,66.744,67.237,66.808,39426,189488360277.0,67.0235
CETS,2016-05-24,USDRUB_TOM,USD000UTSTOM,67.15,66.1,67.15,66.184,39933,191717549158.0,66.7786
CETS,2016-05-25,USDRUB_TOM,USD000UTSTOM,65.96,65.31,66.025,65.508,55700,285873704442.0,65.7355
CETS,2016-05-26,USDRUB_TOM,USD000UTSTOM,64.884,64.883,65.888,65.801,46979,240218627276.0,65.3461
CETS,2016-05-27,USDRUB_TOM,USD000UTSTOM,65.789,65.753,66.42,66.144,41253,183929597520.0,66.0695
CETS,2016-05-30,USDRUB_TOM,USD000UTSTOM,66.2,65.5875,66.27,65.75,24153,114620722712.5,65.9904
CETS,2016-05-31,USDRUB_TOM,USD000UTSTOM,65.75,65.72,67.0,66.7,38123,194272677645.0,66.0724
CETS,2016-06-01,USDRUB_TOM,USD000UTSTOM,66.8,66.5125,67.3275,67.14,49469,293474010110.0,66.9142
CETS,2016-06-02,USDRUB_TOM,USD000UTSTOM,67.025,66.615,67.71,66.96,55039,282714214975.0,67.1439
CETS,2016-06-03,USDRUB_TOM,USD000UTSTOM,66.99,65.6,67.17,65.62,56410,288190261482.5,66.5006
CETS,2016-06-06,USDRUB_TOM,USD000UTSTOM,65.3,65.12,65.99,65.245,36499,188325126190.0,65.5462
CETS,2016-06-07,USDRUB_TOM,USD000UTSTOM,65.5725,64.5075,65.5725,64.6225,42578,229602784335.0,65.0292
CETS,2016-06-08,USDRUB_TOM,USD000UTSTOM,64.63,63.4725,64.8175,63.61,53845,275682327595.0,64.0979
CETS,2016-06-09,USDRUB_TOM,USD000UTSTOM,63.6975,63.4,64.5,64.3275,46713,267981337700.0,64.051
CETS,2016-06-10,USDRUB_TOM,USD000UTSTOM,64.675,64.1075,65.38,65.28,48532,247144502392.5,64.7298
CETS,2016-06-14,USDRUB_TOM,USD000UTSTOM,65.865,65.7075,66.315,66.14,45065,259138940580.0,66.0706
CETS,2016-06-15,USDRUB_TOM,USD000UTSTOM,65.8225,65.0625,66.065,65.5125,45143,233612379745.0,65.7038
CETS,2016-06-16,USDRUB_TOM,USD000UTSTOM,65.6225,65.36,66.09,65.78,49316,272053021857.5,65.8408
CETS,2016-06-17,USDRUB_TOM,USD000UTSTOM,65.4325,64.705,65.5525,64.85,39478,203684374407.5,65.1986
CETS,2016-06-20,USDRUB_TOM,USD000UTSTOM,64.5025,63.7575,64.5025,64.2975,33049,183817222560.0,64.0881
CETS,2016-06-21,USDRUB_TOM,USD000UTSTOM,64.315,63.75,64.48,63.755,39096,214392750535.0,64.191
CETS,2016-06-22,USDRUB_TOM,USD000UTSTOM,63.555,63.49,65.155,64.89,45193,230541994412.5,64.1825
CETS,2016-06-23,USDRUB_TOM,USD000UTSTOM,64.6525,63.7675,64.7675,63.85,41286,200738693517.5,64.1703
CETS,2016-06-24,USDRUB_TOM,USD000UTSTOM,65.49,64.685,67.5775,65.2625,62500,323646225730.0,65.3805
CETS,2016-06-27,USDRUB_TOM,USD000UTSTOM,64.985,64.8175,65.65,65.4875,44039,241795214257.5,65.1816
CETS,2016-06-28,USDRUB_TOM,USD000UTSTOM,64.6275,63.9,65.1375,64.1,43707,215016342272.5,64.6487
CETS,2016-06-29,USDRUB_TOM,USD000UTSTOM,64.19,63.6075,64.4875,63.85,39552,261177571217.5,64.1315
CETS,2016-06-30,USDRUB_TOM,USD000UTSTOM,64.25,63.75,64.425,63.99,37258,205345768980.0,64.1318
CETS,2016-07-01,USDRUB_TOM,USD000UTSTOM,64.2,63.8,64.265,63.8,30467,183425712320.0,64.0292
CETS,2016-07-04,USDRUB_TOM,USD000UTSTOM,63.54,63.52,64.0175,63.935,24199,109700825845.0,63.8029
CETS,2016-07-05,USDRUB_TOM,USD000UTSTOM,64.3225,64.1125,64.6875,64.3175,67736,229681671690.0,64.3452
CETS,2016-07-06,USDRUB_TOM,USD000UTSTOM,64.71,64.1825,64.805,64.2075,40590,222769617495.0,64.602
CETS,2016-07-07,USDRUB_TOM,USD000UTSTOM,64.2025,63.7075,64.755,64.565,45466,231046180057.5,64.0629
CETS,2016-07-08,USDRUB_TOM,USD000UTSTOM,64.6075,63.715,64.61,63.98,45226,223668893992.5,64.0959
CETS,2016-07-11,USDRUB_TOM,USD000UTSTOM,64.1,63.96,64.31,64.2,29483,155790400662.5,64.1727
CETS,2016-07-12,USDRUB_TOM,USD000UTSTOM,63.9525,63.7175,64.0575,63.89,34055,180312324397.5,63.8782
CETS,2016-07-13,USDRUB_TOM,USD000UTSTOM,64.06,63.65,64.1475,63.85,41370,231016171637.5,63.8834
CETS,2016-07-14,USDRUB_TOM,USD000UTSTOM,63.765,62.73,63.8225,62.85,46414,264998894430.0,63.2481
CETS,2016-07-15,USDRUB_TOM,USD000UTSTOM,63.0425,62.955,63.51,63.51,36285,287514911117.5,63.2383
CETS,2016-07-18,USDRUB_TOM,USD000UTSTOM,63.3525,62.7875,63.45,62.8425,28822,162736463392.5,63.0863
CETS,2016-07-19,USDRUB_TOM,USD000UTSTOM,62.905,62.8,63.75,63.5475,31792,200260521720.0,63.1388
CETS,2016-07-20,USDRUB_TOM,USD000UTSTOM,63.585,63.15,63.92,63.74,36858,211198415622.5,63.4734
CETS,2016-07-21,USDRUB_TOM,USD000UTSTOM,63.66,63.5725,64.43,64.37,37837,231072025235.0,63.8997
CETS,2016-07-22,USDRUB_TOM,USD000UTSTOM,64.335,64.3025,64.98,64.88,43014,257177839975.0,64.6104
CETS,2016-07-25,USDRUB_TOM,USD000UTSTOM,64.8,64.7725,65.5475,65.415,33413,208881975790.0,65.0175
CETS,2016-07-26,USDRUB_TOM,USD000UTSTOM,65.3775,65.375,66.5525,65.9475,49534,320725797202.5,66.0171
CETS,2016-07-27,USDRUB_TOM,USD000UTSTOM,65.995,65.7075,66.465,65.9275,46038,235384172415.0,66.0242
CETS,2016-07-28,USDRUB_TOM,USD000UTSTOM,65.965,65.9025,66.785,66.615,44780,285245424700.0,66.4089
CETS,2016-07-29,USDRUB_TOM,USD000UTSTOM,66.96,65.9,67.3,66.035,55214,303939279265.0,66.7471
CETS,2016-08-01,USDRUB_TOM,USD000UTSTOM,65.805,65.72,66.97,66.895,43195,224626529027.5,66.3152
CETS,2016-08-02,USDRUB_TOM,USD000UTSTOM,66.9,66.01,67.0275,66.6475,46248,252257104562.5,66.5806
CETS,2016-08-03,USDRUB_TOM,USD000UTSTOM,66.79,66.15,67.03,66.27,44538,238518525852.5,66.6592
CETS,2016-08-04,USDRUB_TOM,USD000UTSTOM,66.45,65.6,66.57,65.7875,37302,196190794985.0,66.2351
CETS,2016-08-05,USDRUB_TOM,USD000UTSTOM,65.72,64.9975,65.88,65.5475,51521,291191011625.0,65.383
CETS,2016-08-08,USDRUB_TOM,USD000UTSTOM,65.4975,64.43,65.515,64.615,40356,207906464947.5,64.881
CETS,2016-08-09,USDRUB_TOM,USD000UTSTOM,64.8275,64.51,65.1275,64.765,36997,207106827847.5,64.7657
CETS,2016-08-10,USDRUB_TOM,USD000UTSTOM,64.9625,64.165,64.9725,64.87,46545,230957856917.5,64.5979
CETS,2016-08-11,USDRUB_TOM,USD000UTSTOM,64.9775,64.12,65.12,64.325,42180,224857494635.0,64.7412
CETS,2016-08-12,USDRUB_TOM,USD000UTSTOM,64.315,64.08,65.0,64.75,46697,277244502317.5,64.6013
CETS,2016-08-15,USDRUB_TOM,USD000UTSTOM,64.5625,63.905,64.5625,64.03,37838,209487453635.0,64.2052
CETS,2016-08-16,USDRUB_TOM,USD000UTSTOM,64.035,63.5525,64.1975,63.775,43074,215925767967.5,63.8915
CETS,2016-08-17,USDRUB_TOM,USD000UTSTOM,63.99,63.8,64.335,63.825,43389,234644791525.0,64.068
CETS,2016-08-18,USDRUB_TOM,USD000UTSTOM,63.765,63.38,64.195,63.65,44782,251504925167.5,63.7562
CETS,2016-08-19,USDRUB_TOM,USD000UTSTOM,63.6975,63.58,64.1125,63.9,35556,196700524602.5,63.9496
CETS,2016-08-22,USDRUB_TOM,USD000UTSTOM,64.25,64.055,64.82,64.8125,43601,227211668245.0,64.4496
CETS,2016-08-23,USDRUB_TOM,USD000UTSTOM,64.92,64.2775,64.92,64.6,40319,217227600385.0,64.6301
CETS,2016-08-24,USDRUB_TOM,USD000UTSTOM,64.835,64.6925,65.3275,65.17,40108,240076141327.5,64.8926
CETS,2016-08-25,USDRUB_TOM,USD000UTSTOM,65.0,64.57,65.0625,64.6625,36446,214754598612.5,64.8514
CETS,2016-08-26,USDRUB_TOM,USD000UTSTOM,64.63,64.2225,65.0,64.86,52726,243910110615.0,64.6456
CETS,2016-08-29,USDRUB_TOM,USD000UTSTOM,64.99,64.73,65.18,64.75,25402,127527068892.5,65.0466
CETS,2016-08-30,USDRUB_TOM,USD000UTSTOM,64.81,64.81,65.35,65.25,35177,207292083375.0,65.0454
CETS,2016-08-31,USDRUB_TOM,USD000UTSTOM,65.25,65.12,65.45,65.315,35311,230256102302.5,65.2783
CETS,2016-09-01,USDRUB_TOM,USD000UTSTOM,65.29,65.1625,65.9775,65.92,40897,246061939530.0,65.4897
CETS,2016-09-02,USDRUB_TOM,USD000UTSTOM,65.855,64.99,65.96,65.095,54045,260209427770.0,65.4497
CETS,2016-09-05,USDRUB_TOM,USD000UTSTOM,65.0,64.5125,65.15,65.08,42587,215582162635.0,64.8046
CETS,2016-09-06,USDRUB_TOM,USD000UTSTOM,64.8025,64.4075,64.9325,64.5625,33207,205172998990.0,64.7535
CETS,2016-09-07,USDRUB_TOM,USD000UTSTOM,64.515,64.13,64.6,64.135,35663,211332284175.0,64.4001
CETS,2016-09-08,USDRUB_TOM,USD000UTSTOM,64.05,63.565,64.0575,63.9975,40319,230940818375.0,63.8986
CETS,2016-09-09,USDRUB_TOM,USD000UTSTOM,64.065,64.0075,64.85,64.82,44439,247957155340.0,64.3886
CETS,2016-09-12,USDRUB_TOM,USD000UTSTOM,64.9,64.4175,65.3025,64.5875,44853,236572106347.5,64.971
CETS,2016-09-13,USDRUB_TOM,USD000UTSTOM,64.7425,64.67,65.47,65.2975,48506,246579316620.0,64.9664
CETS,2016-09-14,USDRUB_TOM,USD000UTSTOM,65.035,64.8,65.31,65.16,52065,266942262075.0,65.0639
CETS,2016-09-15,USDRUB_TOM,USD000UTSTOM,65.3225,64.6675,65.4425,64.775,58127,297578923342.5,65.033
CETS,2016-09-16,USDRUB_TOM,USD000UTSTOM,64.8425,64.8425,65.2525,65.12,47976,246809304090.0,65.052
CETS,2016-09-19,USDRUB_TOM,USD000UTSTOM,64.89,64.3625,65.02,64.65,44563,220422033515.0,64.7146
CETS,2016-09-20,USDRUB_TOM,USD000UTSTOM,64.695,64.5725,65.02,64.7775,42128,221697419790.0,64.8311
CETS,2016-09-21,USDRUB_TOM,USD000UTSTOM,64.5075,63.79,64.55,63.81,42648,216748212690.0,64.3034
CETS,2016-09-22,USDRUB_TOM,USD000UTSTOM,63.705,63.49,63.965,63.7025,39141,220817687020.0,63.7281
CETS,2016-09-23,USDRUB_TOM,USD000UTSTOM,63.7925,63.3775,64.12,64.06,54453,278131248247.5,63.7227
CETS,2016-09-26,USDRUB_TOM,USD000UTSTOM,64.0,63.58,64.29,63.95,42721,217219765915.0,63.9414
CETS,2016-09-27,USDRUB_TOM,USD000UTSTOM,63.85,63.57,64.09,63.86,41676,227661913957.5,63.8166
CETS,2016-09-28,USDRUB_TOM,USD000UTSTOM,63.9025,63.0,64.0975,63.04,50984,236947131787.5,63.7878
CETS,2016-09-29,USDRUB_TOM,USD000UTSTOM,63.075,62.895,63.37,63.08,49160,274811357837.5,63.153
CETS,2016-09-30,USDRUB_TOM,USD000UTSTOM,63.22,62.64,63.52,62.805,45934,262639086747.5,63.199
CETS,2016-10-03,USDRUB_TOM,USD000UTSTOM,62.8275,62.1475,62.845,62.29,39300,248680917345.0,62.4116
CETS,2016-10-04,USDRUB_TOM,USD000UTSTOM,62.4225,62.3125,62.86,62.665,37644,266040560962.5,62.5008
CETS,2016-10-05,USDRUB_TOM,USD000UTSTOM,62.5375,62.2925,62.6175,62.4375,31678,191806806740.0,62.4391
CETS,2016-10-06,USDRUB_TOM,USD000UTSTOM,62.3925,62.08,62.485,62.13,28945,181729171537.5,62.3152
CETS,2016-10-07,USDRUB_TOM,USD000UTSTOM,62.155,61.9525,62.5325,62.2125,40051,239853814515.0,62.2391
CETS,2016-10-10,USDRUB_TOM,USD000UTSTOM,62.07,61.8175,62.53,62.005,37408,234153552947.5,62.2739
CETS,2016-10-11,USDRUB_TOM,USD000UTSTOM,62.1025,62.1,62.9,62.6625,48091,315261385070.0,62.4166
CETS,2016-10-12,USDRUB_TOM,USD000UTSTOM,62.5475,62.48,63.16,63.02,45022,278641144332.5,62.7342
CETS,2016-10-13,USDRUB_TOM,USD000UTSTOM,63.255,62.9,63.515,63.03,41818,225155838342.5,63.2794
CETS,2016-10-14,USDRUB_TOM,USD000UTSTOM,63.0425,62.7925,63.0825,62.96,29742,171684264970.0,62.969
CETS,2016-10-17,USDRUB_TOM,USD000UTSTOM,63.0,62.725,63.22,63.11,34072,210188496287.5,63.0096
CETS,2016-10-18,USDRUB_TOM,USD000UTSTOM,63.0,62.7775,63.0325,62.81,25727,161106743347.5,62.8957
CETS,2016-10-19,USDRUB_TOM,USD000UTSTOM,62.79,62.2,62.81,62.285,32929,197880566627.5,62.4724
CETS,2016-10-20,USDRUB_TOM,USD000UTSTOM,62.4775,62.2575,62.5,62.4875,25711,158372882242.5,62.4147
CETS,2016-10-21,USDRUB_TOM,USD000UTSTOM,62.535,62.22,62.5975,62.37,28399,170619705137.5,62.4324
CETS,2016-10-24,USDRUB_TOM,USD000UTSTOM,62.4025,62.12,62.42,62.1825,25485,176975678330.0,62.2248
CETS,2016-10-25,USDRUB_TOM,USD000UTSTOM,62.1225,61.95,62.285,62.24,29060,207658472757.5,62.0975
CETS,2016-10-26,USDRUB_TOM,USD000UTSTOM,62.355,62.185,63.0075,62.91,47613,288352126747.5,62.5492
CETS,2016-10-27,USDRUB_TOM,USD000UTSTOM,62.7875,62.57,63.25,62.7025,42370,259910088815.0,62.8763
CETS,2016-10-28,USDRUB_TOM,USD000UTSTOM,62.8675,62.77,63.1475,63.02,32187,181502803390.0,62.9363
CETS,2016-10-31,USDRUB_TOM,USD000UTSTOM,63.085,63.0725,63.4575,63.375,28889,174001880790.0,63.2495
CETS,2016-11-01,USDRUB_TOM,USD000UTSTOM,63.35,62.9025,63.3675,63.32,32062,176490526225.0,63.1515
CETS,2016-11-02,USDRUB_TOM,USD000UTSTOM,63.385,63.33,63.85,63.515,44499,244206113762.5,63.5455
CETS,2016-11-03,USDRUB_TOM,USD000UTSTOM,63.4925,63.4475,63.82,63.58,33068,181007892660.0,63.621
CETS,2016-11-07,USDRUB_TOM,USD000UTSTOM,64.0625,63.555,64.16,63.6325,31749,196096512825.0,63.8261
CETS,2016-11-08,USDRUB_TOM,USD000UTSTOM,63.7275,63.615,63.8425,63.7625,23038,138777352222.5,63.7573
CETS,2016-11-09,USDRUB_TOM,USD000UTSTOM,64.07,63.22,64.1625,63.89,72014,400257682870.0,63.6963
CETS,2016-11-10,USDRUB_TOM,USD000UTSTOM,63.8925,63.275,65.555,65.4725,77393,426330060837.5,64.1203
CETS,2016-11-11,USDRUB_TOM,USD000UTSTOM,64.9975,64.85,66.3,65.72,72729,375136941492.5,65.6714
CETS,2016-11-14,USDRUB_TOM,USD000UTSTOM,65.85,65.5425,66.495,66.0325,51409,288205151647.5,66.1794
CETS,2016-11-15,USDRUB_TOM,USD000UTSTOM,66.0425,64.15,66.0425,64.195,59064,335604825370.0,65.1942
CETS,2016-11-16,USDRUB_TOM,USD000UTSTOM,64.11,63.9975,65.57,64.7175,72027,366459892815.0,64.9807
CETS,2016-11-17,USDRUB_TOM,USD000UTSTOM,64.7,64.29,65.1,64.8,55319,296512314360.0,64.634
