BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2016-01-04,USDRUB_TOD,USD000000TOD,0.0,0.0,0.0,0.0,0,0.0,72.7534
CETS,2016-01-05,USDRUB_TOD,USD000000TOD,0.0,0.0,0.0,0.0,0,0.0,72.7534
CETS,2016-01-06,USDRUB_TOD,USD000000TOD,0.0,0.0,0.0,0.0,0,0.0,72.7534
CETS,2016-01-11,USDRUB_TOD,USD000000TOD,75.566,75.04,76.751,75.576,18434,105575656157.0,75.5999
CETS,2016-01-12,USDRUB_TOD,USD000000TOD,76.864,75.92,77.023,76.065,21142,116419975643.0,76.3932
CETS,2016-01-13,USDRUB_TOD,USD000000TOD,76.8,75.715,76.885,76.202,19437,107508615561.0,76.2711
CETS,2016-01-14,USDRUB_TOD,USD000000TOD,77.0,76.155,77.0,76.44,19088,128940239000.0,76.4358
CETS,2016-01-15,USDRUB_TOD,USD000000TOD,76.6,76.34,77.722,77.382,25245,152351213292.0,77.0006
CETS,2016-01-18,USDRUB_TOD,USD000000TOD,0.0,0.0,0.0,0.0,0,0.0,77.0006
CETS,2016-01-19,USDRUB_TOD,USD000000TOD,78.894,78.052,78.91,78.602,23676,134348703572.0,78.4125
CETS,2016-01-20,USDRUB_TOD,USD000000TOD,79.269,79.155,81.05,80.711,29444,192879277009.0,80.0247
CETS,2016-01-21,USDRUB_TOD,USD000000TOD,81.764,81.764,85.992,83.764,40730,238987483367.0,84.0708
CETS,2016-01-22,USDRUB_TOD,USD000000TOD,80.933,78.613,81.41,79.149,36083,204034793432.0,80.0074
CETS,2016-01-25,USDRUB_TOD,USD000000TOD,77.268,76.231,80.13,79.6,46241,267976727321.0,78.8388
CETS,2016-01-26,USDRUB_TOD,USD000000TOD,81.46,78.51,82.27,78.841,40419,220423959742.0,80.6057
CETS,2016-01-27,USDRUB_TOD,USD000000TOD,78.4,77.814,79.453,78.34,29650,166094782138.0,78.7297
CETS,2016-01-28,USDRUB_TOD,USD000000TOD,77.95,75.555,78.096,75.61,30764,173315561310.0,76.7312
CETS,2016-01-29,USDRUB_TOD,USD000000TOD,75.3,74.506,76.52,75.256,31521,178712174493.0,75.4688
CETS,2016-02-01,USDRUB_TOD,USD000000TOD,75.501,75.431,76.694,76.286,24399,121638525059.0,76.1302
CETS,2016-02-02,USDRUB_TOD,USD000000TOD,78.12,77.647,79.813,79.359,32820,171904277840.0,78.6989
CETS,2016-02-03,USDRUB_TOD,USD000000TOD,79.1,77.877,79.868,78.018,28299,149497630373.0,78.637
CETS,2016-02-04,USDRUB_TOD,USD000000TOD,77.1,75.717,77.292,76.21,29862,151715229816.0,76.5506
CETS,2016-02-05,USDRUB_TOD,USD000000TOD,76.8,76.283,77.59,77.178,27639,136680957911.0,77.0
CETS,2016-02-08,USDRUB_TOD,USD000000TOD,77.0,76.353,77.5,77.202,21871,110428805643.0,76.95
CETS,2016-02-09,USDRUB_TOD,USD000000TOD,79.19,78.06,79.255,78.72,26570,142442386105.0,78.5895
CETS,2016-02-10,USDRUB_TOD,USD000000TOD,79.471,78.523,79.56,78.93,24162,125149679017.0,78.9031
CETS,2016-02-11,USDRUB_TOD,USD000000TOD,79.033,78.7,80.61,80.06,27817,149607470945.0,79.476
CETS,2016-02-12,USDRUB_TOD,USD000000TOD,79.151,79.011,79.692,79.199,20476,126953004343.0,79.3258
CETS,2016-02-15,USDRUB_TOD,USD000000TOD,0.0,0.0,0.0,0.0,0,0.0,79.3258
CETS,2016-02-16,USDRUB_TOD,USD000000TOD,76.331,75.876,77.834,77.454,31872,168431505483.0,76.8627
CETS,2016-02-17,USDRUB_TOD,USD000000TOD,77.948,76.252,78.3,76.388,23021,118964687729.0,77.2592
CETS,2016-02-18,USDRUB_TOD,USD000000TOD,75.07,74.87,75.838,75.5,29266,150616843003.0,75.3301
CETS,2016-02-19,USDRUB_TOD,USD000000TOD,76.453,75.915,77.481,77.215,20462,119131133593.0,76.4361
CETS,2016-02-20,USDRUB_TOD,USD000000TOD,0.0,0.0,0.0,0.0,0,0.0,76.4361
CETS,2016-02-22,USDRUB_TOD,USD000000TOD,0.0,0.0,0.0,0.0,0,0.0,76.4361
CETS,2016-02-24,USDRUB_TOD,USD000000TOD,76.42,75.975,77.409,77.216,26866,153005998790.0,76.7848
CETS,2016-02-25,USDRUB_TOD,USD000000TOD,76.05,75.555,76.665,75.84,25758,149730419980.0,76.2139
CETS,2016-02-26,USDRUB_TOD,USD000000TOD,75.53,74.446,75.581,74.7,29869,179144480180.0,75.0284
CETS,2016-02-29,USDRUB_TOD,USD000000TOD,75.45,75.45,76.27,75.705,19909,120041735749.0,75.938
CETS,2016-03-01,USDRUB_TOD,USD000000TOD,74.44,73.55,74.999,73.824,26424,134173615829.0,73.9299
CETS,2016-03-02,USDRUB_TOD,USD000000TOD,73.24,73.143,74.14,73.893,17864,101738056635.0,73.7777
CETS,2016-03-03,USDRUB_TOD,USD000000TOD,73.3,73.244,74.072,73.81,18981,100655599582.0,73.6808
CETS,2016-03-04,USDRUB_TOD,USD000000TOD,72.913,72.487,73.339,72.512,18133,97519616246.0,73.0526
CETS,2016-03-07,USDRUB_TOD,USD000000TOD,0.0,0.0,0.0,0.0,0,0.0,73.0526
CETS,2016-03-09,USDRUB_TOD,USD000000TOD,72.0,71.59,72.648,71.66,19483,100623433344.0,72.2135
CETS,2016-03-10,USDRUB_TOD,USD000000TOD,71.061,69.925,71.33,70.715,27751,145544001091.0,70.6598
CETS,2016-03-11,USDRUB_TOD,USD000000TOD,70.702,69.457,70.855,69.9,25788,124190997039.0,70.0116
CETS,2016-03-14,USDRUB_TOD,USD000000TOD,69.674,69.674,70.958,70.741,22341,106538853487.0,70.3133
CETS,2016-03-15,USDRUB_TOD,USD000000TOD,70.511,70.275,71.38,71.0,29316,147973213492.0,70.8044
CETS,2016-03-16,USDRUB_TOD,USD000000TOD,70.755,70.399,71.228,70.47,22687,116521383040.0,70.929
CETS,2016-03-17,USDRUB_TOD,USD000000TOD,69.15,68.025,69.244,68.41,31119,148292996865.0,68.4377
CETS,2016-03-18,USDRUB_TOD,USD000000TOD,67.9,67.214,68.676,67.475,26700,110839209090.0,68.0152
CETS,2016-03-21,USDRUB_TOD,USD000000TOD,68.68,67.463,69.128,67.69,22748,99643589928.0,68.4258
CETS,2016-03-22,USDRUB_TOD,USD000000TOD,67.7,67.392,68.249,67.879,23103,104212225058.0,67.8313
