BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2016-01-04,Роснефть,ROSN,8066,624551248.5,254.9,250.35,254.9,251.0,252.45,251.0,2474320,252.4,252.4,251.0,624551248.5,624551248.5,624551248.5,,3
TQBR,2016-01-05,Роснефть,ROSN,8409,613996166.5,251.7,248.75,253.8,253.2,251.1,253.2,2445540,251.05,251.05,253.2,613996166.5,613996166.5,613996166.5,,3
TQBR,2016-01-06,Роснефть,ROSN,6023,496069653.5,253.0,250.25,255.0,252.4,252.4,252.4,1965570,252.4,252.4,252.4,496069653.5,496069653.5,496069653.5,,3
TQBR,2016-01-11,Роснефть,ROSN,22355,1900907497.5,245.0,239.15,246.75,241.05,242.25,241.05,7847320,242.25,242.25,241.05,1900907497.5,1900907497.5,1900907497.5,,3
TQBR,2016-01-12,Роснефть,ROSN,16322,1145914904.0,233.5,233.5,243.4,239.9,240.3,239.9,4769940,240.25,240.25,239.9,1145914904.0,1145914904.0,1145914904.0,,3
TQBR,2016-01-13,Роснефть,ROSN,14216,957541109.0,240.95,238.3,243.5,239.6,240.8,239.6,3976580,240.8,240.8,239.6,957541109.0,957541109.0,957541109.0,,3
TQBR,2016-01-14,Роснефть,ROSN,14757,951707499.0,238.0,234.3,239.85,237.65,236.5,237.65,4023560,236.55,236.55,237.65,951707499.0,951707499.0,951707499.0,,3
TQBR,2016-01-15,Роснефть,ROSN,26262,1692727157.5,236.7,229.5,240.0,232.1,233.8,232.1,7239990,233.8,233.8,232.1,1692727157.5,1692727157.5,1692727157.5,,3
TQBR,2016-01-18,Роснефть,ROSN,13046,1021441895.5,229.0,229.0,234.9,232.0,232.35,232.0,4395950,232.35,232.35,232.0,1021441895.5,1021441895.5,1021441895.5,,3
TQBR,2016-01-19,Роснефть,ROSN,15047,1095094661.5,233.85,233.85,239.05,236.05,237.05,236.05,4619410,237.05,237.05,236.05,1095094661.5,1095094661.5,1095094661.5,,3
TQBR,2016-01-20,Роснефть,ROSN,17762,1403230954.5,234.0,228.3,234.35,231.9,230.6,231.9,6084730,230.6,230.6,231.9,1403230954.5,1403230954.5,1403230954.5,,3
TQBR,2016-01-21,Роснефть,ROSN,18452,1198633900.0,232.0,231.75,238.8,237.5,235.8,237.5,5082940,235.8,235.8,237.5,1198633900.0,1198633900.0,1198633900.0,,3
TQBR,2016-01-22,Роснефть,ROSN,29411,2497751830.0,241.0,239.7,252.4,250.4,245.95,250.4,10156640,245.9,245.9,250.4,2497751830.0,2497751830.0,2497751830.0,,3
TQBR,2016-01-25,Роснефть,ROSN,16716,1689819867.0,251.4,246.25,255.2,255.0,250.05,255.0,6757840,250.05,250.05,255.0,1689819867.0,1689819867.0,1689819867.0,,3
