BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2016-01-04,Polymetal,POLY,91,1159301.0,612.5,607.0,626.5,613.5,618.5,613.5,1875,618.5,618.5,613.5,1159301.0,1159301.0,1159301.0,,3
TQBR,2016-01-05,Polymetal,POLY,153,2982710.5,622.0,614.0,630.0,621.0,624.0,621.5,4779,624.0,624.0,621.0,2982710.5,2982710.5,2982710.5,,3
TQBR,2016-01-06,Polymetal,POLY,219,4147016.5,629.0,610.0,629.0,625.0,618.0,626.0,6711,618.0,618.0,625.0,4147016.5,4147016.5,4147016.5,,3
TQBR,2016-01-11,Polymetal,POLY,329,11237275.5,631.0,619.5,632.5,631.0,626.5,631.0,17932,626.5,626.5,631.0,11237275.5,11237275.5,11237275.5,,3
TQBR,2016-01-12,Polymetal,POLY,655,21636691.0,631.0,596.5,638.0,599.5,615.0,599.5,35194,615.0,615.0,599.5,21636691.0,21636691.0,21636691.0,,3
TQBR,2016-01-13,Polymetal,POLY,588,12894828.0,605.0,592.0,613.5,600.0,604.0,600.0,21343,604.0,604.0,600.0,12894828.0,12894828.0,12894828.0,,3
TQBR,2016-01-14,Polymetal,POLY,424,11485941.5,606.0,597.0,620.5,611.0,608.5,611.0,18878,608.5,608.5,611.0,11485941.5,11485941.5,11485941.5,,3
TQBR,2016-01-15,Polymetal,POLY,1099,26589249.0,610.0,579.0,617.5,597.5,593.0,601.5,44828,593.0,593.0,597.5,26589249.0,26589249.0,26589249.0,,3
TQBR,2016-01-18,Polymetal,POLY,608,13341872.5,601.0,583.0,617.0,592.5,594.5,590.5,22444,594.5,594.5,592.5,13341872.5,13341872.5,13341872.5,,3
TQBR,2016-01-19,Polymetal,POLY,498,9553500.5,598.5,583.5,605.5,587.0,593.0,587.0,16111,593.0,593.0,587.0,9553500.5,9553500.5,9553500.5,,3
TQBR,2016-01-20,Polymetal,POLY,942,21576229.0,593.0,578.5,611.5,602.5,592.0,602.5,36436,592.0,592.0,602.5,21576229.0,21576229.0,21576229.0,,3
TQBR,2016-01-21,Polymetal,POLY,651,15015299.0,610.0,604.5,629.5,615.0,616.5,615.0,24352,616.5,616.5,615.0,15015299.0,15015299.0,15015299.0,,3
TQBR,2016-01-22,Polymetal,POLY,1282,26127362.0,620.0,591.5,630.0,600.0,607.0,600.0,43047,607.0,607.0,600.0,26127362.0,26127362.0,26127362.0,,3
TQBR,2016-01-25,Polymetal,POLY,282,5349870.5,611.5,594.0,618.5,610.0,607.5,610.0,8812,607.0,607.0,610.0,5349870.5,5349870.5,5349870.5,,3
TQBR,2016-01-26,Polymetal,POLY,387,6117559.5,616.5,610.5,629.0,610.5,620.5,610.5,9858,620.5,620.5,610.5,6117559.5,6117559.5,6117559.5,,3
TQBR,2016-01-27,Polymetal,POLY,363,8065399.5,611.5,605.5,634.0,626.0,625.5,626.0,12909,625.0,625.0,626.0,8065399.5,8065399.5,8065399.5,,3
TQBR,2016-01-28,Polymetal,POLY,445,8138987.5,632.0,615.0,638.0,620.0,626.5,620.0,12991,626.5,626.5,620.0,8138987.5,8138987.5,8138987.5,,3
TQBR,2016-01-29,Polymetal,POLY,484,11754617.5,625.0,615.0,628.0,620.0,621.5,620.0,18916,621.5,621.5,620.0,11754617.5,11754617.5,11754617.5,,3
TQBR,2016-02-01,Polymetal,POLY,560,20791957.5,624.0,621.0,649.0,648.0,635.5,648.0,32714,635.5,635.5,648.0,20791957.5,20791957.5,20791957.5,,3
TQBR,2016-02-02,Polymetal,POLY,598,21660773.5,641.0,639.0,672.0,668.5,656.0,668.5,33017,656.0,656.0,668.5,21660773.5,21660773.5,21660773.5,,3
TQBR,2016-02-03,Polymetal,POLY,455,9503509.0,667.0,657.5,687.0,668.5,667.5,668.5,14240,667.5,667.5,668.5,9503509.0,9503509.0,9503509.0,,3
TQBR,2016-02-04,Polymetal,POLY,833,24155271.5,677.0,656.0,694.0,694.0,683.0,690.5,35360,683.0,683.0,694.0,24155271.5,24155271.5,24155271.5,,3
