BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2016-01-04,Сбербанк,SBER,50340,5077424469.2,101.0,97.94,101.78,98.01,99.06,98.01,51264550,99.04,99.04,98.01,5077424469.2,5077424469.2,5077424469.2,,3
TQBR,2016-01-05,Сбербанк,SBER,43389,4821702731.4,97.88,97.16,99.24,98.89,98.26,98.89,49071570,98.26,98.26,98.89,4821702731.4,4821702731.4,4821702731.4,,3
TQBR,2016-01-06,Сбербанк,SBER,38413,3986265724.8,98.7,96.83,99.56,96.85,97.92,96.85,40710930,97.92,97.92,96.85,3986265724.8,3986265724.8,3986265724.8,,3
TQBR,2016-01-11,Сбербанк,SBER,84949,7987443989.1,93.61,91.01,94.89,91.03,92.75,91.03,86120290,92.75,92.75,91.03,7987443989.1,7987443989.1,7987443989.1,,3
TQBR,2016-01-12,Сбербанк,SBER,100086,10043706788.5,89.09,88.52,92.88,91.71,91.18,91.71,110109050,91.22,91.22,91.71,10043706788.5,10043706788.5,10043706788.5,,3
TQBR,2016-01-13,Сбербанк,SBER,65796,6892432509.5,92.75,91.25,93.88,91.5,92.92,91.5,74169700,92.93,92.93,91.5,6892432509.5,6892432509.5,6892432509.5,,3
TQBR,2016-01-14,Сбербанк,SBER,66042,7437317841.1,91.0,90.37,93.15,93.04,91.62,93.04,81179220,91.62,91.62,93.04,7437317841.1,7437317841.1,7437317841.1,,3
TQBR,2016-01-15,Сбербанк,SBER,104381,11969727980.7,92.44,86.85,92.95,87.27,89.47,87.27,133791200,89.47,89.47,87.27,11969727980.7,11969727980.7,11969727980.7,,3
TQBR,2016-01-18,Сбербанк,SBER,80526,8736658755.0,86.01,85.1,88.28,86.15,86.86,86.15,100574240,86.87,86.87,86.15,8736658755.0,8736658755.0,8736658755.0,,3
TQBR,2016-01-19,Сбербанк,SBER,89180,10054122892.0,87.39,85.76,89.7,86.68,88.16,86.68,114039260,88.16,88.16,86.68,10054122892.0,10054122892.0,10054122892.0,,3
TQBR,2016-01-20,Сбербанк,SBER,103608,11248337450.6,84.89,82.2,85.19,83.83,83.56,83.83,134624680,83.55,83.55,83.83,11248337450.6,11248337450.6,11248337450.6,,3
TQBR,2016-01-21,Сбербанк,SBER,108294,12301358567.0,84.25,83.27,87.15,86.0,85.5,86.0,143863130,85.51,85.51,86.0,12301358567.0,12301358567.0,12301358567.0,,3
TQBR,2016-01-22,Сбербанк,SBER,127859,18629551391.5,88.97,87.62,92.28,91.5,89.7,91.5,207689990,89.7,89.7,91.5,18629551391.5,18629551391.5,18629551391.5,,3
TQBR,2016-01-25,Сбербанк,SBER,97422,12064344954.0,92.55,90.0,93.35,91.0,91.54,91.0,131784760,91.55,91.55,91.0,12064344954.0,12064344954.0,12064344954.0,,3
TQBR,2016-01-26,Сбербанк,SBER,86243,9524472957.3,89.06,88.74,91.76,91.5,90.38,91.5,105375580,90.39,90.39,91.5,9524472957.3,9524472957.3,9524472957.3,,3
TQBR,2016-01-27,Сбербанк,SBER,112927,14245600391.1,91.98,91.47,96.26,95.75,94.45,95.75,150816500,94.46,94.46,95.75,14245600391.1,14245600391.1,14245600391.1,,3
TQBR,2016-01-28,Сбербанк,SBER,117896,17265123553.8,95.77,94.33,97.28,96.69,96.16,96.69,179555940,96.15,96.15,96.69,17265123553.8,17265123553.8,17265123553.8,,3
TQBR,2016-01-29,Сбербанк,SBER,109677,16054714712.7,97.47,95.12,98.7,96.5,97.06,96.5,165404880,97.06,97.06,96.5,16054714712.7,16054714712.7,16054714712.7,,3
TQBR,2016-02-01,Сбербанк,SBER,69906,8635273185.5,96.27,95.29,97.49,96.5,96.35,96.5,89621070,96.35,96.35,96.5,8635273185.5,8635273185.5,8635273185.5,,3
TQBR,2016-02-02,Сбербанк,SBER,106212,12264491075.8,95.7,93.75,97.07,94.4,95.08,94.4,128999060,95.07,95.07,94.4,12264491075.8,12264491075.8,12264491075.8,,3
TQBR,2016-02-03,Сбербанк,SBER,81140,10773565474.7,93.91,93.71,96.89,94.53,95.58,94.53,112704620,95.59,95.59,94.53,10773565474.7,10773565474.7,10773565474.7,,3
TQBR,2016-02-04,Сбербанк,SBER,87341,11909432345.8,98.56,96.71,98.56,97.57,97.58,97.57,122053010,97.58,97.58,97.57,11909432345.8,11909432345.8,11909432345.8,,3
TQBR,2016-02-05,Сбербанк,SBER,57933,7915423689.6,97.01,96.35,97.98,97.2,97.2,97.2,81434160,97.2,97.2,97.2,7915423689.6,7915423689.6,7915423689.6,,3
TQBR,2016-02-08,Сбербанк,SBER,82836,10166007287.3,97.05,93.85,97.86,94.7,95.73,94.7,106207300,95.72,95.72,94.7,10166007287.3,10166007287.3,10166007287.3,,3
TQBR,2016-02-09,Сбербанк,SBER,82649,11439498246.7,94.0,92.7,95.63,93.89,94.27,93.89,121341460,94.28,94.28,93.89,11439498246.7,11439498246.7,11439498246.7,,3
TQBR,2016-02-10,Сбербанк,SBER,84147,10568892898.4,93.5,93.16,96.77,96.35,94.8,96.35,111478160,94.81,94.81,96.35,10568892898.4,10568892898.4,10568892898.4,,3
TQBR,2016-02-11,Сбербанк,SBER,77467,10879931799.9,95.71,93.05,96.1,94.2,94.31,94.2,115370090,94.3,94.3,94.2,10879931799.9,10879931799.9,10879931799.9,,3
TQBR,2016-02-12,Сбербанк,SBER,58360,7535249615.1,95.14,94.18,95.67,94.85,94.86,94.85,79435870,94.86,94.86,94.85,7535249615.1,7535249615.1,7535249615.1,,3
TQBR,2016-02-15,Сбербанк,SBER,53382,6577429632.5,96.0,94.93,96.37,95.25,95.86,95.25,68610990,95.87,95.87,95.25,6577429632.5,6577429632.5,6577429632.5,,3
TQBR,2016-02-16,Сбербанк,SBER,76938,11083515697.3,95.99,95.7,97.28,96.51,96.42,96.51,114942500,96.43,96.43,96.51,11083515697.3,11083515697.3,11083515697.3,,3
TQBR,2016-02-17,Сбербанк,SBER,77033,11240177159.3,96.51,96.05,99.38,99.2,97.87,99.2,114840150,97.88,97.88,99.2,11240177159.3,11240177159.3,11240177159.3,,3
TQBR,2016-02-18,Сбербанк,SBER,80523,12732765327.4,99.9,99.75,102.8,102.7,101.32,102.7,125646250,101.34,101.34,102.7,12732765327.4,12732765327.4,12732765327.4,,3
TQBR,2016-02-19,Сбербанк,SBER,102577,17517992690.7,101.99,101.0,103.57,101.5,102.08,101.5,171600390,102.09,102.09,101.5,17517992690.7,17517992690.7,17517992690.7,,3
TQBR,2016-02-20,Сбербанк,SBER,19344,1856073801.2,101.61,101.5,102.6,102.39,102.12,102.39,18170020,102.15,102.15,102.39,1856073801.2,1856073801.2,1856073801.2,,3
TQBR,2016-02-22,Сбербанк,SBER,51167,6848604254.1,102.57,102.39,104.39,103.2,103.45,103.2,66187510,103.47,103.47,103.2,6848604254.1,6848604254.1,6848604254.1,,3
TQBR,2016-02-24,Сбербанк,SBER,63069,9065264147.5,102.0,100.79,102.7,102.1,101.71,102.1,89140580,101.7,101.7,102.1,9065264147.5,9065264147.5,9065264147.5,,3
TQBR,2016-02-25,Сбербанк,SBER,83163,11403975917.3,102.65,101.51,104.35,104.05,103.35,104.05,110333690,103.36,103.36,104.05,11403975917.3,11403975917.3,11403975917.3,,3
TQBR,2016-02-26,Сбербанк,SBER,88210,15295321582.9,105.0,104.83,107.15,106.24,106.14,106.24,144091540,106.15,106.15,106.24,15295321582.9,15295321582.9,15295321582.9,,3
TQBR,2016-02-29,Сбербанк,SBER,66645,9760622267.5,105.5,104.81,107.38,107.0,106.32,107.0,91798290,106.33,106.33,107.0,9760622267.5,9760622267.5,9760622267.5,,3
TQBR,2016-03-01,Сбербанк,SBER,85810,12378692096.8,107.5,106.42,108.79,108.26,107.76,108.26,114856490,107.78,107.78,108.26,12378692096.8,12378692096.8,12378692096.8,,3
TQBR,2016-03-02,Сбербанк,SBER,72143,10513076518.7,109.0,106.1,109.2,106.12,107.37,106.12,97924080,107.36,107.36,106.12,10513076518.7,10513076518.7,10513076518.7,,3
TQBR,2016-03-03,Сбербанк,SBER,66552,8550809009.7,106.7,105.4,107.63,106.99,106.64,106.99,80188360,106.63,106.63,106.99,8550809009.7,8550809009.7,8550809009.7,,3
TQBR,2016-03-04,Сбербанк,SBER,64944,9097424212.0,107.7,106.7,109.02,108.99,107.93,108.99,84288020,107.93,107.93,108.99,9097424212.0,9097424212.0,9097424212.0,,3
TQBR,2016-03-07,Сбербанк,SBER,56488,8213200369.8,109.62,108.57,110.2,109.47,109.48,109.47,75021080,109.48,109.48,109.47,8213200369.8,8213200369.8,8213200369.8,,3
TQBR,2016-03-09,Сбербанк,SBER,56666,7832078624.6,108.99,107.5,109.07,108.15,108.16,108.15,72419980,108.15,108.15,108.15,7832078624.6,7832078624.6,7832078624.6,,3
TQBR,2016-03-10,Сбербанк,SBER,90585,10361161759.0,108.26,107.67,109.9,108.84,109.06,108.84,94994800,109.07,109.07,108.84,10361161759.0,10361161759.0,10361161759.0,,3
TQBR,2016-03-11,Сбербанк,SBER,56623,6706688254.4,109.2,108.55,109.95,109.26,109.35,109.26,61331210,109.35,109.35,109.26,6706688254.4,6706688254.4,6706688254.4,,3
TQBR,2016-03-14,Сбербанк,SBER,54954,7248895619.9,109.28,108.4,109.56,109.26,109.04,109.26,66481000,109.04,109.04,109.26,7248895619.9,7248895619.9,7248895619.9,,3
