BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2019-10-28,TCS-гдр,TCSG,3420,245462320.4,1186.0,1186.0,1212.0,1206.0,1198.8,1206.0,204766,1198.8,1198.8,1206.0,245462320.4,245462320.4,245462320.4,,3
TQBR,2019-10-29,TCS-гдр,TCSG,1923,82888163.2,1202.0,1200.2,1226.0,1219.8,1212.2,1219.8,68382,1212.2,1212.2,1219.8,82888163.2,82888163.2,82888163.2,,3
TQBR,2019-10-30,TCS-гдр,TCSG,1395,44656578.0,1225.0,1212.8,1227.0,1217.0,1217.2,1217.0,36691,1217.0,1217.0,1217.0,44656578.0,44656578.0,44656578.0,,3
TQBR,2019-10-31,TCS-гдр,TCSG,778,23469279.2,1221.4,1210.2,1223.8,1216.0,1214.4,1216.0,19326,1214.4,1214.4,1216.0,23469279.2,23469279.2,23469279.2,,3
TQBR,2019-11-01,TCS-гдр,TCSG,826,20215418.4,1218.4,1212.6,1219.0,1214.0,1216.0,1214.0,16625,1216.0,1216.0,1214.0,20215418.4,20215418.4,20215418.4,,3
TQBR,2019-11-05,TCS-гдр,TCSG,1423,73869925.4,1217.8,1197.4,1220.0,1198.0,1204.2,1198.0,61347,1204.2,1204.2,1198.0,73869925.4,73869925.4,73869925.4,,3
TQBR,2019-11-06,TCS-гдр,TCSG,789,26181538.0,1209.8,1190.0,1214.0,1209.8,1205.6,1208.6,21717,1205.6,1205.6,1209.8,26181538.0,26181538.0,26181538.0,,3
TQBR,2019-11-07,TCS-гдр,TCSG,764,46531750.0,1220.0,1201.2,1225.8,1225.8,1217.4,1225.8,38222,1217.4,1217.4,1225.8,46531750.0,46531750.0,46531750.0,,3
TQBR,2019-11-08,TCS-гдр,TCSG,1007,24803493.0,1226.2,1216.0,1251.2,1221.2,1225.0,1222.8,20250,1224.8,1224.8,1221.2,24803493.0,24803493.0,24803493.0,,3
TQBR,2019-11-11,TCS-гдр,TCSG,511,8679139.2,1229.8,1216.2,1230.0,1222.0,1223.4,1222.0,7094,1223.4,1223.4,1222.0,8679139.2,8679139.2,8679139.2,,3
TQBR,2019-11-12,TCS-гдр,TCSG,647,33690928.2,1228.0,1223.4,1242.0,1235.6,1230.0,1235.6,27393,1230.0,1230.0,1235.6,33690928.2,33690928.2,33690928.2,,3
TQBR,2019-11-13,TCS-гдр,TCSG,691,41660630.2,1248.6,1231.6,1248.6,1239.4,1238.4,1239.4,33644,1238.2,1238.2,1239.4,41660630.2,41660630.2,41660630.2,,3
TQBR,2019-11-14,TCS-гдр,TCSG,1430,106614107.0,1248.6,1235.2,1276.4,1261.2,1260.2,1261.2,84600,1260.2,1260.2,1261.2,106614107.0,106614107.0,106614107.0,,3
TQBR,2019-11-15,TCS-гдр,TCSG,862,42369663.2,1276.0,1249.2,1312.4,1250.0,1256.8,1250.0,33713,1256.8,1256.8,1250.0,42369663.2,42369663.2,42369663.2,,3
TQBR,2019-11-18,TCS-гдр,TCSG,889,55223550.4,1274.8,1250.2,1275.8,1253.0,1257.2,1255.0,43925,1257.2,1257.2,1253.0,55223550.4,55223550.4,55223550.4,,3
TQBR,2019-11-19,TCS-гдр,TCSG,2150,160804778.4,1274.0,1235.6,1274.0,1241.0,1251.2,1241.0,128523,1251.2,1251.2,1241.0,160804778.4,160804778.4,160804778.4,,3
TQBR,2019-11-20,TCS-гдр,TCSG,3524,154871162.0,1250.0,1215.0,1252.0,1215.8,1229.0,1215.8,126020,1229.0,1229.0,1215.8,154871162.0,154871162.0,154871162.0,,3
TQBR,2019-11-21,TCS-гдр,TCSG,1779,77120138.4,1219.8,1206.0,1221.4,1210.8,1215.4,1210.8,63452,1215.4,1215.4,1210.8,77120138.4,77120138.4,77120138.4,,3
TQBR,2019-11-22,TCS-гдр,TCSG,2087,96602649.2,1219.4,1196.4,1219.6,1202.0,1204.4,1202.0,80217,1204.2,1204.2,1202.0,96602649.2,96602649.2,96602649.2,,3
TQBR,2019-11-25,TCS-гдр,TCSG,1611,62798726.0,1209.2,1200.8,1220.2,1206.0,1206.2,1206.0,52066,1206.2,1206.2,1206.0,62798726.0,62798726.0,62798726.0,,3
TQBR,2019-11-26,TCS-гдр,TCSG,1847,154526592.0,1207.2,1197.0,1212.0,1197.8,1205.2,1199.4,128226,1205.2,1205.2,1197.8,154526592.0,154526592.0,154526592.0,,3
TQBR,2019-11-27,TCS-гдр,TCSG,1249,85051236.6,1208.0,1199.8,1208.2,1203.0,1204.0,1203.0,70640,1204.0,1204.0,1203.0,85051236.6,85051236.6,85051236.6,,3
TQBR,2019-11-28,TCS-гдр,TCSG,1517,140420088.4,1207.6,1191.0,1207.6,1194.2,1198.0,1194.2,117215,1198.0,1198.0,1194.2,140420088.4,140420088.4,140420088.4,,3
TQBR,2019-11-29,TCS-гдр,TCSG,2003,104009952.6,1204.6,1174.6,1205.0,1185.8,1184.0,1185.8,87847,1184.0,1184.0,1185.8,104009952.6,104009952.6,104009952.6,,3
TQBR,2019-12-02,TCS-гдр,TCSG,1646,73634677.0,1177.0,1174.8,1199.6,1176.0,1180.8,1176.4,62359,1180.8,1180.8,1176.0,73634677.0,73634677.0,73634677.0,,3
TQBR,2019-12-03,TCS-гдр,TCSG,3111,146725827.4,1161.0,1130.0,1179.8,1133.0,1153.6,1133.0,127204,1153.4,1153.4,1133.0,146725827.4,146725827.4,146725827.4,,3
TQBR,2019-12-04,TCS-гдр,TCSG,1439,38587988.4,1135.0,1126.6,1140.0,1140.0,1134.8,1140.0,34008,1134.6,1134.6,1140.0,38587988.4,38587988.4,38587988.4,,3
TQBR,2019-12-05,TCS-гдр,TCSG,1538,83154006.4,1144.6,1137.2,1174.2,1167.8,1154.8,1167.8,72013,1154.8,1154.8,1167.8,83154006.4,83154006.4,83154006.4,,3
TQBR,2019-12-06,TCS-гдр,TCSG,1996,147879936.0,1169.8,1167.0,1192.0,1186.2,1182.0,1186.2,125107,1182.0,1182.0,1186.2,147879936.0,147879936.0,147879936.0,,3
