BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2016-01-04,ГАЗПРОМ ао,GAZP,17054,1677415855.6,135.89,134.42,136.65,134.91,135.17,134.91,12409380,135.17,135.17,134.91,1677415855.6,1677415855.6,1677415855.6,,3
TQBR,2016-01-05,ГАЗПРОМ ао,GAZP,20646,1942156625.5,134.66,134.61,137.28,136.45,135.96,136.45,14285210,135.96,135.96,136.45,1942156625.5,1942156625.5,1942156625.5,,3
TQBR,2016-01-06,ГАЗПРОМ ао,GAZP,12578,1413184008.6,136.31,135.3,136.93,135.94,135.96,135.94,10393910,135.96,135.96,135.94,1413184008.6,1413184008.6,1413184008.6,,3
TQBR,2016-01-11,ГАЗПРОМ ао,GAZP,39721,4489337402.4,133.0,131.1,133.65,131.38,132.0,131.38,34008830,132.01,132.01,131.38,4489337402.4,4489337402.4,4489337402.4,,3
TQBR,2016-01-12,ГАЗПРОМ ао,GAZP,48586,5292858326.4,130.4,130.1,135.25,133.54,133.33,133.54,39697670,133.33,133.33,133.54,5292858326.4,5292858326.4,5292858326.4,,3
TQBR,2016-01-13,ГАЗПРОМ ао,GAZP,39153,4090334999.6,134.17,131.2,134.48,131.3,132.77,131.3,30807200,132.77,132.77,131.3,4090334999.6,4090334999.6,4090334999.6,,3
TQBR,2016-01-14,ГАЗПРОМ ао,GAZP,42539,5728217097.2,130.99,129.01,131.49,130.86,130.28,130.86,43969320,130.28,130.28,130.86,5728217097.2,5728217097.2,5728217097.2,,3
TQBR,2016-01-15,ГАЗПРОМ ао,GAZP,89370,7939686033.9,130.31,125.05,132.43,125.1,127.78,125.1,62125020,127.8,127.8,125.1,7939686033.9,7939686033.9,7939686033.9,,3
TQBR,2016-01-18,ГАЗПРОМ ао,GAZP,43027,4487869315.2,124.8,122.75,126.3,124.6,124.58,124.6,36024930,124.58,124.58,124.6,4487869315.2,4487869315.2,4487869315.2,,3
TQBR,2016-01-19,ГАЗПРОМ ао,GAZP,44627,4634103855.6,125.52,125.3,128.4,125.98,127.12,125.98,36452020,127.13,127.13,125.98,4634103855.6,4634103855.6,4634103855.6,,3
TQBR,2016-01-20,ГАЗПРОМ ао,GAZP,39926,4393925038.3,123.6,122.8,125.83,125.83,124.21,125.83,35375480,124.21,124.21,125.83,4393925038.3,4393925038.3,4393925038.3,,3
TQBR,2016-01-21,ГАЗПРОМ ао,GAZP,44669,4355065396.3,126.01,125.55,128.09,127.75,126.98,127.75,34296460,126.98,126.98,127.75,4355065396.3,4355065396.3,4355065396.3,,3
TQBR,2016-01-22,ГАЗПРОМ ао,GAZP,63010,7531567705.9,129.99,128.34,132.98,132.4,130.96,132.4,57511540,130.96,130.96,132.4,7531567705.9,7531567705.9,7531567705.9,,3
TQBR,2016-01-25,ГАЗПРОМ ао,GAZP,35468,4011949514.3,133.14,130.68,133.19,133.0,131.86,133.0,30428580,131.85,131.85,133.0,4011949514.3,4011949514.3,4011949514.3,,3
TQBR,2016-01-26,ГАЗПРОМ ао,GAZP,27984,3447797410.1,131.0,130.34,132.45,131.89,131.79,131.89,26161430,131.79,131.79,131.89,3447797410.1,3447797410.1,3447797410.1,,3
TQBR,2016-01-27,ГАЗПРОМ ао,GAZP,34154,3808486962.7,132.14,131.85,134.0,134.0,132.97,134.0,28642080,132.97,132.97,134.0,3808486962.7,3808486962.7,3808486962.7,,3
TQBR,2016-01-28,ГАЗПРОМ ао,GAZP,42158,5430199136.7,133.9,133.15,136.5,136.5,134.79,136.5,40288270,134.78,134.78,136.5,5430199136.7,5430199136.7,5430199136.7,,3
TQBR,2016-01-29,ГАЗПРОМ ао,GAZP,39708,5641252425.4,137.0,133.33,137.2,136.6,135.6,136.6,41603070,135.6,135.6,136.6,5641252425.4,5641252425.4,5641252425.4,,3
