,RTSI_RUB,RTSI_USD,IMOEX,CNY,USD,ZeroCoupon
2016-04-08,0.014342728614323175,0.023078534518877092,0.009909352556688233,-0.01295127084345149,-0.012906450285176674,-0.0032999999999999974
2016-04-11,0.016183984388803196,0.024924067480405432,0.015783558039067502,-0.007216663933081846,-0.005614296351452164,0.00019999999999999662
2016-04-12,0.005776808548906942,0.011198916735110753,-0.004006502700718451,-0.01848378538595352,-0.015844727659383162,0.0036999999999999906
2016-04-13,-0.001851824715997652,0.012545688037143066,0.017659509493171077,0.01249517321953686,0.009054249410332504,0.007199999999999984
2016-04-14,0.002680299043761325,-0.008845528455284524,-0.008769660596026463,-0.002170915598321943,-0.0030161363293621513,0.0
2016-04-15,-0.006401986028958473,-0.010105649977032671,-0.004212229558681502,0.003978870823900582,0.005097564664952481,0.0005000000000000143
2016-04-18,0.011268103993666623,-0.006098773616174946,-0.007935925526003973,-0.0053199277661184485,-0.0049513145815462956,-0.0003999999999999976
2016-04-19,0.0004993576882676987,0.03008070432868659,0.019813593710372723,-0.0003827281648675074,-0.004007985722496166,-0.00040000000000001146
2016-04-20,0.0207703660711982,0.01782785116118446,0.015563637870827929,-0.009434425344341801,-0.010568994578834645,-0.0010999999999999899
2016-04-21,-0.024888440973999892,-0.0168900292633275,-0.005152588027630189,0.020812685827552135,0.0258299185045352,0.00019999999999999185
2016-04-22,0.018916531962509087,0.0045619749145304755,0.008809894978667465,-0.007961165048543717,-0.005760023937761871,0.0002999999999999947
2016-04-25,-0.004836278757503698,-0.004079616945440567,-0.005993107164279254,0.00018594636915247875,0.0016853509893912655,0.0005000000000000143
2016-04-26,0.00660328620899886,0.003805273483819649,-0.004561563204753871,-0.018581395121283095,-0.020535700872804652,0.0002999999999999947
2016-04-27,-0.021097529041271934,-0.004402968244933914,-0.006051732552464606,-0.00029910269192423566,-0.0012269938650306678,-0.0002999999999999947
2016-04-28,0.032028858191351706,0.04025499142478073,0.01815202840647734,-0.002792460357035842,-0.0061578624078625355,-0.00020000000000000573
2016-04-29,-0.021173183909461102,-0.013790815109756216,-0.008548700688871036,-0.0020002000200021186,-0.0013751757598232661,-0.0003999999999999976
2016-05-04,-0.010721892481886375,-0.04051056134411368,-0.01406518010291602,0.02583425192905109,0.029382639641033492,-0.0016000000000000042
2016-05-05,0.0008522425504042808,0.004328387648206089,-0.009919089313349727,-0.01316817755548616,-0.009604833982173155,-0.002599999999999991
2016-05-06,-0.0022231101506401396,-0.004920733636651242,-0.0025806722336453314,0.002474757473767575,0.0008347245409014992,-0.001349999999999997
2016-05-10,-0.013932685465707806,-0.016348325694611976,-0.008529838658785427,-0.002271156314802125,0.005534915459852963,-0.00010000000000000286
2016-05-11,0.029218020027224734,0.03331809922974882,0.012575980990166213,-0.012955265241488378,-0.020087467953551652,-0.0005000000000000004
2016-05-12,-0.031228777404670227,-0.011920172599784173,-0.0037453183520598232,-0.007630526115250058,-0.001277355412601211,-0.000899999999999998
2016-05-13,0.01492638256769152,0.006474152519242216,0.0027814290972185685,0.009598868343942746,0.009014561984744818,0.005699999999999997
2016-05-16,0.004926652249525709,0.00785351672668888,0.004268059291418158,-0.00595476381104898,-0.008857666463042091,-0.0002999999999999947
2016-05-17,-0.0017174319382756709,0.002809109695195433,-0.0033049135135981844,-0.0017618927762396153,-0.0027734976887520135,0.00010000000000000286
2016-05-18,0.001393095467569161,-0.0052697669925836355,0.004316396018858137,0.006555723651033851,0.0197620519159456,0.0002999999999999947
2016-05-19,-0.02679839583887067,-0.04466886774130907,-0.013415117564832824,0.018136272545090204,0.011833512628979248,0.00019999999999999185
2016-05-20,0.012771899117746122,0.00866255562332019,-0.00010044831669775434,0.0018698946954041062,0.00026954177897575704,0.0
2016-05-23,-0.010518752949321142,-0.01516084605134993,-0.012107881755166972,9.823182711188316e-05,0.00014970508099043656,-0.00019999999999999185
2016-05-24,0.011756614242314889,0.0135637541924849,0.008397424575713242,-0.008054218642569388,-0.009340198778589492,0.0
2016-05-25,0.003049512351602779,0.01849733028222733,0.007764898201813031,-0.012773541934845034,-0.010213948990692612,0.0003999999999999837
2016-05-26,-0.00062170467184397,0.011916693282817636,0.00819486504279121,0.0035105315947843163,0.004472736154362833,-9.999999999998899e-05
2016-05-27,0.012308868896672598,-0.0013822527454586675,0.006932001608934701,0.003058470764617738,0.0052126867372837005,0.0007000000000000062
2016-05-30,0.00942483192621113,0.008708257040718426,0.004129530291868688,-0.006546693770178136,-0.005956700532172343,0.0
2016-05-31,-0.02452929903537171,-0.02288467979816533,-0.01887328600803906,0.017663166130051478,0.01444866920152088,0.0011000000000000038
2016-06-01,-0.0015367633393835733,-0.01527097409131628,-0.003070020694993625,0.0016755371575003508,0.006596701649175474,0.0012999999999999956
2016-06-02,-0.004803217813064475,-0.0051542918744105215,-0.0012677083003201917,0.0024599035717800533,-0.002680965147453196,0.0016666666666666635
2016-06-03,0.019769228790488702,0.018861535335748858,-0.0020837961053110643,-0.014428739693757353,-0.02001194743130208,0.0020333333333333314
2016-06-06,0.004201200591693599,0.022456350261455205,0.015210616692459267,-0.0074693755602032175,-0.005714721121609312,0.0023999999999999994
2016-06-07,0.01562769403763653,0.02812841988926329,0.018647483216221117,-0.013947421232189394,-0.009540960993179581,-0.0007000000000000062
2016-06-08,0.004591624425385854,0.01737856608386812,0.00014862191609532616,-0.013320443675587712,-0.015667917520987285,-0.003700000000000002
2016-06-09,-0.014137394060647512,-0.015020303306538474,-0.00852143168250874,0.008137292313404432,0.011279673007388746,-0.006699999999999998
2016-06-10,-0.024146110297804446,-0.02756452053930125,-0.01618154755752188,0.0117647058823529,0.01480704208930872,0.0007000000000000062
2016-06-14,-0.003090161428823013,-0.026453252582057996,-0.009292869863049558,0.009908998988877649,0.013174019607843146,0.008300000000000002
2016-06-15,0.008102712261566003,0.010986569501993948,0.0020308390599812487,-0.008710452543051583,-0.009487450861808244,0.0012000000000000066
2016-06-16,-0.015493691754820071,-0.016569971870604827,-0.010567535388278926,0.006968993031007065,0.0040831902308720025,-0.0003000000000000086
2016-06-17,0.00757993138614399,0.017072625698324018,0.0038988544106792755,-0.013039117352056206,-0.014138035877166444,0.0006999999999999923
2016-06-20,0.010017939264563624,0.027200421848222467,0.013654259031362859,-0.008536585365853666,-0.008519660755589742,-0.0006999999999999923
2016-06-21,0.001953357223140051,0.0023314510609171446,0.0006937509854416657,-0.008917589175891694,-0.008437342042847629,-0.00010000000000000286
2016-06-22,-0.012014544105260594,-0.010595164422440906,-0.0038444974317496383,0.019443582583514196,0.017802525292133886,-0.0002999999999999947
2016-06-23,0.014814892994785334,0.014903643951730272,0.011899615120999574,-0.016130668560413786,-0.01602712282323937,0.0002999999999999947
2016-06-24,-0.008563885903874913,-0.030410897769655,-0.01816315578318839,0.01453908022272632,0.02212216131558331,0.0006000000000000033
2016-06-27,-0.031682857302316014,-0.025983846398316746,-0.022648998890899552,-0.004471999186909326,0.0034476153993487912,-0.0010000000000000009
2016-06-28,0.012258889365962089,0.018654785211188463,0.00841600017374966,-0.021541602858601405,-0.021187249475090764,-0.0006000000000000033
2016-06-29,0.019789637181880648,0.028706812759565326,0.0166484495727508,0.00041736227045063856,-0.003900156006240163,0.0
2016-06-30,-0.00020194837453546555,-0.0006227519192570918,0.0015570796811692489,0.0038589904046726353,0.0021926389976507643,-9.999999999998899e-05
2016-07-01,0.003080426701244088,0.0027396671572998965,0.002924239459782374,-0.005340259740259645,-0.0029692139396781947,0.0018499999999999975
2016-07-04,0.0,0.008067972399605772,0.005725975683057216,-0.001107211498286964,0.002115987460815205,0.003799999999999984
2016-07-05,-0.009061907376294864,-0.016602008821810066,-0.006207142407784083,0.007529018090557171,0.005982638617345604,0.001899999999999992
2016-07-06,0.001316882647620643,-0.008127708785923504,-0.008556476968200721,-0.005293201868188935,-0.001710265479846096,0.0
2016-07-07,-0.0043670470248089455,0.0066905667367687105,0.0015909163465324117,0.005321368948247196,0.0055678853716465415,-0.0016000000000000042
2016-07-08,0.013874716597199965,0.011365481409319589,0.006342932729851425,-0.008925791385573478,-0.009060636567799873,-0.0008500000000000035
2016-07-11,0.0074180874550857645,0.00749183924653507,0.00990841185630953,0.0020944601528958273,0.0034385745545484347,-0.00010000000000000286
2016-07-12,0.008964947487923647,0.014935996175704958,0.013193108639290907,-0.0042846692444351575,-0.0048286604361370555,-0.0021999999999999797
2016-07-13,-0.0016278244271614728,-0.003181880030562745,-0.001279432097236688,0.003883291351805207,-0.0006260760682422761,0.00789999999999999
2016-07-14,0.00932821073365031,0.02107374234803716,0.003398971010599716,-0.016936748562467185,-0.01566170712607673,9.999999999998899e-05
2016-07-15,-0.008903007848078737,-0.00898770104068114,-0.0008288458964406109,0.005423800914601706,0.010501193317422386,0.0
2016-07-18,0.004377709137024954,0.005862820379786138,-0.00246283844707218,-0.010471757986037722,-0.010510155880963601,0.0
2016-07-19,-0.018419203851901655,-0.01707329653891787,-0.01042317684794447,0.013896312132549271,0.011218522496718064,-9.999999999998899e-05
2016-07-20,-0.002165147251574573,-0.0063706968933668895,-0.00041756050712737913,0.005587770163415939,0.0030292301034660074,-0.00010000000000000286
2016-07-21,0.0090744845023909,0.00035913090321426644,0.006584546940352709,0.009645628014258723,0.009883903357389423,0.0
2016-07-22,-0.001617906635534072,-0.011709799698015999,-0.00041500233438807044,0.007268951194184581,0.00792294547149286,0.0002999999999999947
2016-07-25,0.0005995755463694685,-0.005630462189363028,0.002532565260262576,0.0088659793814434,0.008245992601726426,0.0
2016-07-26,0.011960887451545998,-0.006414457779544636,0.0034890101357296643,0.008992438176987694,0.008140334785599723,-0.00019999999999999185
2016-07-27,-0.0038703291025038444,-0.0033198520665268516,6.706146957480286e-05,0.00010127607859011789,-0.00030327154175691096,-0.00020000000000000573
2016-07-28,0.0065061956214649275,0.00186617769917663,0.00815000128955723,0.0120506329113923,0.010428121800462709,-0.0005000000000000004
2016-07-29,0.012984724885593879,0.004526797994347076,-0.00502954795466759,-0.004002401440864389,-0.008706747729490316,-0.0006999999999999923
2016-08-01,-0.01284440925194641,-0.005433552184740842,0.001409015643158984,0.01145268233875818,0.013023396683576882,0.0023000000000000034
2016-08-02,-0.018640277765162527,-0.021126684227071202,-0.017803590502012856,-0.0018871672626142866,-0.0036998280887958757,0.005299999999999999
2016-08-03,0.008602088848221445,0.008305279943302546,0.0033774422410322025,-0.007164892029057568,-0.005664128436925542,0.0015499999999999958
2016-08-04,0.016373530460411567,0.0186263096623982,0.013438240887893027,-0.0012027663626340557,-0.0072808208842614075,-0.0022000000000000075
2016-08-05,-0.007772069470569409,0.008582210242587651,-0.00032391744732496175,-0.013346713497240259,-0.0036481094432831984,-0.002700000000000001
2016-08-08,0.012690441533076857,0.019434289012892014,0.00652159377876993,-0.015154597233523304,-0.014226324421221292,-0.0031999999999999945
2016-08-09,-0.0045723679159938024,0.0003565286690994096,-0.00029126362423925745,0.004130951151502638,0.002321442389538131,-0.0030999999999999917
2016-08-10,-0.00541523259500043,-0.007704564036981942,-0.007028143241226359,0.004319654427645814,0.0016212460433877585,-0.0011999999999999927
2016-08-11,0.006219201327675172,0.006528421875495072,0.004895324476107632,-0.010752688172043001,-0.008401418221057555,0.0007000000000000062
2016-08-12,0.0006787449453400374,0.0018576631227633644,0.007683717689967118,0.007857142857143007,0.00660707345511069,-0.0025000000000000022
2016-08-15,0.013064998194357358,0.01835362148798425,0.005134253093260321,-0.01128811922883366,-0.011119691119691133,0.0050000000000000044
2016-08-16,-0.006567003589697751,0.002798066042588143,-0.0007485029940119681,-0.0023893621441928303,-0.003982508199281587,0.0
2016-08-17,-0.0035258528063150107,-0.009673580763628231,-0.0033454803117723975,0.006456315734666207,0.0007840062720503305,0.0
2016-08-18,0.0023743355874168426,0.009995960181895303,0.0004468842519005367,-0.005069839627521944,-0.0027418723070897766,9.999999999998899e-05
2016-08-19,-0.004321976636929681,-0.009599606170003327,-0.005253620429730876,-0.0006239600665557399,0.003927729772191579,-0.00040000000000001146
2016-08-22,0.0050742859449905975,-0.0024749399386960746,0.00988406507052031,0.011654526534859544,0.014280125195618165,0.0
2016-08-23,0.014105507116731086,0.009301456466899838,0.0052650460565208945,-0.004011520263320301,-0.003278688524590234,0.00010000000000000286
2016-08-24,-0.014655128778368276,-0.014615582411931172,-0.0029756070590246653,0.006816069399979474,0.008823529411764897,-0.0002999999999999947
2016-08-25,0.011038583851031625,0.00861133146841464,0.0009931487857874899,-0.004000410298492074,-0.007787325456498517,-0.0006000000000000033
2016-08-26,0.005377038223951747,0.007389086092167041,0.003923326416728656,-0.002574665293511913,0.0030543205103421567,-0.0007999999999999952
2016-08-29,-0.007967725015589178,-0.011659800910183482,-0.003326059146662619,-0.00020650490449158898,-0.0016959605303731307,-0.00010000000000000286
2016-08-30,-0.006067312746925402,-0.003544403791784556,-0.0005184424579205427,0.006919343178766857,0.007722007722007707,-0.0002999999999999947
2016-08-31,-0.0035233523654460974,-0.008783001449925387,-0.007100806268853677,0.002666666666666595,0.0009961685823753896,-0.0006000000000000033
2016-09-01,-0.005563907059000006,-0.005566956064193551,0.002698329774446062,0.009400572831423926,0.009262803337671377,0.004699999999999996
2016-09-02,0.034867288221326787,0.0263503217067389,0.013586860302188697,-0.01600137820610259,-0.012515169902912682,0.009999999999999995
2016-09-05,-0.006977813327238458,0.007825871775307913,0.00679219670920328,0.0004119464469618528,-0.0002304324448882955,0.0067999999999999935
2016-09-06,0.018099254989667024,0.018312957184510648,0.010979587385618883,-0.004632489190858569,-0.007951751690227438,0.003599999999999992
2016-09-07,0.0035457809865793166,0.010468679359019406,0.006972194574240254,-0.005946840417830335,-0.006621490803484953,-0.000449999999999999
2016-09-08,0.0013932266093885648,0.007297891167960868,-0.0014510042604990447,-0.006752327940487968,-0.002143915178919542,-0.00449999999999999
2016-09-09,-0.01828738093384774,-0.024913385515886732,-0.01098124119233268,0.011857624704083136,0.012852064533770635,-0.0031999999999999945
2016-09-12,0.00953469440197452,-0.004140220879265577,-0.004116849500801156,-0.0011697964761175905,-0.003586855908669917,-0.002799999999999997
2016-09-13,-0.023930540072759077,-0.015501433247270713,-0.00762413980890142,0.015390993418666232,0.010992839171666269,0.0015000000000000152
2016-09-14,0.006460046984974932,0.0020959598566900883,-9.977550511353073e-06,-0.0027559456976626873,-0.0021057467743788028,-0.00040000000000001146
2016-09-15,0.00015194985050870358,0.000381223211341819,-0.003941171775223573,-0.0020266120777892027,-0.00590853284223436,0.00020000000000000573
2016-09-16,-0.01010667111887853,-0.0098050322886305,-0.0073225215117851405,0.003887099751799905,0.005326128907757521,0.001799999999999996
2016-09-19,0.0067312383743667326,0.008674758947795569,0.0025278007628812826,-0.007611283088648557,-0.0072174447174446765,0.00020000000000000573
2016-09-20,0.0015314799210039975,-4.124774426395028e-05,0.0024207713251835905,-0.002728133750617756,0.0019721577726217188,0.000899999999999998
2016-09-21,0.0016382198109283763,0.010137051283373388,0.0029571539025394777,-0.01130369253956276,-0.014935741576936445,-0.0011000000000000038
2016-09-22,0.012244837040480183,0.023061845355983435,0.013831113246932647,-0.0028817240227196894,-0.0016846889202319915,0.00020000000000000573
2016-09-23,-0.012001242615651386,-0.008172592378234311,-0.006650866538290612,0.0050680628272250505,0.005612024645814451,9.999999999998899e-05
2016-09-26,-0.0015245182931497014,-0.007153349296738276,-0.006904161882465121,-0.0036881146857808966,-0.0017171401810802678,0.00010000000000000286
2016-09-27,-0.014185910571002158,-0.013832169674614758,-0.011221558204951187,0.0021227648227541973,-0.001407349491790555,0.00019999999999999185
2016-09-28,0.003204735685705895,0.0021887009597403306,0.002611970519154516,-0.01622614339528139,-0.012840588787973672,-0.0004999999999999866
2016-09-29,0.013121488451612429,0.023438701541048435,0.0077953026233414935,0.0041579159506990315,0.0006345177664974777,-0.0007999999999999952
2016-09-30,-0.006061689865840991,-0.007303365158239594,-0.009077610564495076,-0.0050174289637689995,-0.0043595434369054775,-0.0002999999999999947
2016-10-03,-0.003653596901731615,0.013937106410463418,0.004448938321536922,-0.006210520728276325,-0.00819998407770084,-0.0059999999999999915
2016-10-04,0.000988738921024801,-0.0038320277896665145,-0.0008959130259713621,0.0022967631663284305,0.006020227965965574,-0.0022999999999999965
2016-10-05,-0.004851886952167872,-0.003726869429679036,-0.0046196008100674035,-0.005350386357580672,-0.0036304157025452977,0.0013999999999999985
2016-10-06,0.005881787838768471,0.007160694406835644,0.004064073689804548,-0.005989948887198171,-0.004924924924924912,0.0010000000000000009
2016-10-07,-0.0011388813196112624,-0.0021707742096090943,-0.0019456821985200934,-0.0010133241343626143,0.0013278609367455285,-0.000800000000000009
2016-10-10,0.015691113723441674,0.01577734090432803,0.010646357107503945,-0.004122153879356882,-0.0033353425758488875,-0.002600000000000019
2016-10-11,-0.011987562054095902,-0.01218218257554915,0.0001599120483735117,0.010304698335644957,0.010603983549713814,-0.0006999999999999923
2016-10-12,-0.0068808341460390166,-0.009468114731272625,-0.004032137182600426,0.004879932217205285,0.005705166566926101,0.0
2016-10-13,0.0022336964783304936,-0.008002329410819686,-0.008518323425389385,-0.0006724016479178196,0.00015867978419548123,0.0006999999999999923
2016-10-14,-0.00934713064665127,-0.005010172167734583,-0.005049661753618873,-0.0019117599940189356,-0.0011105822624146722,0.0
2016-10-17,-0.004887108706959631,-0.00583902994791663,-0.00480067534924411,0.0001177074861959948,0.002382465057179095,0.00020000000000000573
2016-10-18,0.006799202256733361,0.00986391077458304,0.006213750990061051,-0.0025892599210380896,-0.004753604816986168,0.0
2016-10-19,0.0026247810833937013,0.008399700083085104,-0.00081762826860865,-0.008141942266227664,-0.008358541633497918,-0.0005000000000000004
2016-10-20,-0.00859381147029159,-0.007787144680124203,-0.005290978398983515,0.001222123683242815,0.003251184073211899,-0.00010000000000000286
2016-10-21,-0.0023287912974246927,-0.0011240733989549279,0.0003116872499477896,-0.006826897110451036,-0.0018803760752150733,0.0002999999999999947
2016-10-24,0.004314565895663813,0.007502255745815534,0.0025999897839301678,-0.003458664607419837,-0.0030062530062530124,-0.0005999999999999894
2016-10-25,0.006980796277341161,0.008543224287310025,0.007336495498754481,0.0019099590723055115,0.0009246974631127447,-0.00020000000000000573
2016-10-26,-0.009591849217631454,-0.01271127252409554,-0.0012037285238141182,0.010348583877995754,0.010764781491002573,-0.0006999999999999923
2016-10-27,0.012941089457212618,0.0031833616298810874,0.0025268253654782136,-0.0029326145552561744,-0.0032983627404227223,0.0002999999999999947
2016-10-28,0.0007778399931555047,-0.0004432490152819213,0.000989998989797014,0.004703821449425716,0.005063593955583867,0.0
2016-10-31,0.00031069273198514047,-0.0035173296513912877,0.0039762635233329124,0.005801125784336003,0.005633132338940028,0.000800000000000009
2016-11-01,0.007810754170346268,0.007979853146428795,0.0036338232041976948,0.00019261225013900152,-0.0008678500986193383,0.0165
2016-11-02,-0.018446736073009284,-0.023619598045413026,-0.014072022715549748,0.004300845190970515,0.003079595704358784,-0.006500000000000006
2016-11-03,0.0002704187828768134,-0.0019422663885149127,-0.0030780639688738898,0.0008841827168910577,0.0010233803038652844,-0.006300000000000014
2016-11-07,-0.004858932176802333,-0.00744439868204283,-0.005105186196636247,-0.003416529189505635,0.000825731362063653,0.000800000000000009
