#,moment,value
1,12/30/2021 18:44,74.7691
2,12/30/2021 13:45,74.6381
3,12/29/2021 18:44,74.1529
4,12/29/2021 13:45,73.7603
5,12/28/2021 18:44,73.8209
6,12/28/2021 13:45,73.6063
7,12/27/2021 18:44,73.4707
8,12/27/2021 13:45,73.4768
9,12/24/2021 18:44,73.6638
10,12/24/2021 13:45,73.4312
11,12/23/2021 18:44,73.5107
12,12/23/2021 13:45,73.3732
13,12/22/2021 18:44,73.6965
14,12/22/2021 13:45,73.7681
15,12/21/2021 18:44,73.9466
16,12/21/2021 13:45,73.9407
17,12/20/2021 18:44,74.2143
18,12/20/2021 13:45,74.3138
19,12/17/2021 18:44,74.0605
20,12/17/2021 13:45,73.8275
21,12/16/2021 18:44,73.6424
22,12/16/2021 13:45,73.4905
23,12/15/2021 18:44,74.0283
24,12/15/2021 13:45,73.8051
25,12/14/2021 18:44,73.5858
26,12/14/2021 13:45,73.5888
27,12/13/2021 18:44,73.594
28,12/13/2021 13:45,73.4091
29,12/10/2021 18:44,73.4122
30,12/10/2021 13:45,73.4846
31,12/9/2021 18:44,73.6004
32,12/9/2021 13:45,73.6863
33,12/8/2021 18:44,73.7111
34,12/8/2021 13:45,73.7126
35,12/7/2021 18:44,74.1626
36,12/7/2021 13:45,74.3795
37,12/6/2021 18:44,73.9663
38,12/6/2021 13:45,73.7628
39,12/3/2021 18:44,73.8278
40,12/3/2021 13:45,73.6357
41,12/2/2021 18:44,73.5905
42,12/2/2021 13:45,73.9474
43,12/1/2021 18:44,73.9032
44,12/1/2021 13:45,73.9551
45,11/30/2021 18:44,74.3059
46,11/30/2021 13:45,74.8103
47,11/29/2021 18:44,74.595
48,11/29/2021 13:45,74.9202
49,11/26/2021 18:44,75.5293
50,11/26/2021 13:45,75.3748
51,11/25/2021 18:44,74.6494
52,11/25/2021 13:45,74.5888
53,11/24/2021 18:44,74.9354
54,11/24/2021 13:45,74.6082
55,11/23/2021 18:44,75.0567
56,11/23/2021 13:45,74.9023
57,11/22/2021 18:44,74.8559
58,11/22/2021 13:45,74.2803
59,11/19/2021 18:44,73.3627
60,11/19/2021 13:45,73.3498
61,11/18/2021 18:44,73.1929
62,11/18/2021 13:45,72.8248
63,11/17/2021 18:44,72.502
