BOARDID,TRADEDATE,SECID,OPEN,LOW,HIGH,CLOSE,OPENPOSITIONVALUE,VALUE,VOLUME,OPENPOSITION
RFUD,2016-01-04,BRF6,36.71,36.37,38.96,38.3,11797692708.0,18841199471.19,685232.0,423300.0
RFUD,2016-01-05,BRF6,38.05,36.27,38.05,36.42,12979547966.88,18640964275.2,686160.0,485412.0
RFUD,2016-01-06,BRF6,36.48,34.34,36.73,34.46,13763039851.5,19814234203.1,750406.0,537666.0
RFUD,2016-01-11,BRF6,34.54,32.15,34.89,32.64,12320056106.1,17267103588.48,685661.0,498714.0
RFUD,2016-01-12,BRF6,32.43,30.48,32.43,31.17,10815902625.0,23456866108.23,972220.0,453750.0
RFUD,2016-01-13,BRF6,31.11,30.34,31.9,30.53,9615547889.64,23117361917.35,971571.0,412764.0
RFUD,2016-01-14,BRF6,30.64,30.0,31.01,30.98,9186121281.12,14686215769.49,628564.0,387366.0
RFUD,2016-01-15,BRF6,30.99,30.5,31.24,31.01,0.0,4163701600.14,173463.0,0.0
RFUD,2016-01-18,BRF6,,,,,0.0,,,
