BOARDID,TRADEDATE,SECID,OPEN,LOW,HIGH,CLOSE,OPENPOSITIONVALUE,VALUE,VOLUME,OPENPOSITION
RFUD,2018-08-28,BRU9,77.0,73.35,77.0,73.35,408256.64,508831.8,10.0,8.0
RFUD,2018-08-29,BRU9,75.12,75.12,75.2,75.2,205671.0,102671.56,2.0,4.0
RFUD,2018-08-30,BRU9,75.94,75.94,75.94,75.94,103675.56,51837.78,1.0,2.0
RFUD,2018-08-31,BRU9,77.0,77.0,77.0,77.0,208262.84,104131.42,2.0,4.0
RFUD,2018-09-03,BRU9,,,,,207798.84,,,4.0
RFUD,2018-09-04,BRU9,,,,,208907.8,,,4.0
RFUD,2018-09-05,BRU9,,,,,206878.36,,,4.0
RFUD,2018-09-06,BRU9,,,,,208362.04,,,4.0
RFUD,2018-09-07,BRU9,,,,,207525.48,,,4.0
RFUD,2018-09-10,BRU9,,,,,212157.08,,,4.0
RFUD,2018-09-11,BRU9,,,,,212382.56,,,4.0
RFUD,2018-09-12,BRU9,,,,,211929.24,,,4.0
RFUD,2018-09-13,BRU9,,,,,208085.08,,,4.0
RFUD,2018-09-14,BRU9,77.06,77.06,77.06,77.06,617509.68,313928.58,6.0,12.0
RFUD,2018-09-17,BRU9,,,,,620595.36,,,12.0
RFUD,2018-09-18,BRU9,,,,,620428.08,,,12.0
RFUD,2018-09-19,BRU9,,,,,613857.72,,,12.0
RFUD,2018-09-20,BRU9,,,,,611119.08,,,12.0
RFUD,2018-09-21,BRU9,,,,,610768.32,,,12.0
RFUD,2018-09-24,BRU9,79.16,79.16,79.16,79.16,625570.8,52130.9,1.0,12.0
RFUD,2018-09-25,BRU9,,,,,628926.36,,,12.0
RFUD,2018-09-26,BRU9,79.15,79.15,79.15,79.15,417765.12,208882.56,4.0,8.0
RFUD,2018-09-27,BRU9,,,,,417812.32,,,8.0
RFUD,2018-09-28,BRU9,80.88,80.88,80.88,80.88,419691.44,52952.46,1.0,8.0
RFUD,2018-10-01,BRU9,,,,,422322.96,,,8.0
RFUD,2018-10-02,BRU9,80.78,80.78,80.78,80.78,431733.84,105516.94,2.0,8.0
RFUD,2018-10-03,BRU9,,,,,431796.8,,,8.0
RFUD,2018-10-04,BRU9,,,,,443546.64,,,8.0
RFUD,2018-10-05,BRU9,82.74,82.74,82.74,82.74,437130.48,55080.68,1.0,8.0
RFUD,2018-10-08,BRU9,,,,,431376.72,,,8.0
RFUD,2018-10-09,BRU9,82.0,82.0,82.0,82.0,433379.36,54524.83,1.0,8.0
RFUD,2018-10-10,BRU9,,,,,432933.6,,,8.0
RFUD,2018-10-11,BRU9,,,,,417360.4,,,8.0
RFUD,2018-10-12,BRU9,,,,,415094.56,,,8.0
RFUD,2018-10-15,BRU9,,,,,409475.92,,,8.0
RFUD,2018-10-16,BRU9,,,,,409824.96,,,8.0
RFUD,2018-10-17,BRU9,,,,,407832.08,,,8.0
RFUD,2018-10-18,BRU9,,,,,405532.4,,,8.0
RFUD,2018-10-19,BRU9,78.84,78.84,78.84,78.84,406634.88,103443.12,2.0,8.0
RFUD,2018-10-22,BRU9,,,,,403179.92,,,8.0
RFUD,2018-10-23,BRU9,,,,,396910.72,,,8.0
RFUD,2018-10-24,BRU9,75.14,75.14,75.2,75.2,495608.2,98531.78,2.0,10.0
RFUD,2018-10-25,BRU9,,,,,492884.9,,,10.0
RFUD,2018-10-26,BRU9,,,,,494098.5,,,10.0
RFUD,2018-10-29,BRU9,,,,,500023.1,,,10.0
RFUD,2018-10-30,BRU9,,,,,494112.5,,,10.0
RFUD,2018-10-31,BRU9,,,,,494688.2,,,10.0
RFUD,2018-11-01,BRU9,,,,,479199.1,,,10.0
RFUD,2018-11-02,BRU9,71.15,71.15,71.15,71.15,281665.62,93888.54,2.0,6.0
