BOARDID,TRADEDATE,SECID,OPEN,LOW,HIGH,CLOSE,OPENPOSITIONVALUE,VALUE,VOLUME,OPENPOSITION
RFUD,2017-12-25,BRF9,,,,,0.0,,,
RFUD,2017-12-26,BRF9,,,,,0.0,,,
RFUD,2017-12-27,BRF9,,,,,0.0,,,
RFUD,2017-12-28,BRF9,62.25,62.25,62.25,62.25,7169110.0,3581678.0,100.0,200.0
RFUD,2017-12-29,BRF9,66.0,65.83,66.0,65.83,75818.64,3828939.22,101.0,2.0
RFUD,2018-01-03,BRF9,,,,,75448.78,,,2.0
RFUD,2018-01-04,BRF9,67.1,65.1,67.1,65.6,74872.7,150259.0,4.0,2.0
RFUD,2018-01-05,BRF9,,,,,75111.76,,,2.0
RFUD,2018-01-09,BRF9,64.86,64.86,65.21,65.21,223135.2,74178.79,2.0,6.0
RFUD,2018-01-10,BRF9,65.21,65.21,66.21,66.21,377216.2,112076.69,3.0,10.0
RFUD,2018-01-11,BRF9,67.56,66.57,67.56,66.57,453574.2,76157.81,2.0,12.0
RFUD,2018-01-12,BRF9,,,,,453799.92,,,12.0
RFUD,2018-01-15,BRF9,,,,,458311.44,,,12.0
RFUD,2018-01-16,BRF9,66.97,66.97,66.97,66.97,528747.24,37767.66,1.0,14.0
RFUD,2018-01-17,BRF9,,,,,532271.6,,,14.0
RFUD,2018-01-18,BRF9,67.48,66.33,67.48,67.47,533785.98,151272.7,4.0,14.0
RFUD,2018-01-19,BRF9,,,,,528218.6,,,14.0
RFUD,2018-01-22,BRF9,,,,,525810.6,,,14.0
RFUD,2018-01-23,BRF9,66.29,65.87,66.29,65.87,74816.32,223590.92,6.0,2.0
RFUD,2018-01-24,BRF9,,,,,75403.62,,,2.0
RFUD,2018-01-25,BRF9,66.82,66.54,66.86,66.85,298413.6,149022.66,4.0,8.0
RFUD,2018-01-26,BRF9,,,,,297079.76,,,8.0
RFUD,2018-01-29,BRF9,,,,,296883.28,,,8.0
RFUD,2018-01-30,BRF9,,,,,292925.76,,,8.0
RFUD,2018-01-31,BRF9,,,,,292535.6,,,8.0
RFUD,2018-02-01,BRF9,,,,,293802.64,,,8.0
RFUD,2018-02-02,BRF9,65.33,65.33,65.33,65.33,368317.5,36831.75,1.0,10.0
RFUD,2018-02-05,BRF9,,,,,369132.8,,,10.0
RFUD,2018-02-06,BRF9,,,,,365927.4,,,10.0
RFUD,2018-02-07,BRF9,,,,,359410.5,,,10.0
RFUD,2018-02-08,BRF9,61.79,61.79,61.79,61.79,286358.56,35794.82,1.0,8.0
