BOARDID,TRADEDATE,SECID,OPEN,LOW,HIGH,CLOSE,OPENPOSITIONVALUE,VALUE,VOLUME,OPENPOSITION
RFUD,2016-05-19,BRX6,,,,,0.0,,,
RFUD,2016-05-20,BRX6,,,,,0.0,,,
RFUD,2016-05-23,BRX6,,,,,0.0,,,
RFUD,2016-05-24,BRX6,,,,,0.0,,,
RFUD,2016-05-25,BRX6,,,,,0.0,,,
RFUD,2016-05-26,BRX6,,,,,0.0,,,
RFUD,2016-05-27,BRX6,,,,,0.0,,,
RFUD,2016-05-30,BRX6,,,,,0.0,,,
RFUD,2016-05-31,BRX6,,,,,0.0,,,
RFUD,2016-06-01,BRX6,,,,,0.0,,,
RFUD,2016-06-02,BRX6,,,,,0.0,,,
RFUD,2016-06-03,BRX6,,,,,0.0,,,
RFUD,2016-06-06,BRX6,,,,,0.0,,,
RFUD,2016-06-07,BRX6,,,,,0.0,,,
RFUD,2016-06-08,BRX6,53.5,53.5,53.5,53.5,136865.0,68432.5,2.0,4.0
RFUD,2016-06-09,BRX6,,,,,136313.8,,,4.0
RFUD,2016-06-10,BRX6,,,,,135572.28,,,4.0
RFUD,2016-06-14,BRX6,,,,,135416.24,,,4.0
RFUD,2016-06-15,BRX6,51.55,51.32,51.69,51.32,403534.68,135094.75,4.0,12.0
RFUD,2016-06-16,BRX6,50.16,50.16,50.88,50.88,452772.04,66403.59,2.0,14.0
RFUD,2016-06-17,BRX6,49.22,49.22,49.22,49.22,322410.2,64026.76,2.0,10.0
RFUD,2016-06-20,BRX6,50.58,50.42,51.27,51.27,196916.16,97472.28,3.0,6.0
RFUD,2016-06-21,BRX6,,,,,196584.6,,,6.0
RFUD,2016-06-22,BRX6,52.13,52.03,52.13,52.03,133829.92,100436.74,3.0,4.0
RFUD,2016-06-23,BRX6,52.33,52.33,52.33,52.33,134417.56,33604.39,1.0,4.0
RFUD,2016-06-24,BRX6,50.76,50.35,50.8,50.35,1113794.78,658706.19,20.0,34.0
RFUD,2016-06-27,BRX6,50.1,49.5,50.1,49.5,1231938.34,65231.82,2.0,38.0
RFUD,2016-06-28,BRX6,49.9,49.64,49.9,49.65,1218170.56,867918.17,27.0,38.0
RFUD,2016-06-29,BRX6,50.0,50.0,51.76,51.76,1254580.26,161893.47,5.0,38.0
RFUD,2016-06-30,BRX6,51.57,51.57,51.57,51.57,1251492.38,32946.78,1.0,38.0
RFUD,2016-07-01,BRX6,51.05,51.05,51.05,51.05,1046936.64,98150.31,3.0,32.0
RFUD,2016-07-04,BRX6,51.16,51.16,51.76,51.75,1387325.52,197200.01,6.0,42.0
RFUD,2016-07-05,BRX6,50.27,49.72,50.27,49.72,1411666.08,96953.32,3.0,44.0
RFUD,2016-07-06,BRX6,49.49,48.75,49.49,49.22,3304866.24,1644111.31,52.0,104.0
RFUD,2016-07-07,BRX6,50.24,50.24,50.87,50.38,3671844.28,388378.53,12.0,116.0
RFUD,2016-07-08,BRX6,48.94,48.0,48.94,48.56,3831740.12,339107.8,11.0,124.0
RFUD,2016-07-11,BRX6,48.12,47.68,48.5,48.34,5634927.48,1203218.92,39.0,182.0
RFUD,2016-07-12,BRX6,47.93,47.88,49.45,49.45,7531576.64,4025605.93,129.0,238.0
RFUD,2016-07-13,BRX6,49.95,48.0,50.05,48.04,6460047.3,1449802.86,46.0,210.0
RFUD,2016-07-14,BRX6,48.0,48.0,48.65,48.29,5095040.16,2126795.6,70.0,168.0
