BOARDID,TRADEDATE,SECID,OPEN,LOW,HIGH,CLOSE,OPENPOSITIONVALUE,VALUE,VOLUME,OPENPOSITION
RFUD,2021-09-27,BRV2,75.0,75.0,75.0,75.0,108711.46,54355.73,1.0,2
RFUD,2021-09-28,BRV2,74.4,71.96,74.4,71.96,105038.28,106730.1,2.0,2
RFUD,2021-09-29,BRV2,,,,,106047.62,,,2
RFUD,2021-09-30,BRV2,73.43,71.31,73.43,71.31,103633.54,105174.02,2.0,2
RFUD,2021-10-01,BRV2,73.44,73.44,73.44,73.44,213494.48,53373.62,1.0,4
RFUD,2021-10-04,BRV2,,,,,216315.56,,,4
RFUD,2021-10-05,BRV2,75.59,75.59,76.11,76.11,440280.48,109694.11,2.0,8
RFUD,2021-10-06,BRV2,76.07,75.2,76.35,75.2,652333.56,275516.69,5.0,12
RFUD,2021-10-07,BRV2,74.9,73.54,75.1,75.1,755548.64,214103.26,4.0,14
RFUD,2021-10-08,BRV2,,,,,767580.1,,,14
RFUD,2021-10-11,BRV2,76.49,76.49,77.4,77.4,997945.02,220476.22,4.0,18
RFUD,2021-10-12,BRV2,77.2,77.2,77.2,77.2,1109226.6,55461.33,1.0,20
RFUD,2021-10-13,BRV2,76.44,75.7,77.09,76.84,1218207.32,220562.61,4.0,22
RFUD,2021-10-14,BRV2,77.39,77.3,77.39,77.3,1326727.68,110625.0,2.0,24
RFUD,2021-10-15,BRV2,77.9,77.84,77.9,77.84,1436307.08,110527.74,2.0,26
RFUD,2021-10-18,BRV2,78.0,76.99,78.1,76.99,1667113.2,221761.28,4.0,30
RFUD,2021-10-19,BRV2,77.0,77.0,77.99,77.99,1658809.8,274476.06,5.0,30
RFUD,2021-10-20,BRV2,77.86,76.9,77.86,77.34,1863974.18,274879.41,5.0,34
RFUD,2021-10-21,BRV2,77.19,76.99,77.19,76.99,1641665.7,109714.8,2.0,30
RFUD,2021-10-22,BRV2,77.32,77.19,77.32,77.19,1739057.28,108782.61,2.0,32
RFUD,2021-10-25,BRV2,,,,,1738110.08,,,32
RFUD,2021-10-26,BRV2,77.79,77.79,77.79,77.79,1733046.72,54157.71,1.0,32
RFUD,2021-10-27,BRV2,77.75,77.75,77.75,77.75,1856576.46,54788.4,1.0,34
RFUD,2021-10-28,BRV2,76.76,74.53,76.76,74.53,1796702.46,106271.39,2.0,34
RFUD,2021-10-29,BRV2,74.53,74.53,74.53,74.53,1717042.24,52842.22,1.0,32
RFUD,2021-11-01,BRV2,76.49,76.49,76.49,76.49,1853147.22,54504.33,1.0,34
RFUD,2021-11-02,BRV2,,,,,1856833.16,,,34
RFUD,2021-11-03,BRV2,75.19,74.93,75.19,74.93,1731352.96,216931.8,4.0,32
RFUD,2021-11-05,BRV2,75.32,74.1,75.32,74.79,1814649.36,371582.46,7.0,34
RFUD,2021-11-08,BRV2,75.62,75.44,75.93,75.93,1839977.32,323297.83,6.0,34
RFUD,2021-11-09,BRV2,76.04,76.04,76.04,76.04,1829289.42,53802.63,1.0,34
RFUD,2021-11-10,BRV2,,,,,1851922.54,,,34
RFUD,2021-11-11,BRV2,76.5,75.32,76.5,76.24,1953514.08,432220.95,8.0,36
RFUD,2021-11-12,BRV2,75.92,75.92,75.92,75.92,1986453.36,55179.26,1.0,36
RFUD,2021-11-15,BRV2,75.71,75.71,75.71,75.71,2085006.8,55057.67,1.0,38
RFUD,2021-11-16,BRV2,76.35,76.35,76.35,76.35,2009293.2,56019.14,1.0,36
RFUD,2021-11-17,BRV2,,,,,1976346.36,,,36
RFUD,2021-11-18,BRV2,74.71,74.03,74.71,74.7,2077653.8,272350.78,5.0,38
RFUD,2021-11-19,BRV2,74.93,73.84,74.93,74.57,2284426.62,382204.99,7.0,42
RFUD,2021-11-22,BRV2,73.78,73.78,74.45,74.39,2116041.4,444164.96,8.0,38
RFUD,2021-11-23,BRV2,74.56,74.56,74.56,74.56,2020856.76,55962.28,1.0,36
RFUD,2021-11-24,BRV2,76.22,76.22,76.22,76.22,1941935.84,57115.76,1.0,34
RFUD,2021-11-25,BRV2,,,,,1924372.12,,,34
RFUD,2021-11-26,BRV2,73.52,71.03,74.02,71.03,3672234.6,1098483.03,20.0,68
RFUD,2021-11-29,BRV2,69.0,68.84,71.75,71.75,4463884.32,798263.46,15.0,84
RFUD,2021-11-30,BRV2,70.0,68.5,70.86,68.99,5228891.28,773658.16,15.0,102
RFUD,2021-12-01,BRV2,67.92,66.12,69.94,68.32,5654955.04,1302721.28,26.0,112
RFUD,2021-12-02,BRV2,69.3,63.75,69.3,66.98,7295056.16,2137266.79,44.0,148
RFUD,2021-12-03,BRV2,67.75,67.75,69.83,69.83,7320660.9,305927.63,6.0,142
RFUD,2021-12-06,BRV2,69.67,69.6,69.67,69.6,7413197.76,103012.86,2.0,144
RFUD,2021-12-07,BRV2,70.55,70.2,71.57,71.57,6802549.76,631435.2,12.0,128
RFUD,2021-12-08,BRV2,,,,,6801706.24,,,128
RFUD,2021-12-09,BRV2,72.36,72.36,72.36,72.36,6816928.0,53257.25,1.0,128
RFUD,2021-12-10,BRV2,,,,,6730900.48,,,128
RFUD,2021-12-13,BRV2,72.02,72.02,72.02,72.02,6678302.4,53002.4,1.0,126
RFUD,2021-12-14,BRV2,71.15,71.12,71.15,71.12,6365922.18,104690.52,2.0,122
RFUD,2021-12-15,BRV2,70.67,70.57,70.67,70.57,6373495.94,104557.57,2.0,122
RFUD,2021-12-16,BRV2,,,,,6463357.48,,,122
RFUD,2021-12-17,BRV2,,,,,6360907.98,,,122
RFUD,2021-12-20,BRV2,68.23,68.23,68.97,68.97,6093290.4,101822.02,2.0,120
RFUD,2021-12-21,BRV2,,,,,6264756.0,,,120
RFUD,2021-12-22,BRV2,,,,,6317853.6,,,120
RFUD,2021-12-23,BRV2,72.14,71.8,72.25,72.25,5736039.84,370170.47,7.0,108
RFUD,2021-12-24,BRV2,73.03,72.18,73.22,72.18,5636076.18,160903.83,3.0,106
RFUD,2021-12-27,BRV2,72.9,72.9,73.46,73.46,5623741.76,161128.6,3.0,104
RFUD,2021-12-28,BRV2,75.55,74.03,75.68,74.06,5357832.48,716402.31,13.0,98
RFUD,2021-12-29,BRV2,74.34,74.34,74.34,74.34,5403002.64,55125.27,1.0,98
RFUD,2021-12-30,BRV2,,,,,5534363.8,,,98
