BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOB,2016-01-04,ОФЗ 26207,SU26207RMFS9,19,64310.95,91.2106,91.8999,91.8999,91.8999,30.81,91.8728,9.55,91.4001,70,,91.8016,91.8999,0.0,3259874.32,0.0,2027-02-03,2591,9.56,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-05,ОФЗ 26207,SU26207RMFS9,15,100260.12,91.7,91.9995,91.9995,91.9991,31.04,91.9817,9.54,91.9989,109,,91.807,91.9991,0.0,3360134.44,0.0,2027-02-03,2591,9.54,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-06,ОФЗ 26207,SU26207RMFS9,50,11568402.73,90.8001,91.9999,91.5999,91.5999,31.26,91.392,9.6,91.9998,12658,91.392,91.392,91.5999,11568402.73,11568402.73,11568402.73,2027-02-03,2585,9.64,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-11,ОФЗ 26207,SU26207RMFS9,150,323566918.85,88.6,90.7,89.2999,89.2999,32.38,89.8516,9.99,90.7,360699,89.7055,89.7055,89.2999,323566918.85,323566918.85,323566918.85,2027-02-03,2566,9.89,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-12,ОФЗ 26207,SU26207RMFS9,237,780383746.46,87.6,88.9998,87.8001,87.8001,32.6,88.3928,10.25,88.0003,880516,88.628,88.628,87.8001,780383746.46,780383746.46,780383746.46,2027-02-03,2551,10.14,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-13,ОФЗ 26207,SU26207RMFS9,78,222335654.77,87.8502,88.6,87.8502,87.8502,32.82,87.9674,10.24,88.6,252605,88.0171,88.0171,87.8502,222335654.77,222335654.77,222335654.77,2027-02-03,2546,10.22,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-14,ОФЗ 26207,SU26207RMFS9,201,1011855319.27,86.8601,87.9999,87.2,87.2,33.05,87.1998,10.35,87.9999,1161363,87.1265,87.1265,87.2,1011855319.27,1011855319.27,1011855319.27,2027-02-03,2538,10.35,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-15,ОФЗ 26207,SU26207RMFS9,154,402447385.22,85.5556,87.6,86.1499,86.1499,33.27,86.0672,10.54,87.6,467011,86.1751,86.1751,86.1499,402447385.22,402447385.22,402447385.22,2027-02-03,2526,10.55,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-18,ОФЗ 26207,SU26207RMFS9,157,324459653.85,85.05,86.3999,85.75,85.7499,33.94,85.5272,10.61,85.8,379594,85.4754,85.4754,85.7499,324459653.85,324459653.85,324459653.85,2027-02-03,2518,10.65,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-19,ОФЗ 26207,SU26207RMFS9,244,1007734516.87,85.75,87.56,86.59,86.59,34.16,86.8312,10.46,85.825,1160646,86.8253,86.8253,86.59,1007734516.87,1007734516.87,1007734516.87,2027-02-03,2529,10.42,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2016-01-20,ОФЗ 26207,SU26207RMFS9,241,2907526031.3,84.1,86.1999,84.1,84.1,34.39,84.741,10.91,86.032,3432220,84.7127,84.7127,84.1,2907526031.3,2907526031.3,2907526031.3,2027-02-03,2508,10.79,,,,,,,1000,SUR,,,,,RUB,3
