BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOB,2021-06-23,ОФЗ 26237,SU26237RMFS6,3,108350.0,98.5,98.5,98.5,98.5,1.29,98.5,7.08,98.5,110,,,98.5,0.0,0.0,0.0,2029-03-14,2238,7.08,,,6.7,17.99,,2021-06-23,1000,SUR,,,,,RUB,3
TQOB,2021-06-24,ОФЗ 26237,SU26237RMFS6,16,197684375.4,98.402,98.85,98.5,98.5,1.47,98.65,7.08,98.402,200390,98.65,98.65,98.5,197684375.4,197684375.4,197684375.4,2029-03-14,2238,7.05,,,6.7,17.99,,2021-06-24,1000,SUR,,,,,RUB,3
TQOB,2021-06-25,ОФЗ 26237,SU26237RMFS6,12,369479583.0,98.45,98.75,98.45,98.45,1.65,98.455,7.09,98.749,375276,98.455,98.455,98.45,369479583.0,369479583.0,369479583.0,2029-03-14,2236,7.09,,,6.7,17.99,,2021-06-25,1000,SUR,,,,,RUB,3
TQOB,2021-06-28,ОФЗ 26237,SU26237RMFS6,4,72815.26,98.399,98.399,98.399,98.399,2.2,98.399,7.1,98.399,74,98.455,98.456,98.399,369552398.26,344910053.26,369552398.26,2029-03-14,2233,7.1,,,6.7,17.99,,2021-06-28,1000,SUR,,,,,RUB,3
TQOB,2021-06-29,ОФЗ 26237,SU26237RMFS6,8,125995.05,98.001,99.999,98.001,98.001,2.39,98.3,7.17,99.999,128,,98.45,98.001,0.0,49660090.31,0.0,2029-03-14,2231,7.11,,,6.7,17.99,,2021-06-29,1000,SUR,,,,,RUB,3
TQOB,2021-06-30,ОФЗ 26237,SU26237RMFS6,6,64773.9,98.14,98.19,98.14,98.14,2.57,98.142,7.14,98.19,66,,98.449,98.14,0.0,49724864.21,0.0,2029-03-14,2230,7.14,,,6.7,17.99,,2021-06-30,1000,SUR,,,,,RUB,3
TQOB,2021-07-01,ОФЗ 26237,SU26237RMFS6,13,196747901.61,98.101,98.3,98.101,98.25,2.75,98.287,7.15,98.298,200176,98.287,98.287,98.25,196747901.61,196747901.61,196747901.61,2029-03-14,2229,7.12,,,6.7,17.99,,2021-07-01,1000,SUR,,,,,RUB,3
TQOB,2021-07-02,ОФЗ 26237,SU26237RMFS6,11,245632868.99,98.2,99.299,98.25,98.25,2.94,98.25,7.12,98.25,250008,98.25,98.25,98.25,245632868.99,245632868.99,245632868.99,2029-03-14,2228,7.12,,,6.7,17.99,,2021-07-02,1000,SUR,,,,,RUB,3
TQOB,2021-07-05,ОФЗ 26237,SU26237RMFS6,15,9637866.48,97.25,98.3,98.3,98.3,3.49,97.767,7.11,97.25,9858,97.767,97.767,98.3,9637866.48,9637866.48,9637866.48,2029-03-14,2223,7.21,,,6.7,17.99,,2021-07-05,1000,SUR,,,,,RUB,3
TQOB,2021-07-06,ОФЗ 26237,SU26237RMFS6,28,487390467.18,97.26,98.3,98.299,98.298,3.67,97.262,7.11,98.3,501113,97.262,97.262,98.298,487390467.18,487390467.18,487390467.18,2029-03-14,2221,7.3,,,6.7,17.99,,2021-07-06,1000,SUR,,,,,RUB,3
