BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOB,2018-02-28,ОФЗ 26223,SU26223RMFS6,27,1030776966.52,98.75,100.498,99.05,99.05,1.25,99.172,6.81,99.547,1040212,99.093,99.093,99.05,1030776966.52,1030776966.52,1030776966.52,2024-02-28,1845,6.78,,,6.5,34.9,,2018-02-28,1000,SUR,,,,,RUB,3
TQOB,2018-03-01,ОФЗ 26223,SU26223RMFS6,29,218718950.54,98.8,99.099,98.899,98.899,1.42,98.876,6.84,99.05,221242,98.86,98.86,98.899,218718950.54,218718950.54,218718950.54,2024-02-28,1843,6.84,,,6.5,34.9,,2018-03-01,1000,SUR,,,,,RUB,3
TQOB,2018-03-02,ОФЗ 26223,SU26223RMFS6,38,1384227488.99,98.741,99.0,98.8,98.8,1.6,98.863,6.86,99.0,1400461,98.841,98.841,98.8,1384227488.99,1384227488.99,1384227488.99,2024-02-28,1842,6.85,,,6.5,34.9,,2018-03-02,1000,SUR,,,,,RUB,3
TQOB,2018-03-05,ОФЗ 26223,SU26223RMFS6,23,20891288.48,98.712,98.99,98.899,98.899,2.14,98.804,6.84,98.99,21124,98.898,98.898,98.899,20891288.48,20891288.48,20891288.48,2024-02-28,1839,6.86,,,6.5,34.9,,2018-03-05,1000,SUR,,,,,RUB,3
TQOB,2018-03-06,ОФЗ 26223,SU26223RMFS6,12,2219039.51,98.85,98.989,98.988,98.988,2.31,98.938,6.82,98.95,2243,98.932,98.932,98.988,2219039.51,2219039.51,2219039.51,2024-02-28,1839,6.83,,,6.5,34.9,,2018-03-06,1000,SUR,,,,,RUB,3
TQOB,2018-03-07,ОФЗ 26223,SU26223RMFS6,34,212409864.86,98.89,99.148,99.1,99.1,2.49,99.024,6.8,98.89,214447,99.05,99.05,99.1,212409864.86,212409864.86,212409864.86,2024-02-28,1838,6.81,,,6.5,34.9,,2018-03-07,1000,SUR,,,,,RUB,3
TQOB,2018-03-09,ОФЗ 26223,SU26223RMFS6,10,6022242.97,99.05,99.347,99.05,99.05,2.85,99.05,6.81,99.347,6080,99.05,99.05,99.05,6022242.97,6022242.97,6022242.97,2024-02-28,1836,6.81,,,6.5,34.9,,2018-03-09,1000,SUR,,,,,RUB,3
TQOB,2018-03-12,ОФЗ 26223,SU26223RMFS6,27,50260604.81,99.005,99.189,99.05,99.05,3.38,99.051,6.81,99.189,50742,99.051,99.051,99.05,50260604.81,50260604.81,50260604.81,2024-02-28,1833,6.81,,,6.5,34.9,,2018-03-12,1000,SUR,,,,,RUB,3
TQOB,2018-03-13,ОФЗ 26223,SU26223RMFS6,19,1239535.8,98.951,99.1,98.952,98.952,3.56,99.084,6.83,99.078,1251,99.084,99.084,98.952,1239535.8,1239535.8,1239535.8,2024-02-28,1832,6.8,,,6.5,34.9,,2018-03-13,1000,SUR,,,,,RUB,3
TQOB,2018-03-14,ОФЗ 26223,SU26223RMFS6,51,380132874.78,98.815,99.098,98.9,98.9,3.74,99.006,6.84,99.047,384238,98.932,98.932,98.9,380132874.78,380132874.78,380132874.78,2024-02-28,1831,6.82,,,6.5,34.9,,2018-03-14,1000,SUR,,,,,RUB,3
TQOB,2018-03-15,ОФЗ 26223,SU26223RMFS6,77,1999040547.54,98.8,99.099,98.899,98.824,3.92,98.878,6.84,99.099,2021891,98.87,98.87,98.824,1999040547.54,1999040547.54,1999040547.54,2024-02-28,1829,6.84,,,6.5,34.9,,2018-03-15,1000,SUR,,,,,RUB,3
TQOB,2018-03-16,ОФЗ 26223,SU26223RMFS6,43,82815477.55,98.751,98.989,98.753,98.791,4.1,98.905,6.87,98.9,83777,98.852,98.852,98.791,82815477.55,82815477.55,82815477.55,2024-02-28,1828,6.84,,,6.5,34.9,,2018-03-16,1000,SUR,,,,,RUB,3
TQOB,2018-03-19,ОФЗ 26223,SU26223RMFS6,23,868370.19,98.77,99.045,98.87,98.87,4.63,99.016,6.84,99.045,877,99.016,99.016,98.87,868370.19,868370.19,868370.19,2024-02-28,1826,6.81,,,6.5,34.9,,2018-03-19,1000,SUR,,,,,RUB,3
TQOB,2018-03-20,ОФЗ 26223,SU26223RMFS6,43,272590387.31,98.9,99.75,99.016,99.016,4.81,99.023,6.81,99.052,275126,99.078,99.078,99.016,272590387.31,272590387.31,272590387.31,2024-02-28,1825,6.81,,,6.5,34.9,,2018-03-20,1000,SUR,,,,,RUB,3
TQOB,2018-03-21,ОФЗ 26223,SU26223RMFS6,23,70956159.43,98.914,99.149,99.08,99.08,4.99,99.05,6.8,98.915,71637,99.05,99.05,99.08,70956159.43,70956159.43,70956159.43,2024-02-28,1824,6.81,,,6.5,34.9,,2018-03-21,1000,SUR,,,,,RUB,3
TQOB,2018-03-22,ОФЗ 26223,SU26223RMFS6,23,583112345.84,99.295,99.45,99.45,99.45,5.16,99.309,6.72,99.295,586736,99.382,99.382,99.45,583112345.84,583112345.84,583112345.84,2024-02-28,1823,6.75,,,6.5,34.9,,2018-03-22,1000,SUR,,,,,RUB,3
TQOB,2018-03-23,ОФЗ 26223,SU26223RMFS6,34,453977860.96,99.4,99.6,99.55,99.55,5.34,99.509,6.7,99.598,456217,99.509,99.509,99.55,453977860.96,453977860.96,453977860.96,2024-02-28,1823,6.71,,,6.5,34.9,,2018-03-23,1000,SUR,,,,,RUB,3
