BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOB,2017-05-03,ОФЗ 26222,SU26222RMFS8,12,273476232.2,97.299,97.491,97.299,97.299,0.0,97.3721,7.72,97.491,281006,97.3204,97.3204,97.299,273476232.2,273476232.2,273476232.2,2024-10-16,2151,7.71,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-04,ОФЗ 26222,SU26222RMFS8,52,272850185.46,96.5102,97.299,96.7102,96.83,0.19,96.9756,7.84,97.25,281177,97.0386,97.0386,96.83,272850185.46,272850185.46,272850185.46,2024-10-16,2149,7.79,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-05,ОФЗ 26222,SU26222RMFS8,24,129760963.64,96.295,96.799,96.799,96.799,0.39,96.5642,7.82,96.65,134454,96.5096,96.5096,96.799,129760963.64,129760963.64,129760963.64,2024-10-16,2146,7.86,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-10,ОФЗ 26222,SU26222RMFS8,4,248187.41,97.1599,97.3467,97.3467,97.3467,1.36,97.3284,7.72,97.1599,255,96.5111,96.5299,97.3467,130009151.05,47463753.02,130009151.05,2024-10-16,2144,7.72,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-11,ОФЗ 26222,SU26222RMFS8,5,151642.83,97.1001,97.4959,97.39,97.39,1.56,97.3027,7.71,97.3986,156,96.5119,96.5778,97.39,130160793.88,4080412.8,130160793.88,2024-10-16,2143,7.72,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-12,ОФЗ 26222,SU26222RMFS8,1,115038.2,97.49,97.49,97.49,97.49,1.75,97.49,7.69,97.49,118,97.3286,97.3286,97.49,514868.44,514868.44,514868.44,2024-10-16,2142,7.69,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-15,ОФЗ 26222,SU26222RMFS8,11,407972951.12,97.21,97.45,97.425,97.425,2.33,97.44,7.7,97.21,418679,97.4429,97.4429,97.425,407972951.12,407972951.12,407972951.12,2024-10-16,2139,7.7,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-16,ОФЗ 26222,SU26222RMFS8,2,209625.0,97.5,97.5,97.5,97.5,2.53,97.3503,7.69,97.5,215,97.4429,97.4454,97.5,408182576.12,310736874.0,408182576.12,2024-10-16,2138,7.72,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-17,ОФЗ 26222,SU26222RMFS8,4,97787395.5,97.0,97.5,97.0,97.0,2.72,97.1511,7.78,97.5,100655,97.3864,97.2474,97.0,505969971.62,145421789.5,505969971.62,2024-10-16,2136,7.75,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-18,ОФЗ 26222,SU26222RMFS8,8,155207828.12,96.5103,97.1,97.1,97.1,2.92,96.8658,7.76,96.7544,160007,97.0587,97.058,97.1,252995223.62,252595478.12,252995223.62,2024-10-16,2134,7.81,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-19,ОФЗ 26222,SU26222RMFS8,6,699899.6,97.2,97.4399,97.2,97.2,3.11,97.2,7.74,97.4399,720,97.0016,97.0342,97.2,155907727.72,146256693.8,155907727.72,2024-10-16,2134,7.74,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-22,ОФЗ 26222,SU26222RMFS8,5,806004.26,96.951,97.649,97.449,97.449,3.7,97.2,7.7,97.649,827,97.343,97.343,97.449,1505903.86,1504929.46,1505903.86,2024-10-16,2131,7.74,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-23,ОФЗ 26222,SU26222RMFS8,7,91557.32,96.84,97.47,97.17,97.17,3.89,97.227,7.75,96.84,94,97.455,97.443,97.17,897561.58,842885.12,897561.58,2024-10-16,2130,7.74,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-24,ОФЗ 26222,SU26222RMFS8,3,1937185.16,96.81,97.101,96.81,96.811,4.08,96.88,7.82,97.061,2001,96.837,96.837,96.811,2028742.48,2028742.48,2028742.48,2024-10-16,2128,7.81,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-25,ОФЗ 26222,SU26222RMFS8,5,13594.01,96.511,97.3,96.511,96.6,4.28,97.1,7.88,97.3,14,96.839,96.813,96.6,2042336.49,1952725.46,2042336.49,2024-10-16,2128,7.76,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-26,ОФЗ 26222,SU26222RMFS8,4,9657.3,96.3,96.65,96.65,96.65,4.47,96.573,7.85,96.488,10,96.812,96.811,96.65,1960436.47,1954610.81,1960436.47,2024-10-16,2125,7.86,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-29,ОФЗ 26222,SU26222RMFS8,12,3109754.43,96.352,97.199,97.048,97.048,5.06,97.119,7.77,97.05,3202,97.119,97.119,97.048,3109754.43,3109754.43,3109754.43,2024-10-16,2124,7.76,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-30,ОФЗ 26222,SU26222RMFS8,1,48200000.0,96.4,96.4,96.4,96.4,5.25,96.422,7.9,96.4,50000,96.443,96.407,96.4,51309754.43,48702697.43,51309754.43,2024-10-16,2121,7.89,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-05-31,ОФЗ 26222,SU26222RMFS8,15,42442.76,96.161,96.959,96.313,96.313,5.45,96.461,7.92,96.321,44,,96.4,96.313,0.0,48242442.76,0.0,2024-10-16,2120,7.89,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-06-01,ОФЗ 26222,SU26222RMFS8,5,749226.35,96.66,96.8,96.66,96.66,5.64,96.799,7.85,96.798,774,96.781,96.794,96.66,791669.11,756929.75,791669.11,2024-10-16,2120,7.82,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-06-02,ОФЗ 26222,SU26222RMFS8,8,20539435.2,96.9,96.99,96.9,96.9,5.84,96.9,7.8,96.99,21196,96.899,96.902,96.9,21288661.55,20543301.61,21288661.55,2024-10-16,2119,7.8,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-06-05,ОФЗ 26222,SU26222RMFS8,0,0.0,,,,96.9,6.42,,7.8,,0,96.899,96.902,96.9,21288661.55,20543301.61,21288661.55,2024-10-16,2116,,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-06-06,ОФЗ 26222,SU26222RMFS8,2,1936.5,96.452,97.198,96.452,96.452,6.61,96.825,7.89,97.198,2,96.902,96.902,96.452,20541371.7,20541371.7,20541371.7,2024-10-16,2115,7.82,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-06-07,ОФЗ 26222,SU26222RMFS8,37,1867966870.09,96.453,97.15,96.75,96.75,6.81,96.76,7.83,96.453,1930518,96.76,96.76,96.75,1867966870.09,1867966870.09,1867966870.09,2024-10-16,2114,7.83,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-06-08,ОФЗ 26222,SU26222RMFS8,11,29138757.29,96.603,96.92,96.604,96.7,7.0,96.752,7.86,96.919,30132,96.704,96.704,96.7,29138757.29,29138757.29,29138757.29,2024-10-16,2113,7.83,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-06-09,ОФЗ 26222,SU26222RMFS8,5,10642.53,96.553,97.147,96.553,96.711,7.2,96.8,7.87,97.147,11,96.704,96.7,96.711,29149399.82,28445274.65,29149399.82,2024-10-16,2112,7.82,,,,,,2017-06-09,1000,SUR,,,,,RUB,3
