BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOB,2019-06-05,ОФЗ 26229,SU26229RMFS3,0,0.0,,,,,0.0,,,,0,,,,0.0,0.0,0.0,2025-11-12,,,,,7.15,32.91,,,1000,SUR,,,,,RUB,3
TQOB,2019-06-06,ОФЗ 26229,SU26229RMFS3,15,5103659.77,98.18,98.5,98.199,98.199,0.2,98.185,7.65,98.5,5198,98.185,98.185,98.199,5103659.77,5103659.77,5103659.77,2025-11-12,1919.0,7.65,,,7.15,32.91,,2019-06-06,1000,SUR,,,,,RUB,3
TQOB,2019-06-07,ОФЗ 26229,SU26229RMFS3,14,20867009.27,98.479,98.499,98.479,98.479,0.39,98.252,7.59,98.499,21185,98.499,98.499,98.479,20867009.27,20867009.27,20867009.27,2025-11-12,1918.0,7.64,,,7.15,32.91,,2019-06-07,1000,SUR,,,,,RUB,3
TQOB,2019-06-10,ОФЗ 26229,SU26229RMFS3,8,35442.87,98.45,98.479,98.45,98.45,0.98,98.2,7.6,98.479,36,98.499,98.499,98.45,20902452.14,20900482.16,20902452.14,2025-11-12,1915.0,7.65,,,7.15,32.91,,2019-06-10,1000,SUR,,,,,RUB,3
TQOB,2019-06-11,ОФЗ 26229,SU26229RMFS3,10,191873.1,98.39,98.4,98.39,98.39,1.18,98.397,7.61,98.4,195,,98.498,98.39,0.0,21092355.26,0.0,2025-11-12,1915.0,7.61,,,7.15,32.91,,2019-06-11,1000,SUR,,,,,RUB,3
TQOB,2019-06-13,ОФЗ 26229,SU26229RMFS3,7,49514088.99,98.2,98.399,98.348,98.348,1.57,98.201,7.62,98.2,50421,98.202,98.201,98.348,49705962.09,49535734.79,49705962.09,2025-11-12,1912.0,7.65,,,7.15,32.91,,2019-06-13,1000,SUR,,,,,RUB,3
TQOB,2019-06-14,ОФЗ 26229,SU26229RMFS3,36,200593825.52,98.34,98.7,98.7,98.7,1.76,98.373,7.55,98.4,203901,98.378,98.378,98.7,200593825.52,200593825.52,200593825.52,2025-11-12,1912.0,7.61,,,7.15,32.91,,2019-06-14,1000,SUR,,,,,RUB,3
TQOB,2019-06-17,ОФЗ 26229,SU26229RMFS3,7,452046.0,98.7,98.7,98.7,98.7,2.35,98.7,7.55,98.7,458,98.379,98.7,98.7,201045871.52,556668.0,201045871.52,2025-11-12,1909.0,7.55,,,7.15,32.91,,2019-06-17,1000,SUR,,,,,RUB,3
TQOB,2019-06-18,ОФЗ 26229,SU26229RMFS3,8,1152008.0,98.8,98.8,98.8,98.8,2.55,98.605,7.53,98.8,1166,98.772,98.789,98.8,1604054.0,1301045.0,1604054.0,2025-11-12,1908.0,7.57,,,7.15,32.91,,2019-06-18,1000,SUR,,,,,RUB,3
TQOB,2019-06-19,ОФЗ 26229,SU26229RMFS3,12,114208351.79,98.95,99.2,99.199,99.199,2.74,98.972,7.44,98.999,115279,99.071,99.071,99.199,114208351.79,114208351.79,114208351.79,2025-11-12,1908.0,7.49,,,7.15,32.91,,2019-06-19,1000,SUR,,,,,RUB,3
TQOB,2019-06-20,ОФЗ 26229,SU26229RMFS3,8,117314.79,99.29,99.999,99.7,99.7,2.94,99.19,7.34,99.999,118,99.072,99.202,99.7,114325666.58,14260258.74,114325666.58,2025-11-12,1908.0,7.44,,,7.15,32.91,,2019-06-20,1000,SUR,,,,,RUB,3
TQOB,2019-06-21,ОФЗ 26229,SU26229RMFS3,12,4007672.89,99.3,100.0,99.3,99.3,3.13,99.693,7.42,100.0,4020,99.693,99.693,99.3,4007672.89,4007672.89,4007672.89,2025-11-12,1908.0,7.34,,,7.15,32.91,,2019-06-21,1000,SUR,,,,,RUB,3
TQOB,2019-06-24,ОФЗ 26229,SU26229RMFS3,10,1728973.87,99.5,99.799,99.5,99.5,3.72,99.595,7.38,99.79,1736,99.595,99.595,99.5,1728973.87,1728973.87,1728973.87,2025-11-12,1905.0,7.36,,,7.15,32.91,,2019-06-24,1000,SUR,,,,,RUB,3
TQOB,2019-06-25,ОФЗ 26229,SU26229RMFS3,8,113274.98,99.35,99.7,99.35,99.35,3.92,99.364,7.41,99.7,114,99.581,99.578,99.35,1842248.85,1818298.98,1842248.85,2025-11-12,1903.0,7.41,,,7.15,32.91,,2019-06-25,1000,SUR,,,,,RUB,3
TQOB,2019-06-26,ОФЗ 26229,SU26229RMFS3,10,5291777.02,99.101,99.9,99.101,99.101,4.11,99.246,7.46,99.69,5332,99.246,99.246,99.101,5291777.02,5291777.02,5291777.02,2025-11-12,1902.0,7.43,,,7.15,32.91,,2019-06-26,1000,SUR,,,,,RUB,3
TQOB,2019-06-27,ОФЗ 26229,SU26229RMFS3,8,24833.11,99.011,99.38,99.35,99.35,4.31,99.1,7.41,99.38,25,99.246,99.201,99.35,5316610.13,4701119.13,5316610.13,2025-11-12,1900.0,7.46,,,7.15,32.91,,2019-06-27,1000,SUR,,,,,RUB,3
TQOB,2019-06-28,ОФЗ 26229,SU26229RMFS3,5,607062.84,99.044,99.52,99.3,99.3,4.51,99.102,7.42,99.044,610,99.511,99.516,99.3,631895.95,615006.95,631895.95,2025-11-12,1899.0,7.46,,,7.15,32.91,,2019-06-28,1000,SUR,,,,,RUB,3
TQOB,2019-07-01,ОФЗ 26229,SU26229RMFS3,7,115677.0,99.69,99.9,99.9,99.9,5.09,99.722,7.3,99.69,116,99.551,99.552,99.9,722739.84,719759.0,722739.84,2025-11-12,1898.0,7.33,,,7.15,32.91,,2019-07-01,1000,SUR,,,,,RUB,3
TQOB,2019-07-02,ОФЗ 26229,SU26229RMFS3,6,1073345.41,99.5,99.863,99.8,99.8,5.29,99.846,7.32,99.85,1075,99.834,99.846,99.8,1189022.41,1088326.41,1189022.41,2025-11-12,1897.0,7.31,,,7.15,32.91,,2019-07-02,1000,SUR,,,,,RUB,3
TQOB,2019-07-03,ОФЗ 26229,SU26229RMFS3,3,20959.0,99.7,99.85,99.85,99.85,5.49,99.805,7.31,99.8,21,99.833,99.846,99.85,1209981.41,1104294.41,1209981.41,2025-11-12,1896.0,7.32,,,7.15,32.91,,2019-07-03,1000,SUR,,,,,RUB,3
TQOB,2019-07-04,ОФЗ 26229,SU26229RMFS3,6,1494740.48,99.7,100.05,100.049,100.049,5.68,100.05,7.27,99.85,1494,99.963,100.044,100.049,2589044.89,1530669.48,2589044.89,2025-11-12,1896.0,7.27,,,7.15,32.91,,2019-07-04,1000,SUR,,,,,RUB,3
TQOB,2019-07-05,ОФЗ 26229,SU26229RMFS3,7,2955473.5,99.85,100.086,99.85,99.85,5.88,100.05,7.31,100.05,2954,100.05,100.05,99.85,4450213.98,4447218.98,4450213.98,2025-11-12,1895.0,7.27,,,7.15,32.91,,2019-07-05,1000,SUR,,,,,RUB,3
TQOB,2019-07-08,ОФЗ 26229,SU26229RMFS3,12,124013.86,99.86,101.857,100.101,100.101,6.46,100.011,7.26,99.95,124,,100.048,100.101,0.0,2988441.86,0.0,2025-11-12,1892.0,7.27,,,7.15,32.91,,2019-07-08,1000,SUR,,,,,RUB,3
TQOB,2019-07-09,ОФЗ 26229,SU26229RMFS3,16,504455797.93,99.85,100.15,100.0,100.0,6.66,99.851,7.28,100.1,505211,99.851,99.851,100.0,504455797.93,504455797.93,504455797.93,2025-11-12,1890.0,7.31,,,7.15,32.91,,2019-07-09,1000,SUR,,,,,RUB,3
TQOB,2019-07-10,ОФЗ 26229,SU26229RMFS3,63,4542728269.3,100.0,100.301,100.249,100.248,6.86,100.196,7.23,100.0,4533834,100.196,100.196,100.248,4542728269.3,4542728269.3,4542728269.3,2025-11-12,1890.0,7.24,,,7.15,32.91,,2019-07-10,1000,SUR,,,,,RUB,3
TQOB,2019-07-11,ОФЗ 26229,SU26229RMFS3,23,707976780.59,100.103,100.44,100.249,100.249,7.05,100.201,7.23,100.44,706556,100.201,100.201,100.249,707976780.59,707976780.59,707976780.59,2025-11-12,1889.0,7.24,,,7.15,32.91,,2019-07-11,1000,SUR,,,,,RUB,3
TQOB,2019-07-12,ОФЗ 26229,SU26229RMFS3,28,468547599.2,99.851,100.32,100.0,100.0,7.25,100.024,7.28,100.102,468436,100.024,100.024,100.0,468547599.2,468547599.2,468547599.2,2025-11-12,1888.0,7.27,,,7.15,32.91,,2019-07-12,1000,SUR,,,,,RUB,3
TQOB,2019-07-15,ОФЗ 26229,SU26229RMFS3,7,101142075.52,99.952,100.2,99.952,99.976,7.84,100.101,7.29,100.1,101040,100.038,100.093,99.976,569689674.72,109354042.01,569689674.72,2025-11-12,1885.0,7.26,,,7.15,32.91,,2019-07-15,1000,SUR,,,,,RUB,3
TQOB,2019-07-16,ОФЗ 26229,SU26229RMFS3,14,1698121.73,99.952,100.249,99.952,99.952,8.03,100.201,7.29,100.249,1694,100.243,100.243,99.952,1698121.73,1698121.73,1698121.73,2025-11-12,1884.0,7.23,,,7.15,32.91,,2019-07-16,1000,SUR,,,,,RUB,3
TQOB,2019-07-17,ОФЗ 26229,SU26229RMFS3,3,111275.28,100.248,100.248,100.248,100.248,8.23,99.987,7.23,100.248,111,100.244,100.244,100.248,1809397.01,1454542.96,1809397.01,2025-11-12,1883.0,7.28,,,7.15,32.91,,2019-07-17,1000,SUR,,,,,RUB,3
TQOB,2019-07-18,ОФЗ 26229,SU26229RMFS3,14,149963004.57,99.95,100.04,99.95,99.95,8.42,99.967,7.29,99.952,150013,99.967,99.967,99.95,149963004.57,149963004.57,149963004.57,2025-11-12,1882.0,7.28,,,7.15,32.91,,2019-07-18,1000,SUR,,,,,RUB,3
TQOB,2019-07-19,ОФЗ 26229,SU26229RMFS3,4,333463.3,99.95,100.14,100.14,100.14,8.62,100.139,7.25,100.09,333,99.967,99.951,100.14,150296467.87,100281472.52,150296467.87,2025-11-12,1881.0,7.25,,,7.15,32.91,,2019-07-19,1000,SUR,,,,,RUB,3
TQOB,2019-07-22,ОФЗ 26229,SU26229RMFS3,10,839358935.9,100.14,100.7,100.4,100.4,9.21,100.261,7.19,100.7,837214,100.256,100.256,100.4,839358935.9,839358935.9,839358935.9,2025-11-12,1878.0,7.22,,,7.15,32.91,,2019-07-22,1000,SUR,,,,,RUB,3
TQOB,2019-07-23,ОФЗ 26229,SU26229RMFS3,3,1110412.94,100.399,100.399,100.399,100.399,9.4,100.399,7.19,100.399,1106,100.256,100.256,100.399,840469348.84,837457333.44,840469348.84,2025-11-12,1878.0,7.19,,,7.15,32.91,,2019-07-23,1000,SUR,,,,,RUB,3
TQOB,2019-07-24,ОФЗ 26229,SU26229RMFS3,6,1491238.17,100.55,100.649,100.55,100.55,9.6,100.556,7.16,100.599,1483,100.257,100.489,100.55,841960587.01,2602655.11,841960587.01,2025-11-12,1877.0,7.16,,,7.15,32.91,,2019-07-24,1000,SUR,,,,,RUB,3
TQOB,2019-07-25,ОФЗ 26229,SU26229RMFS3,4,29971058.0,100.65,100.9,100.65,100.65,9.79,100.762,7.14,100.8,29732,100.792,100.792,100.65,31462296.17,31462296.17,31462296.17,2025-11-12,1877.0,7.12,,,7.15,32.91,,2019-07-25,1000,SUR,,,,,RUB,3
TQOB,2019-07-26,ОФЗ 26229,SU26229RMFS3,8,271591.98,100.521,100.9,100.521,100.521,9.99,100.59,7.17,100.9,270,100.802,100.802,100.521,30242649.98,24799249.98,30242649.98,2025-11-12,1875.0,7.15,,,7.15,32.91,,2019-07-26,1000,SUR,,,,,RUB,3
TQOB,2019-07-29,ОФЗ 26229,SU26229RMFS3,7,5072340.7,100.4,100.748,100.748,100.748,10.58,100.352,7.12,100.55,5052,100.412,100.407,100.748,5343932.68,5274389.2,5343932.68,2025-11-12,1872.0,7.2,,,7.15,32.91,,2019-07-29,1000,SUR,,,,,RUB,3
TQOB,2019-07-30,ОФЗ 26229,SU26229RMFS3,13,151269146.66,100.252,100.501,100.4,100.4,10.77,100.448,7.19,100.41,150594,100.448,100.448,100.4,151269146.66,151269146.66,151269146.66,2025-11-12,1871.0,7.18,,,7.15,32.91,,2019-07-30,1000,SUR,,,,,RUB,3
TQOB,2019-07-31,ОФЗ 26229,SU26229RMFS3,24,284910242.63,100.45,101.75,100.5,100.5,10.97,100.512,7.17,101.75,283528,100.488,100.488,100.5,284910242.63,284910242.63,284910242.63,2025-11-12,1870.0,7.17,,,7.15,32.91,,2019-07-31,1000,SUR,,,,,RUB,3
TQOB,2019-08-01,ОФЗ 26229,SU26229RMFS3,12,260091.71,100.335,100.497,100.497,100.497,11.17,100.422,7.17,100.335,259,,100.5,100.497,0.0,198299361.71,0.0,2025-11-12,1869.0,7.19,,,7.15,32.91,,2019-08-01,1000,SUR,,,,,RUB,3
TQOB,2019-08-02,ОФЗ 26229,SU26229RMFS3,43,175315546.91,99.841,100.335,99.841,99.868,11.36,99.922,7.31,100.0,175430,99.935,99.935,99.868,175315546.91,175315546.91,175315546.91,2025-11-12,1867.0,7.29,,,7.15,32.91,,2019-08-02,1000,SUR,,,,,RUB,3
TQOB,2019-08-05,ОФЗ 26229,SU26229RMFS3,19,50975907.26,99.4,100.55,100.25,100.25,11.95,100.25,7.22,100.55,50849,100.25,100.25,100.25,50975907.26,50975907.26,50975907.26,2025-11-12,1864.0,7.22,,,7.15,32.91,,2019-08-05,1000,SUR,,,,,RUB,3
