BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOB,2018-02-28,ОФЗ 26225,SU26225RMFS1,142,1117883067.82,100.0,103.579,100.1,100.096,1.39,100.063,7.37,103.579,1117184,100.063,100.063,100.096,1117883067.82,1117883067.82,1117883067.82,2034-05-10,3566,7.38,,,7.25,19.47,,2018-02-28,1000,SUR,,,,,RUB,3
TQOB,2018-03-01,ОФЗ 26225,SU26225RMFS1,265,1499907500.1,99.95,100.29,100.048,100.048,1.59,100.014,7.38,100.29,1499906,100.0,100.0,100.048,1499907500.1,1499907500.1,1499907500.1,2034-05-10,3565,7.38,,,7.25,19.47,,2018-03-01,1000,SUR,,,,,RUB,3
TQOB,2018-03-02,ОФЗ 26225,SU26225RMFS1,190,210287328.3,99.9,100.249,99.9,99.9,1.79,99.974,7.39,99.964,210377,99.957,99.957,99.9,210287328.3,210287328.3,210287328.3,2034-05-10,3563,7.39,,,7.25,19.47,,2018-03-02,1000,SUR,,,,,RUB,3
TQOB,2018-03-05,ОФЗ 26225,SU26225RMFS1,79,204152810.8,99.95,100.299,100.004,100.044,2.38,100.025,7.38,100.299,204102,100.025,100.025,100.044,204152810.8,204152810.8,204152810.8,2034-05-10,3561,7.38,,,7.25,19.47,,2018-03-05,1000,SUR,,,,,RUB,3
TQOB,2018-03-06,ОФЗ 26225,SU26225RMFS1,117,312906526.07,100.004,100.29,100.149,100.149,2.58,100.095,7.37,100.004,312579,100.105,100.105,100.149,312906526.07,312906526.07,312906526.07,2034-05-10,3561,7.37,,,7.25,19.47,,2018-03-06,1000,SUR,,,,,RUB,3
TQOB,2018-03-07,ОФЗ 26225,SU26225RMFS1,113,78004388.64,100.11,100.31,100.25,100.25,2.78,100.28,7.36,100.25,77787,100.279,100.279,100.25,78004388.64,78004388.64,78004388.64,2034-05-10,3562,7.35,,,7.25,19.47,,2018-03-07,1000,SUR,,,,,RUB,3
TQOB,2018-03-09,ОФЗ 26225,SU26225RMFS1,32,4029391.16,100.101,100.599,100.302,100.34,3.18,100.459,7.35,100.101,4011,100.459,100.459,100.34,4029391.16,4029391.16,4029391.16,2034-05-10,3562,7.33,,,7.25,19.47,,2018-03-09,1000,SUR,,,,,RUB,3
TQOB,2018-03-12,ОФЗ 26225,SU26225RMFS1,107,224985680.39,100.12,100.458,100.25,100.249,3.77,100.182,7.36,100.458,224588,100.177,100.177,100.249,224985680.39,224985680.39,224985680.39,2034-05-10,3556,7.36,,,7.25,19.47,,2018-03-12,1000,SUR,,,,,RUB,3
TQOB,2018-03-13,ОФЗ 26225,SU26225RMFS1,170,200444248.91,100.031,100.43,100.199,100.199,3.97,100.198,7.36,100.303,200074,100.185,100.185,100.199,200444248.91,200444248.91,200444248.91,2034-05-10,3555,7.36,,,7.25,19.47,,2018-03-13,1000,SUR,,,,,RUB,3
TQOB,2018-03-14,ОФЗ 26225,SU26225RMFS1,355,1642039341.91,99.93,100.337,99.999,99.999,4.17,100.118,7.38,100.2,1641716,100.02,100.02,99.999,1642039341.91,1642039341.91,1642039341.91,2034-05-10,3553,7.37,,,7.25,19.47,,2018-03-14,1000,SUR,,,,,RUB,3
