BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOB,2017-02-01,ОФЗ 26220,SU26220RMFS2,6,19012514.65,97.4,97.499,97.499,97.499,0.0,97.4002,8.1,97.499,19520,,,97.499,0.0,0.0,0.0,2022-12-07,1764,8.13,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-02-02,ОФЗ 26220,SU26220RMFS2,26,978009790.83,97.4999,97.6998,97.55,97.55,0.2,97.5401,8.09,97.5,1002345,97.5722,97.5722,97.55,978009790.83,978009790.83,978009790.83,2022-12-07,1764,8.1,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-02-03,ОФЗ 26220,SU26220RMFS2,16,1950434571.93,97.5,97.8498,97.6989,97.699,0.41,97.549,8.06,97.8497,2000061,97.5188,97.5188,97.699,1950434571.93,1950434571.93,1950434571.93,2022-12-07,1763,8.09,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-02-06,ОФЗ 26220,SU26220RMFS2,15,54804.68,97.6999,97.8697,97.6999,97.7505,1.01,97.6,8.06,97.8697,56,,97.5,97.7505,0.0,487555781.67,0.0,2022-12-07,1760,8.08,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-02-07,ОФЗ 26220,SU26220RMFS2,23,681839129.97,97.4,97.9997,97.4,97.4177,1.22,97.4,8.13,97.999,700040,97.4,97.4,97.4177,681839129.97,681839129.97,681839129.97,2022-12-07,1758,8.13,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-02-08,ОФЗ 26220,SU26220RMFS2,27,480427969.29,97.0,97.5996,97.1,97.1,1.42,97.1117,8.2,97.5996,494739,97.1074,97.1074,97.1,480427969.29,480427969.29,480427969.29,2022-12-07,1757,8.19,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-02-09,ОФЗ 26220,SU26220RMFS2,22,410861698.0,97.1,97.25,97.25,97.25,1.62,97.1943,8.16,97.2001,422611,97.2198,97.2198,97.25,410861698.0,410861698.0,410861698.0,2022-12-07,1756,8.18,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-02-10,ОФЗ 26220,SU26220RMFS2,18,565916484.1,97.249,98.0,97.2888,97.2888,1.82,97.2781,8.15,98.0,581737,97.2805,97.2805,97.2888,565916484.1,565916484.1,565916484.1,2022-12-07,1755,8.16,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-02-13,ОФЗ 26220,SU26220RMFS2,9,107125925.71,97.11,97.3699,97.2501,97.2501,2.43,97.2657,8.16,97.11,110155,97.2756,97.2751,97.2501,673042409.81,301703525.71,673042409.81,2022-12-07,1752,8.16,,,,,,,1000,SUR,,,,,RUB,3
TQOB,2017-02-14,ОФЗ 26220,SU26220RMFS2,7,1148468.32,97.2,97.4989,97.25,97.2485,2.64,97.3367,8.16,97.4988,1179,97.2519,97.2538,97.2485,108274394.03,49774491.33,108274394.03,2022-12-07,1751,8.14,,,,,,,1000,SUR,,,,,RUB,3
