BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOB,2019-03-27,ОФЗ 26227,SU26227RMFS7,50,526181588.66,97.668,98.7,97.8,97.824,0.0,97.846,8.08,98.0,537685,97.861,97.861,97.824,526181588.66,526181588.66,526181588.66,2024-07-17,1633,8.07,,,7.4,24.13,,2019-03-27,1000,SUR,,,,,RUB,3
TQOB,2019-03-28,ОФЗ 26227,SU26227RMFS7,60,1074707984.54,97.616,97.969,97.7,97.75,0.2,97.744,8.1,97.969,1099468,97.748,97.748,97.75,1074707984.54,1074707984.54,1074707984.54,2024-07-17,1632,8.09,,,7.4,24.13,,2019-03-28,1000,SUR,,,,,RUB,3
TQOB,2019-03-29,ОФЗ 26227,SU26227RMFS7,25,51080870.67,97.6,97.88,97.6,97.608,0.41,97.63,8.13,97.802,52321,97.63,97.63,97.608,51080870.67,51080870.67,51080870.67,2024-07-17,1631,8.12,,,7.4,24.13,,2019-03-29,1000,SUR,,,,,RUB,3
TQOB,2019-04-01,ОФЗ 26227,SU26227RMFS7,38,116610053.82,97.33,98.3,97.499,97.499,1.01,97.584,8.15,98.3,119762,97.368,97.368,97.499,116610053.82,116610053.82,116610053.82,2024-07-17,1627,8.13,,,7.4,24.13,,2019-04-01,1000,SUR,,,,,RUB,3
TQOB,2019-04-02,ОФЗ 26227,SU26227RMFS7,10,230963.35,97.4,97.58,97.4,97.4,1.22,97.453,8.18,97.58,237,,97.406,97.4,0.0,2056247.27,0.0,2024-07-17,1626,8.16,,,7.4,24.13,,2019-04-02,1000,SUR,,,,,RUB,3
TQOB,2019-04-03,ОФЗ 26227,SU26227RMFS7,6,12333850.0,97.5,97.75,97.75,97.75,1.42,97.501,8.09,97.55,12650,97.5,97.5,97.75,12564813.35,12455656.87,12564813.35,2024-07-17,1625,8.15,,,7.4,24.13,,2019-04-03,1000,SUR,,,,,RUB,3
TQOB,2019-04-04,ОФЗ 26227,SU26227RMFS7,17,108392125.31,95.8,97.699,97.449,97.449,1.62,97.229,8.17,97.333,111481,97.229,97.229,97.449,108392125.31,108392125.31,108392125.31,2024-07-17,1624,8.22,,,7.4,24.13,,2019-04-04,1000,SUR,,,,,RUB,3
TQOB,2019-04-05,ОФЗ 26227,SU26227RMFS7,14,203385021.48,97.6,97.75,97.6,97.6,1.82,97.652,8.13,97.75,208276,97.652,97.652,97.6,203385021.48,203385021.48,203385021.48,2024-07-17,1624,8.12,,,7.4,24.13,,2019-04-05,1000,SUR,,,,,RUB,3
TQOB,2019-04-08,ОФЗ 26227,SU26227RMFS7,25,355055875.03,97.649,97.75,97.749,97.749,2.43,97.681,8.09,97.65,363485,97.681,97.681,97.749,355055875.03,355055875.03,355055875.03,2024-07-17,1621,8.11,,,7.4,24.13,,2019-04-08,1000,SUR,,,,,RUB,3
TQOB,2019-04-09,ОФЗ 26227,SU26227RMFS7,48,1149053872.81,97.64,97.86,97.64,97.64,2.64,97.683,8.12,97.86,1176344,97.68,97.68,97.64,1149053872.81,1149053872.81,1149053872.81,2024-07-17,1620,8.11,,,7.4,24.13,,2019-04-09,1000,SUR,,,,,RUB,3
TQOB,2019-04-10,ОФЗ 26227,SU26227RMFS7,85,2217319620.04,97.44,97.99,97.8,97.79,2.84,97.726,8.08,97.99,2268868,97.728,97.728,97.79,2217319620.04,2217319620.04,2217319620.04,2024-07-17,1619,8.1,,,7.4,24.13,,2019-04-10,1000,SUR,,,,,RUB,3
TQOB,2019-04-11,ОФЗ 26227,SU26227RMFS7,42,1431375745.85,97.749,97.959,97.8,97.8,3.04,97.757,8.08,97.959,1464036,97.769,97.769,97.8,1431375745.85,1431375745.85,1431375745.85,2024-07-17,1618,8.09,,,7.4,24.13,,2019-04-11,1000,SUR,,,,,RUB,3
TQOB,2019-04-12,ОФЗ 26227,SU26227RMFS7,35,585294973.41,97.801,97.942,97.897,97.897,3.24,97.886,8.06,97.89,597988,97.877,97.877,97.897,585294973.41,585294973.41,585294973.41,2024-07-17,1617,8.06,,,7.4,24.13,,2019-04-12,1000,SUR,,,,,RUB,3
TQOB,2019-04-15,ОФЗ 26227,SU26227RMFS7,44,770785158.27,97.801,97.95,97.85,97.85,3.85,97.861,8.07,97.948,787441,97.885,97.885,97.85,770785158.27,770785158.27,770785158.27,2024-07-17,1614,8.06,,,7.4,24.13,,2019-04-15,1000,SUR,,,,,RUB,3
TQOB,2019-04-16,ОФЗ 26227,SU26227RMFS7,48,1386208045.13,97.89,97.947,97.94,97.94,4.06,97.904,8.04,97.947,1415743,97.914,97.914,97.94,1386208045.13,1386208045.13,1386208045.13,2024-07-17,1613,8.05,,,7.4,24.13,,2019-04-16,1000,SUR,,,,,RUB,3
TQOB,2019-04-17,ОФЗ 26227,SU26227RMFS7,60,1869161904.27,97.89,98.0,97.9,97.928,4.26,97.954,8.05,97.95,1907825,97.973,97.973,97.928,1869161904.27,1869161904.27,1869161904.27,2024-07-17,1612,8.04,,,7.4,24.13,,2019-04-17,1000,SUR,,,,,RUB,3
