BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR,TRADINGSESSION,VOLUME
RTSI,RTSI,2017-07-25,Индекс РТС,Индекс РТС,1010.06,1014.17,1018.55,1004.79,494421983.23,,,2,148603265955.25,USD,147122503.8465,3,
RTSI,RTSI,2017-07-26,Индекс РТС,Индекс РТС,1020.6,1014.25,1020.6,1010.56,422064386.86,,,2,150153887854.94,USD,147122503.8465,3,
RTSI,RTSI,2017-07-27,Индекс РТС,Индекс РТС,1030.95,1026.16,1031.16,1024.18,427402906.0,,,2,151675971406.69,USD,147122503.8465,3,
RTSI,RTSI,2017-07-28,Индекс РТС,Индекс РТС,1014.44,1027.6,1027.6,1007.42,531185272.69,,,2,149246229643.6,USD,147122503.8465,3,
RTSI,RTSI,2017-07-31,Индекс РТС,Индекс РТС,1007.14,1014.15,1015.6,997.61,546207793.77,,,2,148172816113.78,USD,147122503.8465,3,
RTSI,RTSI,2017-08-01,Индекс РТС,Индекс РТС,1014.24,1014.43,1022.92,1012.51,514477509.07,,,2,149217816187.22,USD,147122503.8465,3,
RTSI,RTSI,2017-08-02,Индекс РТС,Индекс РТС,1021.42,1013.19,1023.16,1010.5,499016453.77,,,2,150273458020.46,USD,147122503.8465,3,
RTSI,RTSI,2017-08-03,Индекс РТС,Индекс РТС,1029.41,1022.09,1030.25,1018.02,434645057.67,,,2,151450049728.46,USD,147122503.8465,3,
RTSI,RTSI,2017-08-04,Индекс РТС,Индекс РТС,1026.73,1024.4,1028.16,1017.9,378850211.55,,,2,151055180329.79,USD,147122503.8465,3,
RTSI,RTSI,2017-08-07,Индекс РТС,Индекс РТС,1032.68,1026.07,1036.51,1026.07,395701576.48,,,2,151930930707.67,USD,147122503.8465,3,
RTSI,RTSI,2017-08-08,Индекс РТС,Индекс РТС,1048.69,1033.81,1048.69,1033.29,461682252.54,,,2,154286591208.49,USD,147122503.8465,3,
RTSI,RTSI,2017-08-09,Индекс РТС,Индекс РТС,1034.98,1045.39,1045.39,1033.79,441692993.94,,,2,152269537951.72,USD,147122503.8465,3,
RTSI,RTSI,2017-08-10,Индекс РТС,Индекс РТС,1029.26,1038.17,1042.62,1029.26,371487576.84,,,2,151426934450.07,USD,147122503.8465,3,
RTSI,RTSI,2017-08-11,Индекс РТС,Индекс РТС,1022.41,1023.69,1025.59,1012.09,532252637.05,,,2,150419508050.62,USD,147122503.8465,3,
RTSI,RTSI,2017-08-14,Индекс РТС,Индекс РТС,1031.13,1024.77,1033.5,1024.77,312977875.88,,,2,151701888264.82,USD,147122503.8465,3,
RTSI,RTSI,2017-08-15,Индекс РТС,Индекс РТС,1027.45,1026.38,1027.99,1017.64,342320227.93,,,2,151161458319.14,USD,147122503.8465,3,
RTSI,RTSI,2017-08-16,Индекс РТС,Индекс РТС,1029.76,1030.01,1036.65,1028.73,541879147.52,,,2,151500871520.84,USD,147122503.8465,3,
RTSI,RTSI,2017-08-17,Индекс РТС,Индекс РТС,1034.05,1029.94,1036.47,1027.26,314709620.22,,,2,152131775364.16,USD,147122503.8465,3,
RTSI,RTSI,2017-08-18,Индекс РТС,Индекс РТС,1027.85,1030.42,1030.42,1018.5,427256441.65,,,2,151219739384.77,USD,147122503.8465,3,
RTSI,RTSI,2017-08-21,Индекс РТС,Индекс РТС,1034.29,1031.69,1038.14,1028.76,345087301.96,,,2,152166848512.62,USD,147122503.8465,3,
RTSI,RTSI,2017-08-22,Индекс РТС,Индекс РТС,1039.44,1033.3,1040.64,1033.3,438917214.09,,,2,152924860800.03,USD,147122503.8465,3,
RTSI,RTSI,2017-08-23,Индекс РТС,Индекс РТС,1044.96,1038.46,1044.96,1036.18,485419936.94,,,2,153736587152.92,USD,147122503.8465,3,
RTSI,RTSI,2017-08-24,Индекс РТС,Индекс РТС,1049.96,1044.77,1050.54,1043.66,491862775.26,,,2,154472553390.97,USD,147122503.8465,3,
RTSI,RTSI,2017-08-25,Индекс РТС,Индекс РТС,1060.49,1050.8,1061.12,1050.79,530844618.51,,,2,156022574696.2,USD,147122503.8465,3,
RTSI,RTSI,2017-08-28,Индекс РТС,Индекс РТС,1068.75,1064.07,1070.77,1059.94,346589128.51,,,2,157237041970.08,USD,147122503.8465,3,
RTSI,RTSI,2017-08-29,Индекс РТС,Индекс РТС,1067.58,1070.63,1070.63,1055.29,518984096.2,,,2,157064539976.04,USD,147122503.8465,3,
RTSI,RTSI,2017-08-30,Индекс РТС,Индекс РТС,1084.41,1067.21,1084.41,1067.21,657826577.37,,,2,159540770004.07,USD,147122503.8465,3,
RTSI,RTSI,2017-08-31,Индекс РТС,Индекс РТС,1095.84,1079.02,1098.46,1076.38,830296654.18,,,2,161222080204.84,USD,147122503.8465,3,
RTSI,RTSI,2017-09-01,Индекс РТС,Индекс РТС,1100.58,1098.08,1103.54,1094.62,534685381.68,,,2,161919391047.71,USD,147122503.8465,3,
RTSI,RTSI,2017-09-04,Индекс РТС,Индекс РТС,1091.83,1098.2,1099.49,1087.77,367221074.17,,,2,160632618041.49,USD,147122503.8465,3,
RTSI,RTSI,2017-09-05,Индекс РТС,Индекс РТС,1100.83,1092.23,1103.11,1086.77,535973310.73,,,2,161956641711.75,USD,147122503.8465,3,
RTSI,RTSI,2017-09-06,Индекс РТС,Индекс РТС,1106.7,1096.29,1107.5,1092.92,573181757.41,,,2,162820688638.61,USD,147122503.8465,3,
RTSI,RTSI,2017-09-07,Индекс РТС,Индекс РТС,1110.73,1107.94,1121.55,1107.94,554878936.49,,,2,163414042263.56,USD,147122503.8465,3,
RTSI,RTSI,2017-09-08,Индекс РТС,Индекс РТС,1119.61,1113.13,1124.39,1113.13,668901215.9,,,2,164719177836.39,USD,147122503.8465,3,
RTSI,RTSI,2017-09-11,Индекс РТС,Индекс РТС,1126.74,1119.76,1129.43,1119.35,635466405.7,,,2,165769072745.14,USD,147122503.8465,3,
RTSI,RTSI,2017-09-12,Индекс РТС,Индекс РТС,1124.23,1126.48,1130.35,1120.87,542352999.11,,,2,165399122514.72,USD,147122503.8465,3,
RTSI,RTSI,2017-09-13,Индекс РТС,Индекс РТС,1118.38,1124.25,1131.04,1118.09,656919765.43,,,2,164538572457.45,USD,147122503.8465,3,
RTSI,RTSI,2017-09-14,Индекс РТС,Индекс РТС,1125.69,1116.82,1127.45,1112.43,549680901.07,,,2,165613990582.85,USD,147122503.8465,3,
RTSI,RTSI,2017-09-15,Индекс РТС,Индекс РТС,1123.43,1123.93,1126.29,1115.77,632616045.87,,,2,165281157512.78,USD,147122503.8465,3,
RTSI,RTSI,2017-09-18,Индекс РТС,Индекс РТС,1119.14,1123.49,1127.98,1116.28,479499102.82,,,2,164649964937.34,USD,147122503.8465,3,
RTSI,RTSI,2017-09-19,Индекс РТС,Индекс РТС,1108.71,1115.13,1117.56,1107.79,497201292.46,,,2,163115837581.87,USD,147122503.8465,3,
RTSI,RTSI,2017-09-20,Индекс РТС,Индекс РТС,1122.43,1110.33,1122.43,1108.31,612958938.54,,,2,165134005770.35,USD,147122503.8465,3,
RTSI,RTSI,2017-09-21,Индекс РТС,Индекс РТС,1120.13,1114.84,1122.01,1110.21,570532392.92,,,2,164795937380.92,USD,147122503.8465,3,
RTSI,RTSI,2017-09-22,Индекс РТС,Индекс РТС,1123.24,1120.25,1125.04,1117.59,487914430.45,,,2,163897747275.83,USD,145915610.2795,3,
RTSI,RTSI,2017-09-25,Индекс РТС,Индекс РТС,1130.54,1123.83,1135.33,1119.2,625000428.15,,,2,164963678553.45,USD,145915610.2795,3,
RTSI,RTSI,2017-09-26,Индекс РТС,Индекс РТС,1127.26,1133.57,1144.12,1127.26,703977639.89,,,2,164484426476.85,USD,145915610.2795,3,
RTSI,RTSI,2017-09-27,Индекс РТС,Индекс РТС,1126.94,1128.99,1131.36,1120.62,509916292.15,,,2,164438687787.46,USD,145915610.2795,3,
RTSI,RTSI,2017-09-28,Индекс РТС,Индекс РТС,1125.56,1126.28,1131.34,1117.05,440540821.6,,,2,164236429187.79,USD,145915610.2795,3,
RTSI,RTSI,2017-09-29,Индекс РТС,Индекс РТС,1136.75,1126.72,1137.54,1122.45,449575288.63,,,2,165869388013.83,USD,145915610.2795,3,
RTSI,RTSI,2017-10-02,Индекс РТС,Индекс РТС,1128.69,1138.21,1139.31,1127.8,410488023.22,,,2,164693344762.39,USD,145915610.2795,3,
RTSI,RTSI,2017-10-03,Индекс РТС,Индекс РТС,1129.9,1129.82,1133.82,1125.48,505528110.57,,,2,164870442460.85,USD,145915610.2795,3,
RTSI,RTSI,2017-10-04,Индекс РТС,Индекс РТС,1137.14,1129.46,1137.55,1127.38,392969154.19,,,2,165926445739.37,USD,145915610.2795,3,
RTSI,RTSI,2017-10-05,Индекс РТС,Индекс РТС,1144.05,1134.15,1144.73,1133.12,542510513.61,,,2,166934968904.52,USD,145915610.2795,3,
RTSI,RTSI,2017-10-06,Индекс РТС,Индекс РТС,1134.3,1140.9,1146.37,1132.13,507622023.16,,,2,165511526566.18,USD,145915610.2795,3,
RTSI,RTSI,2017-10-09,Индекс РТС,Индекс РТС,1132.45,1133.75,1135.34,1126.27,374420910.35,,,2,165241429868.04,USD,145915610.2795,3,
RTSI,RTSI,2017-10-10,Индекс РТС,Индекс РТС,1134.86,1131.84,1139.38,1130.38,359940710.19,,,2,165593118937.73,USD,145915610.2795,3,
RTSI,RTSI,2017-10-11,Индекс РТС,Индекс РТС,1143.32,1134.16,1144.38,1133.7,587635090.09,,,2,166828431823.87,USD,145915610.2795,3,
RTSI,RTSI,2017-10-12,Индекс РТС,Индекс РТС,1143.96,1144.65,1147.61,1139.7,445938621.2,,,2,166921730281.66,USD,145915610.2795,3,
RTSI,RTSI,2017-10-13,Индекс РТС,Индекс РТС,1156.64,1144.0,1156.64,1143.84,484759530.81,,,2,168772064084.62,USD,145915610.2795,3,
RTSI,RTSI,2017-10-16,Индекс РТС,Индекс РТС,1158.24,1158.31,1161.82,1154.31,483739917.9,,,2,169005664500.11,USD,145915610.2795,3,
RTSI,RTSI,2017-10-17,Индекс РТС,Индекс РТС,1146.62,1157.25,1157.69,1144.18,498674374.77,,,2,167310361336.68,USD,145915610.2795,3,
RTSI,RTSI,2017-10-18,Индекс РТС,Индекс РТС,1147.79,1149.85,1154.11,1145.95,543276377.65,,,2,167480737614.68,USD,145915610.2795,3,
RTSI,RTSI,2017-10-19,Индекс РТС,Индекс РТС,1138.64,1148.78,1151.39,1135.24,506564281.46,,,2,166144656605.42,USD,145915610.2795,3,
RTSI,RTSI,2017-10-20,Индекс РТС,Индекс РТС,1134.45,1142.02,1143.48,1131.72,554382963.94,,,2,165534176037.84,USD,145915610.2795,3,
RTSI,RTSI,2017-10-23,Индекс РТС,Индекс РТС,1131.08,1136.13,1138.7,1129.71,444493957.15,,,2,165042209072.65,USD,145915610.2795,3,
RTSI,RTSI,2017-10-24,Индекс РТС,Индекс РТС,1127.03,1129.89,1132.18,1125.93,461168423.53,,,2,164450913915.73,USD,145915610.2795,3,
RTSI,RTSI,2017-10-25,Индекс РТС,Индекс РТС,1118.13,1127.59,1133.09,1118.13,524961702.14,,,2,163151994279.41,USD,145915610.2795,3,
RTSI,RTSI,2017-10-26,Индекс РТС,Индекс РТС,1118.19,1117.97,1120.48,1111.34,436921079.56,,,2,163160827334.21,USD,145915610.2795,3,
RTSI,RTSI,2017-10-27,Индекс РТС,Индекс РТС,1118.62,1116.4,1119.91,1105.5,566066238.85,,,2,163223650230.2,USD,145915610.2795,3,
RTSI,RTSI,2017-10-30,Индекс РТС,Индекс РТС,1124.05,1122.69,1132.86,1120.14,448309170.57,,,2,164015865834.42,USD,145915610.2795,3,
RTSI,RTSI,2017-10-31,Индекс РТС,Индекс РТС,1113.41,1122.74,1126.18,1113.41,488908372.73,,,2,162464534112.54,USD,145915610.2795,3,
RTSI,RTSI,2017-11-01,Индекс РТС,Индекс РТС,1126.43,1118.34,1132.56,1117.12,619601241.19,,,2,164363515935.44,USD,145915610.2795,3,
RTSI,RTSI,2017-11-02,Индекс РТС,Индекс РТС,1118.66,1124.58,1126.61,1116.0,560232798.17,,,2,163229474195.0,USD,145915610.2795,3,
RTSI,RTSI,2017-11-03,Индекс РТС,Индекс РТС,1109.38,1122.89,1130.42,1107.65,540340137.07,,,2,161876273838.03,USD,145915610.2795,3,
RTSI,RTSI,2017-11-07,Индекс РТС,Индекс РТС,1146.98,1115.89,1152.75,1115.89,1286490853.3,,,2,167362776890.54,USD,145915610.2795,3,
RTSI,RTSI,2017-11-08,Индекс РТС,Индекс РТС,1150.36,1143.77,1156.11,1137.58,827917839.13,,,2,167854966487.53,USD,145915610.2795,3,
RTSI,RTSI,2017-11-09,Индекс РТС,Индекс РТС,1161.38,1149.4,1161.38,1147.22,1038383182.12,,,2,169464133993.15,USD,145915610.2795,3,
RTSI,RTSI,2017-11-10,Индекс РТС,Индекс РТС,1156.74,1160.76,1164.76,1154.82,1051590587.17,,,2,168787113805.15,USD,145915610.2795,3,
RTSI,RTSI,2017-11-13,Индекс РТС,Индекс РТС,1148.79,1154.41,1167.73,1148.72,638791609.54,,,2,167626182687.16,USD,145915610.2795,3,
RTSI,RTSI,2017-11-14,Индекс РТС,Индекс РТС,1136.86,1149.5,1152.26,1136.86,782457431.64,,,2,165885964445.23,USD,145915610.2795,3,
RTSI,RTSI,2017-11-15,Индекс РТС,Индекс РТС,1116.53,1129.65,1130.97,1116.47,889242387.79,,,2,162919820923.54,USD,145915610.2795,3,
RTSI,RTSI,2017-11-16,Индекс РТС,Индекс РТС,1126.52,1117.27,1128.93,1109.72,944410213.88,,,2,164376352337.75,USD,145915610.2795,3,
RTSI,RTSI,2017-11-17,Индекс РТС,Индекс РТС,1132.45,1127.37,1135.7,1124.14,575401258.43,,,2,165241801055.85,USD,145915610.2795,3,
RTSI,RTSI,2017-11-20,Индекс РТС,Индекс РТС,1128.72,1137.36,1138.77,1124.89,440745509.92,,,2,164697936060.14,USD,145915610.2795,3,
RTSI,RTSI,2017-11-21,Индекс РТС,Индекс РТС,1147.61,1131.96,1147.61,1131.73,852868073.41,,,2,167454766712.98,USD,145915610.2795,3,
RTSI,RTSI,2017-11-22,Индекс РТС,Индекс РТС,1159.11,1148.73,1159.21,1148.73,571214765.09,,,2,169132722494.91,USD,145915610.2795,3,
RTSI,RTSI,2017-11-23,Индекс РТС,Индекс РТС,1158.62,1163.1,1163.97,1155.34,524833984.64,,,2,169060370235.42,USD,145915610.2795,3,
RTSI,RTSI,2017-11-24,Индекс РТС,Индекс РТС,1166.09,1158.09,1166.85,1153.37,533271690.96,,,2,170150490208.02,USD,145915610.2795,3,
RTSI,RTSI,2017-11-27,Индекс РТС,Индекс РТС,1160.56,1165.15,1170.46,1157.89,423776707.83,,,2,169344355230.56,USD,145915610.2795,3,
RTSI,RTSI,2017-11-28,Индекс РТС,Индекс РТС,1159.41,1155.11,1160.65,1148.07,538927361.61,,,2,169176587325.8,USD,145915610.2795,3,
RTSI,RTSI,2017-11-29,Индекс РТС,Индекс РТС,1144.68,1159.59,1161.84,1141.64,536526413.1,,,2,167026065260.36,USD,145915610.2795,3,
RTSI,RTSI,2017-11-30,Индекс РТС,Индекс РТС,1131.56,1140.42,1143.83,1126.53,1336855682.45,,,2,165111997847.34,USD,145915610.2795,3,
RTSI,RTSI,2017-12-01,Индекс РТС,Индекс РТС,1133.33,1133.41,1135.25,1124.48,550990718.39,,,2,165370675225.43,USD,145915610.2795,3,
RTSI,RTSI,2017-12-04,Индекс РТС,Индекс РТС,1133.87,1125.86,1136.45,1113.04,537978597.38,,,2,165449365790.14,USD,145915610.2795,3,
RTSI,RTSI,2017-12-05,Индекс РТС,Индекс РТС,1134.25,1134.55,1135.1,1128.54,430477351.91,,,2,165504522201.33,USD,145915610.2795,3,
RTSI,RTSI,2017-12-06,Индекс РТС,Индекс РТС,1131.38,1132.08,1133.01,1123.4,408617698.67,,,2,165085835376.0,USD,145915610.2795,3,
RTSI,RTSI,2017-12-07,Индекс РТС,Индекс РТС,1119.51,1128.2,1128.2,1117.27,482401834.91,,,2,163353822502.75,USD,145915610.2795,3,
RTSI,RTSI,2017-12-08,Индекс РТС,Индекс РТС,1119.54,1121.13,1126.64,1114.91,388953333.24,,,2,163358320768.86,USD,145915610.2795,3,
RTSI,RTSI,2017-12-11,Индекс РТС,Индекс РТС,1144.35,1120.62,1144.35,1120.62,494689125.69,,,2,166978031300.17,USD,145915610.2795,3,
RTSI,RTSI,2017-12-12,Индекс РТС,Индекс РТС,1149.88,1149.04,1155.03,1145.27,552073089.646,0.0,0.0,2,167785348384.57,USD,145915610.28,3,
RTSI,RTSI,2017-12-13,Индекс РТС,Индекс РТС,1141.5,1143.5,1149.46,1137.91,623471714.311,0.0,0.0,2,166562153415.49,USD,145915610.28,3,
RTSI,RTSI,2017-12-14,Индекс РТС,Индекс РТС,1153.32,1146.04,1153.32,1143.65,559180906.261,0.0,0.0,2,168287711980.94,USD,145915610.28,3,
RTSI,RTSI,2017-12-15,Индекс РТС,Индекс РТС,1148.27,1153.39,1153.39,1142.28,540353874.935,0.0,0.0,2,167550078312.75,USD,145915610.28,3,
RTSI,RTSI,2017-12-18,Индекс РТС,Индекс РТС,1147.91,1149.13,1157.43,1139.84,476995069.614,0.0,0.0,2,167498334820.97,USD,145915610.28,3,
RTSI,RTSI,2017-12-19,Индекс РТС,Индекс РТС,1134.58,1145.92,1149.6,1134.58,460455062.806,0.0,0.0,2,165553362457.62,USD,145915610.28,3,
RTSI,RTSI,2017-12-20,Индекс РТС,Индекс РТС,1129.33,1134.67,1137.0,1128.48,532966749.371,0.0,0.0,2,164787123040.56,USD,145915610.28,3,
RTSI,RTSI,2017-12-21,Индекс РТС,Индекс РТС,1126.97,1127.59,1131.13,1121.56,594519410.128,0.0,0.0,2,164442852196.55,USD,145915610.28,3,
RTSI,RTSI,2017-12-22,Индекс РТС,Индекс РТС,1135.7,1129.2,1139.1,1128.9,358606278.15,0.0,0.0,2,158948320260.0,USD,139956224.798,3,
RTSI,RTSI,2017-12-25,Индекс РТС,Индекс РТС,1143.94,1138.43,1145.62,1138.3,185988550.287,0.0,0.0,2,160101156860.0,USD,139956224.798,3,
RTSI,RTSI,2017-12-26,Индекс РТС,Индекс РТС,1144.97,1144.24,1147.27,1137.88,207031662.018,0.0,0.0,2,160245334428.0,USD,139956224.798,3,
RTSI,RTSI,2017-12-27,Индекс РТС,Индекс РТС,1148.92,1147.57,1152.09,1145.46,459948828.46,0.0,0.0,2,160799063776.0,USD,139956224.798,3,
RTSI,RTSI,2017-12-28,Индекс РТС,Индекс РТС,1150.58,1148.94,1151.29,1143.33,314196079.481,0.0,0.0,2,161030772433.0,USD,139956224.798,3,
RTSI,RTSI,2017-12-29,Индекс РТС,Индекс РТС,1154.43,1151.75,1154.43,1142.11,277177609.675,0.0,0.0,2,161569674743.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-03,Индекс РТС,Индекс РТС,1183.06,1154.44,1183.06,1154.44,367636019.301,0.0,0.0,2,165576832496.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-04,Индекс РТС,Индекс РТС,1214.17,1185.05,1214.17,1185.05,640701215.469,0.0,0.0,2,169931301775.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-05,Индекс РТС,Индекс РТС,1219.89,1216.67,1219.89,1208.42,455859259.51,0.0,0.0,2,170731865287.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-09,Индекс РТС,Индекс РТС,1229.15,1222.38,1238.26,1222.38,778285293.117,0.0,0.0,2,172026995632.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-10,Индекс РТС,Индекс РТС,1234.64,1231.13,1236.53,1225.14,703724884.841,0.0,0.0,2,172795957930.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-11,Индекс РТС,Индекс РТС,1248.75,1233.17,1248.75,1227.05,633039808.864,0.0,0.0,2,174769835226.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-12,Индекс РТС,Индекс РТС,1261.07,1253.7,1261.07,1242.63,674738307.683,0.0,0.0,2,176494605479.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-15,Индекс РТС,Индекс РТС,1264.3,1261.35,1273.07,1259.66,505874381.918,0.0,0.0,2,176946483343.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-16,Индекс РТС,Индекс РТС,1261.09,1264.95,1266.44,1245.35,606023757.961,0.0,0.0,2,176497548728.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-17,Индекс РТС,Индекс РТС,1264.7,1254.23,1264.7,1241.19,724029864.255,0.0,0.0,2,177002486929.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-18,Индекс РТС,Индекс РТС,1279.28,1265.26,1282.09,1264.37,897441697.189,0.0,0.0,2,179043583522.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-19,Индекс РТС,Индекс РТС,1270.92,1280.91,1283.96,1265.53,706993126.308,0.0,0.0,2,177873020755.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-22,Индекс РТС,Индекс РТС,1285.33,1269.72,1285.33,1269.72,580154029.638,0.0,0.0,2,179889482014.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-23,Индекс РТС,Индекс РТС,1283.75,1289.03,1294.2,1270.18,720291464.863,0.0,0.0,2,179668173561.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-24,Индекс РТС,Индекс РТС,1292.32,1284.39,1292.32,1273.95,599947563.76,0.0,0.0,2,180868352326.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-25,Индекс РТС,Индекс РТС,1311.21,1296.23,1313.44,1296.23,949744573.016,0.0,0.0,2,183511880421.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-26,Индекс РТС,Индекс РТС,1286.7,1305.25,1307.03,1281.37,762809325.371,0.0,0.0,2,180081248361.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-29,Индекс РТС,Индекс РТС,1275.57,1285.32,1290.58,1272.79,778788732.14,0.0,0.0,2,178524275702.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-30,Индекс РТС,Индекс РТС,1274.94,1273.31,1292.04,1266.48,851390001.158,0.0,0.0,2,178435330690.0,USD,139956224.798,3,
RTSI,RTSI,2018-01-31,Индекс РТС,Индекс РТС,1282.36,1273.24,1284.58,1269.26,843629038.448,0.0,0.0,2,179474215856.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-01,Индекс РТС,Индекс РТС,1293.1,1284.7,1297.51,1279.6,839532824.688,0.0,0.0,2,180977311333.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-02,Индекс РТС,Индекс РТС,1272.76,1297.49,1298.25,1269.58,813406096.117,0.0,0.0,2,178130039617.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-05,Индекс РТС,Индекс РТС,1263.77,1266.03,1269.43,1254.93,685225848.777,0.0,0.0,2,176871789676.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-06,Индекс РТС,Индекс РТС,1232.69,1229.83,1247.51,1220.94,1126972169.49,0.0,0.0,2,172523244872.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-07,Индекс РТС,Индекс РТС,1242.53,1245.1,1257.71,1239.07,717067480.512,0.0,0.0,2,173900363172.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-08,Индекс РТС,Индекс РТС,1210.69,1229.76,1231.93,1210.69,689633050.356,0.0,0.0,2,169443425362.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-09,Индекс РТС,Индекс РТС,1185.79,1191.56,1199.25,1177.54,969529572.284,0.0,0.0,2,165959260361.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-12,Индекс РТС,Индекс РТС,1206.22,1191.86,1212.51,1191.86,597897964.71,0.0,0.0,2,168817942705.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-13,Индекс РТС,Индекс РТС,1226.92,1212.44,1226.92,1210.6,628274686.954,0.0,0.0,2,171715166609.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-14,Индекс РТС,Индекс РТС,1244.85,1231.54,1244.85,1218.3,747509215.719,0.0,0.0,2,174224501047.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-15,Индекс РТС,Индекс РТС,1262.27,1259.77,1271.46,1259.38,786369857.724,0.0,0.0,2,176663007181.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-16,Индекс РТС,Индекс РТС,1263.27,1265.9,1276.31,1255.05,1038771982.06,0.0,0.0,2,176802120477.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-19,Индекс РТС,Индекс РТС,1259.01,1259.93,1267.32,1255.87,554289672.008,0.0,0.0,2,176205962527.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-20,Индекс РТС,Индекс РТС,1264.68,1258.51,1266.1,1254.84,660372293.836,0.0,0.0,2,176999145175.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-21,Индекс РТС,Индекс РТС,1291.19,1263.31,1291.19,1260.51,932606851.693,0.0,0.0,2,180709720905.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-22,Индекс РТС,Индекс РТС,1301.01,1285.67,1301.01,1279.77,941647265.379,0.0,0.0,2,182084143334.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-26,Индекс РТС,Индекс РТС,1324.62,1312.03,1339.41,1311.29,1066449670.97,0.0,0.0,2,185389217097.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-27,Индекс РТС,Индекс РТС,1310.84,1332.58,1332.78,1310.84,659392486.917,0.0,0.0,2,183460794858.0,USD,139956224.798,3,
RTSI,RTSI,2018-02-28,Индекс РТС,Индекс РТС,1285.47,1308.81,1308.81,1285.47,859060262.808,0.0,0.0,2,179909410288.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-01,Индекс РТС,Индекс РТС,1274.18,1278.68,1283.3,1266.51,769544635.18,0.0,0.0,2,178330081800.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-02,Индекс РТС,Индекс РТС,1261.63,1272.45,1279.64,1248.07,691634139.647,0.0,0.0,2,176572321908.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-05,Индекс РТС,Индекс РТС,1279.51,1270.91,1279.58,1267.26,528725901.552,0.0,0.0,2,179075499924.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-06,Индекс РТС,Индекс РТС,1281.43,1291.3,1297.3,1281.43,739488085.091,0.0,0.0,2,179344255931.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-07,Индекс РТС,Индекс РТС,1270.17,1278.3,1278.3,1255.27,715701074.256,0.0,0.0,2,177767648157.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-09,Индекс РТС,Индекс РТС,1285.53,1270.45,1285.53,1262.96,434021848.788,0.0,0.0,2,179917489844.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-12,Индекс РТС,Индекс РТС,1283.18,1288.38,1293.8,1278.96,516749113.091,0.0,0.0,2,179588756529.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-13,Индекс РТС,Индекс РТС,1285.8,1282.12,1289.27,1273.38,618377693.456,0.0,0.0,2,179955792631.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-14,Индекс РТС,Индекс РТС,1251.19,1279.6,1280.0,1251.19,798738214.055,0.0,0.0,2,175111919389.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-15,Индекс РТС,Индекс РТС,1247.28,1254.33,1261.95,1243.12,990638697.99,0.0,0.0,2,174565150745.0,USD,139956224.798,3,
RTSI,RTSI,2018-03-16,Индекс РТС,Индекс РТС,1254.29,1246.5,1254.29,1235.2,1253564041.21,0.0,0.0,2,171674603450.0,USD,136869829.487,3,
