BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR,TRADINGSESSION,VOLUME
SNDX,IMOEX,2016-04-01,Индекс МосБиржи,Индекс МосБиржи,1856.77,1860.53,1861.49,1833.61,41665690395.0,,,2,8721248682735.89,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-04,Индекс МосБиржи,Индекс МосБиржи,1866.64,1854.37,1876.08,1853.54,32976012675.0,,,2,8767609519389.44,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-05,Индекс МосБиржи,Индекс МосБиржи,1857.09,1859.51,1861.39,1847.62,31049832547.0,,,2,8722774776819.8,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-06,Индекс МосБиржи,Индекс МосБиржи,1860.17,1863.3,1867.96,1850.83,30594075373.0,,,2,8737246797686.75,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-07,Индекс МосБиржи,Индекс МосБиржи,1858.85,1865.97,1872.51,1848.19,30873260816.0,,,2,8731016964763.51,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-08,Индекс МосБиржи,Индекс МосБиржи,1877.27,1860.93,1879.64,1857.44,36347673679.0,,,2,8817564787650.27,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-11,Индекс МосБиржи,Индекс МосБиржи,1906.9,1875.74,1907.5,1872.5,46344290299.0,,,2,8956742716317.06,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-12,Индекс МосБиржи,Индекс МосБиржи,1899.26,1907.56,1910.59,1889.02,43895276713.0,,,2,8920856787235.41,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-13,Индекс МосБиржи,Индекс МосБиржи,1932.8,1903.47,1944.32,1903.47,50376841555.0,,,2,9078374443772.78,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-14,Индекс МосБиржи,Индекс МосБиржи,1915.85,1929.87,1948.84,1902.64,45684918967.0,,,2,8998762344335.61,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-15,Индекс МосБиржи,Индекс МосБиржи,1907.78,1914.19,1918.35,1899.29,29906173108.0,,,2,8960867996512.12,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-18,Индекс МосБиржи,Индекс МосБиржи,1892.64,1888.97,1896.36,1867.61,41215654752.0,,,2,8889725692019.05,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-19,Индекс МосБиржи,Индекс МосБиржи,1930.14,1895.28,1930.23,1892.96,57935571918.0,,,2,9065868543247.57,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-20,Индекс МосБиржи,Индекс МосБиржи,1960.18,1923.94,1961.6,1922.41,56601954574.0,,,2,9206997834040.38,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-21,Индекс МосБиржи,Индекс МосБиржи,1950.08,1971.75,1976.69,1931.66,58558403755.0,,,2,9159549824879.58,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-22,Индекс МосБиржи,Индекс МосБиржи,1967.26,1952.33,1967.26,1936.72,44800776243.0,,,2,9240220224930.38,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-25,Индекс МосБиржи,Индекс МосБиржи,1955.47,1962.67,1963.96,1944.94,36733326410.0,,,2,9184854362983.41,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-26,Индекс МосБиржи,Индекс МосБиржи,1946.55,1953.86,1956.54,1931.08,37902335589.0,,,2,9142964671355.97,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-27,Индекс МосБиржи,Индекс МосБиржи,1934.77,1951.51,1954.93,1921.58,37776847358.0,,,2,9087632581719.0,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-28,Индекс МосБиржи,Индекс МосБиржи,1969.89,1936.05,1969.89,1925.27,41082246545.0,,,2,9252600581052.14,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-04-29,Индекс МосБиржи,Индекс МосБиржи,1953.05,1970.46,1974.42,1941.25,49858365235.0,,,2,9173476515299.85,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-04,Индекс МосБиржи,Индекс МосБиржи,1925.58,1932.92,1957.18,1901.85,46688641954.0,,,2,9044463331076.8,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-05,Индекс МосБиржи,Индекс МосБиржи,1906.48,1924.28,1924.28,1902.66,31411717681.0,,,2,8954772390147.38,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-06,Индекс МосБиржи,Индекс МосБиржи,1901.56,1905.15,1906.34,1889.96,28933911060.0,,,2,8931665012685.84,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-10,Индекс МосБиржи,Индекс МосБиржи,1885.34,1896.02,1909.97,1874.5,31702511351.0,,,2,8855475895079.78,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-11,Индекс МосБиржи,Индекс МосБиржи,1909.05,1890.09,1916.34,1885.67,34618149239.0,,,2,8966839632675.98,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-12,Индекс МосБиржи,Индекс МосБиржи,1901.9,1912.43,1922.51,1900.08,33771834752.0,,,2,8933232145675.78,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-13,Индекс МосБиржи,Индекс МосБиржи,1907.19,1901.51,1907.19,1881.41,30501360410.0,,,2,8958074527229.6,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-16,Индекс МосБиржи,Индекс МосБиржи,1915.33,1912.16,1939.22,1909.18,31515056563.0,,,2,8996310457743.31,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-17,Индекс МосБиржи,Индекс МосБиржи,1909.0,1913.25,1915.19,1876.69,36875661739.0,,,2,8966589981610.66,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-18,Индекс МосБиржи,Индекс МосБиржи,1917.24,1907.15,1921.21,1899.12,28189783244.0,,,2,9005310441543.98,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-19,Индекс МосБиржи,Индекс МосБиржи,1891.52,1907.71,1913.7,1891.52,38788677748.0,,,2,8884464416348.74,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-20,Индекс МосБиржи,Индекс МосБиржи,1891.33,1901.27,1903.58,1882.16,30714922273.0,,,2,8883576732113.02,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-23,Индекс МосБиржи,Индекс МосБиржи,1868.43,1889.11,1889.11,1861.64,25568034570.0,,,2,8776026731700.05,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-24,Индекс МосБиржи,Индекс МосБиржи,1884.12,1868.7,1887.48,1868.7,24437513155.0,,,2,8849730686547.61,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-25,Индекс МосБиржи,Индекс МосБиржи,1898.75,1889.42,1910.7,1889.42,36365333613.0,,,2,8918467172391.28,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-26,Индекс МосБиржи,Индекс МосБиржи,1914.31,1905.81,1931.78,1895.63,41396804389.0,,,2,8991549343332.2,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-27,Индекс МосБиржи,Индекс МосБиржи,1927.58,1913.18,1930.8,1910.11,30286290701.0,,,2,9053871967426.36,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-30,Индекс МосБиржи,Индекс МосБиржи,1935.54,1931.07,1938.14,1918.76,15057719019.0,,,2,9091273159636.81,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-05-31,Индекс МосБиржи,Индекс МосБиржи,1899.01,1937.13,1939.84,1899.01,52987445595.0,,,2,8919665275943.55,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-01,Индекс МосБиржи,Индекс МосБиржи,1893.18,1899.14,1906.86,1888.88,33213115681.0,,,2,8892280424694.09,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-02,Индекс МосБиржи,Индекс МосБиржи,1890.78,1895.27,1898.9,1876.58,28496532926.0,,,2,8881034199119.64,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-03,Индекс МосБиржи,Индекс МосБиржи,1886.84,1896.95,1913.74,1877.89,31785366518.0,,,2,8862527741527.69,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-06,Индекс МосБиржи,Индекс МосБиржи,1915.54,1893.05,1920.91,1893.05,29453503695.0,,,2,8997306576497.33,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-07,Индекс МосБиржи,Индекс МосБиржи,1951.26,1917.96,1954.49,1914.56,39892902713.0,,,2,9165101409049.58,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-08,Индекс МосБиржи,Индекс МосБиржи,1951.55,1953.75,1960.75,1937.62,37792811443.0,,,2,9166462050558.11,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-09,Индекс МосБиржи,Индекс МосБиржи,1934.92,1951.8,1952.42,1927.72,29665492694.0,,,2,9088341971106.14,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-10,Индекс МосБиржи,Индекс МосБиржи,1903.61,1926.91,1930.26,1903.61,28777726521.0,,,2,8941264008385.54,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-14,Индекс МосБиржи,Индекс МосБиржи,1885.92,1898.21,1903.54,1875.27,40744702428.0,,,2,8858175141326.94,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-15,Индекс МосБиржи,Индекс МосБиржи,1889.75,1883.94,1898.31,1880.55,37845672069.0,,,2,8876181595892.34,RUB,4697009728.0263,3,
SNDX,IMOEX,2016-06-16,Индекс МосБиржи,Индекс МосБиржи,1869.78,1884.22,1884.91,1853.36,32471422864.0,,,2,8601785020638.39,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-17,Индекс МосБиржи,Индекс МосБиржи,1877.07,1875.96,1896.28,1871.88,35298457106.0,,,2,8635337501795.1,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-20,Индекс МосБиржи,Индекс МосБиржи,1902.7,1889.26,1906.46,1889.26,23905965961.0,,,2,8753246099475.53,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-21,Индекс МосБиржи,Индекс МосБиржи,1904.02,1902.44,1910.25,1884.64,25623356487.0,,,2,8759305346812.69,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-22,Индекс МосБиржи,Индекс МосБиржи,1896.7,1908.06,1912.96,1892.16,21610632336.0,,,2,8725609467771.9,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-23,Индекс МосБиржи,Индекс МосБиржи,1919.27,1894.16,1919.27,1883.18,25896840624.0,,,2,8829455480021.98,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-24,Индекс МосБиржи,Индекс МосБиржи,1884.41,1865.48,1884.94,1846.91,42616365043.0,,,2,8669092097113.83,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-27,Индекс МосБиржи,Индекс МосБиржи,1841.73,1883.76,1887.75,1841.73,35117877018.0,,,2,8472739851680.02,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-28,Индекс МосБиржи,Индекс МосБиржи,1857.23,1850.75,1863.53,1844.8,29870702867.0,,,2,8544030525750.13,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-29,Индекс МосБиржи,Индекс МосБиржи,1888.15,1862.25,1888.15,1862.25,25498709169.0,,,2,8686305059983.12,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-06-30,Индекс МосБиржи,Индекс МосБиржи,1891.09,1886.47,1897.36,1879.33,28888012084.0,,,2,8699804269279.21,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-01,Индекс МосБиржи,Индекс МосБиржи,1896.62,1891.03,1900.41,1880.63,21687427919.0,,,2,8725259797675.25,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-04,Индекс МосБиржи,Индекс МосБиржи,1907.48,1899.35,1913.48,1896.4,21216107420.0,,,2,8775211776254.44,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-05,Индекс МосБиржи,Индекс МосБиржи,1895.64,1904.03,1904.06,1887.05,21567078577.0,,,2,8720777704889.64,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-06,Индекс МосБиржи,Индекс МосБиржи,1879.42,1892.26,1896.71,1871.47,26739811593.0,,,2,8646128292166.21,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-07,Индекс МосБиржи,Индекс МосБиржи,1882.41,1887.12,1901.57,1878.47,31628682372.0,,,2,8659895501341.24,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-08,Индекс МосБиржи,Индекс МосБиржи,1894.35,1873.49,1896.82,1860.55,35441247831.0,,,2,8714802277592.61,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-11,Индекс МосБиржи,Индекс МосБиржи,1913.12,1891.05,1914.31,1887.1,28424172954.0,,,2,8801167777292.67,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-12,Индекс МосБиржи,Индекс МосБиржи,1938.36,1913.84,1942.69,1911.91,33035090032.0,,,2,8917293117519.42,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-13,Индекс МосБиржи,Индекс МосБиржи,1935.88,1937.35,1945.76,1928.5,38363975761.0,,,2,8905874962433.33,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-14,Индекс МосБиржи,Индекс МосБиржи,1942.46,1938.54,1944.85,1921.75,33861336650.0,,,2,8936155396105.96,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-15,Индекс МосБиржи,Индекс МосБиржи,1940.85,1931.66,1943.63,1928.57,36466881812.0,,,2,8928722471672.54,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-18,Индекс МосБиржи,Индекс МосБиржи,1936.07,1937.77,1948.54,1920.18,30425666764.0,,,2,8906730682781.37,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-19,Индекс МосБиржи,Индекс МосБиржи,1915.89,1921.12,1929.11,1903.1,32775563013.0,,,2,8813895138898.98,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-20,Индекс МосБиржи,Индекс МосБиржи,1915.09,1915.49,1921.23,1896.0,27902451635.0,,,2,8810217186587.95,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-21,Индекс МосБиржи,Индекс МосБиржи,1927.7,1920.01,1930.79,1911.87,20274446289.0,,,2,8868233836671.76,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-22,Индекс МосБиржи,Индекс МосБиржи,1926.9,1923.8,1933.76,1922.85,17663520714.0,,,2,8864564197193.92,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-25,Индекс МосБиржи,Индекс МосБиржи,1931.78,1929.93,1942.98,1922.22,27254066779.0,,,2,8887014369288.55,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-26,Индекс МосБиржи,Индекс МосБиржи,1938.52,1932.54,1940.26,1917.96,30456088568.0,,,2,8918020196456.46,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-27,Индекс МосБиржи,Индекс МосБиржи,1938.65,1938.64,1941.15,1928.32,27938465894.0,,,2,8918607054245.54,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-28,Индекс МосБиржи,Индекс МосБиржи,1954.45,1938.01,1959.86,1932.63,26728191998.0,,,2,8991316254081.78,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-07-29,Индекс МосБиржи,Индекс МосБиржи,1944.62,1952.82,1955.07,1939.28,30860260699.0,,,2,8946095776563.68,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-08-01,Индекс МосБиржи,Индекс МосБиржи,1947.36,1950.49,1964.27,1941.58,24577652412.0,,,2,8958687501605.62,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-08-02,Индекс МосБиржи,Индекс МосБиржи,1912.69,1946.31,1946.65,1908.89,28399165388.0,,,2,8799175777165.46,RUB,4600427693.8886,3,
SNDX,IMOEX,2016-08-03,Индекс МосБиржи,Индекс МосБиржи,1919.15,1913.14,1922.86,1902.74,23233306954.0,,,2,8828901072062.53,RUB,4600427693.8886,3,
